InvoiceID,OrderID,CardID,TotalAmount,Discount,FinalAmount,CreatedAt
INV02771,ORD01045,CARD00924,279.72,10.29,269.43,2024-11-14
INV02772,ORD02859,CARD09276,445.54,45.24,400.3,2024-06-18
INV02773,ORD09210,CARD05185,146.24,5.61,140.63,2024-03-16
INV02774,ORD01590,CARD04137,136.39,38.73,97.66,2024-08-24
INV02775,ORD01041,CARD01174,116.98,47.03,69.95,2024-12-14
INV02776,ORD03334,CARD06618,132.79,8.89,123.9,2024-01-09
INV02777,ORD05665,CARD04687,218.42,28.02,190.4,2024-04-26
INV02778,ORD00582,CARD06953,159.25,30.76,128.49,2024-05-05
INV02779,ORD01235,CARD08174,319.29,10.39,308.9,2024-05-03
INV02780,ORD09882,CARD08071,286.09,27.63,258.46,2024-03-09
INV02781,ORD03562,CARD09660,317.73,14.74,302.99,2024-06-20
INV02782,ORD00244,CARD03454,377.16,45.9,331.26,2024-06-27
INV02783,ORD06201,CARD06796,141.84,48.01,93.83,2024-06-16
INV02784,ORD04096,CARD09042,257.99,4.05,253.94,2024-11-20
INV02785,ORD01396,CARD00411,104.03,27.31,76.72,2024-08-05
INV02786,ORD03152,CARD07553,147.35,6.72,140.63,2024-08-03
INV02787,ORD06365,CARD06071,485.04,47.37,437.67,2024-07-31
INV02788,ORD03041,CARD06454,225.88,47.3,178.58,2024-04-17
INV02789,ORD09156,CARD03507,300.59,4.01,296.58,2024-11-26
INV02790,ORD00925,CARD01498,74.05,23.04,51.01,2024-10-27
INV02791,ORD01077,CARD00999,62.98,42.16,20.82,2024-07-24
INV02792,ORD03483,CARD03849,276.37,46.44,229.93,2024-04-28
INV02793,ORD05944,CARD01052,278.21,23.69,254.52,2024-01-21
INV02794,ORD06784,CARD08572,197.51,17.62,179.89,2024-08-22
INV02795,ORD08716,CARD07033,134.28,28.79,105.49,2024-01-10
INV02796,ORD06220,CARD01181,339.89,26.16,313.73,2024-03-30
INV02797,ORD01195,CARD01843,211.28,47.03,164.25,2024-07-07
INV02798,ORD02290,CARD08159,114.19,19.92,94.27,2023-12-26
INV02799,ORD02241,CARD02872,362.46,38.07,324.39,2024-08-02
INV02800,ORD07128,CARD02303,119.55,7.11,112.44,2024-03-30
INV02801,ORD04705,CARD00912,416.27,27.1,389.17,2024-08-01
INV02802,ORD00138,CARD02864,260.92,29.11,231.81,2024-04-21
INV02803,ORD07047,CARD00848,474.1,17.34,456.76,2023-12-29
INV02804,ORD08948,CARD08621,491.57,41.02,450.55,2024-04-22
INV02805,ORD08793,CARD09994,82.87,42.59,40.28,2024-01-25
INV02806,ORD09406,CARD03023,228.1,43.17,184.93,2024-11-06
INV02807,ORD06034,CARD04827,439.86,26.56,413.3,2024-06-11
INV02808,ORD09383,CARD05498,482.71,47.64,435.07,2024-11-12
INV02809,ORD02966,CARD09899,250.15,46.12,204.03,2024-01-15
INV02810,ORD05564,CARD01649,499.59,26.39,473.2,2024-03-21
INV02811,ORD08943,CARD00640,489.14,9.69,479.45,2024-06-05
INV02812,ORD01719,CARD04394,106.63,5.45,101.18,2024-07-23
INV02813,ORD05240,CARD05727,230.45,5.27,225.18,2024-10-08
INV02814,ORD03631,CARD09211,340.65,6.37,334.28,2024-05-01
INV02815,ORD08801,CARD07021,483.63,25.21,458.42,2024-11-19
INV02816,ORD03117,CARD03893,236.16,7.83,228.33,2024-03-13
INV02817,ORD00815,CARD00872,164.83,45.16,119.67,2024-11-01
INV02818,ORD01941,CARD03798,139.98,7.7,132.28,2024-08-25
INV02819,ORD01867,CARD02696,159.22,0.09,159.13,2024-12-07
INV02820,ORD05773,CARD00871,273.64,35.39,238.25,2024-02-08
INV02821,ORD05291,CARD07650,463.79,33.19,430.6,2024-07-16
INV02822,ORD00606,CARD02963,429.42,21.64,407.78,2024-08-10
INV02823,ORD01131,CARD04717,383.69,26.45,357.24,2024-09-05
INV02824,ORD02062,CARD05983,296.69,23.77,272.92,2024-04-25
INV02825,ORD07628,CARD03036,498.59,38.32,460.27,2024-11-04
INV02826,ORD03586,CARD02430,251.17,39.81,211.36,2024-07-10
INV02827,ORD06051,CARD06566,56.38,40.05,16.33,2024-10-25
INV02828,ORD09118,CARD09664,185.24,31.42,153.82,2024-01-24
INV02829,ORD06449,CARD09120,66.95,14.62,52.33,2024-10-13
INV02830,ORD09966,CARD07388,128.48,22.09,106.39,2024-09-02
INV02831,ORD06436,CARD05830,400.37,15.3,385.07,2024-06-14
INV02832,ORD07151,CARD06370,472.49,23.28,449.21,2024-05-13
INV02833,ORD05558,CARD01276,50.43,27.59,22.84,2024-08-24
INV02834,ORD04117,CARD09158,207.06,19.41,187.65,2024-04-25
INV02835,ORD07157,CARD09268,354.24,43.33,310.91,2024-12-01
INV02836,ORD08723,CARD01280,408.56,8.75,399.81,2024-09-05
INV02837,ORD04626,CARD09707,143.78,6.59,137.19,2024-02-22
INV02838,ORD04272,CARD06598,442.72,30.63,412.09,2024-10-31
INV02839,ORD05504,CARD07703,312.69,14.94,297.75,2024-10-04
INV02840,ORD02008,CARD01799,111.31,33.78,77.53,2024-09-04
INV02841,ORD04607,CARD07763,221.45,0.54,220.91,2024-10-24
INV02842,ORD00698,CARD01147,247.86,17.18,230.68,2024-08-30
INV02843,ORD09971,CARD01827,398.81,5.97,392.84,2024-08-03
INV02844,ORD09407,CARD01249,77.81,33.8,44.01,2024-11-10
INV02845,ORD07045,CARD02100,305.49,23.89,281.6,2023-12-21
INV02846,ORD08123,CARD00439,316.88,22.57,294.31,2024-02-24
INV02847,ORD04154,CARD04361,340.22,2.66,337.56,2024-12-13
INV02848,ORD00592,CARD07377,177.43,48.86,128.57,2024-09-25
INV02849,ORD04524,CARD07029,207.16,24.9,182.26,2024-01-18
INV02850,ORD02599,CARD03499,399.98,19.39,380.59,2024-06-16
INV02851,ORD00674,CARD04297,430.35,6.31,424.04,2024-09-13
INV02852,ORD09652,CARD04316,360.87,49.08,311.79,2024-08-13
INV02853,ORD03893,CARD00951,168.72,14.82,153.9,2024-07-25
INV02854,ORD01372,CARD03498,476.56,20.29,456.27,2024-09-25
INV02855,ORD07769,CARD09835,347.63,28.36,319.27,2024-05-19
INV02856,ORD04177,CARD03138,389.07,8.39,380.68,2024-10-12
INV02857,ORD01351,CARD07960,292.12,36.56,255.56,2024-07-01
INV02858,ORD01047,CARD08400,333.14,48.37,284.77,2024-09-29
INV02859,ORD07753,CARD00486,486.54,7.46,479.08,2024-06-23
INV02860,ORD09249,CARD00643,78.06,16.25,61.81,2024-11-01
INV02861,ORD09035,CARD01479,91.47,39.74,51.73,2024-02-07
INV02862,ORD04342,CARD03578,88.29,3.03,85.26,2024-03-24
INV02863,ORD07168,CARD01269,145.66,39.15,106.51,2024-07-10
INV02864,ORD02079,CARD07801,402.94,3.48,399.46,2024-10-26
INV02865,ORD05250,CARD00286,306.79,14.18,292.61,2024-06-03
INV02866,ORD07281,CARD06789,222.73,22.55,200.18,2024-07-17
INV02867,ORD08762,CARD09880,109.93,43.0,66.93,2024-06-15
INV02868,ORD00861,CARD08584,485.72,12.83,472.89,2024-01-16
INV02869,ORD01143,CARD08081,342.93,7.91,335.02,2024-10-07
INV02870,ORD01691,CARD08960,159.85,36.28,123.57,2024-01-16
INV02871,ORD07672,CARD03933,356.2,32.23,323.97,2024-01-15
INV02872,ORD01316,CARD08749,195.42,15.12,180.3,2024-12-15
INV02873,ORD03112,CARD07632,90.99,11.26,79.73,2024-01-25
INV02874,ORD09497,CARD09308,247.94,1.7,246.24,2024-02-26
INV02875,ORD05068,CARD00781,128.91,29.91,99.0,2024-02-13
INV02876,ORD01710,CARD06813,477.93,16.78,461.15,2024-04-30
INV02877,ORD06134,CARD00757,258.46,15.07,243.39,2024-10-19
INV02878,ORD05403,CARD05406,457.11,34.03,423.08,2024-06-10
INV02879,ORD00723,CARD07452,308.02,1.34,306.68,2024-03-01
INV02880,ORD00468,CARD00083,334.84,4.26,330.58,2024-03-20
INV02881,ORD07683,CARD02721,436.67,12.03,424.64,2024-12-03
INV02882,ORD08305,CARD05836,200.04,33.88,166.16,2024-07-26
INV02883,ORD04886,CARD04244,309.43,31.0,278.43,2024-08-30
INV02884,ORD03884,CARD03667,345.52,16.17,329.35,2024-01-03
INV02885,ORD00603,CARD07649,416.51,40.63,375.88,2024-08-09
INV02886,ORD02956,CARD09936,58.7,0.43,58.27,2024-02-27
INV02887,ORD06965,CARD01884,462.18,13.09,449.09,2024-12-04
INV02888,ORD07700,CARD01902,466.54,0.5,466.04,2024-11-25
INV02889,ORD09399,CARD06295,252.11,9.56,242.55,2024-03-16
INV02890,ORD01429,CARD00016,388.29,0.99,387.3,2024-08-18
INV02891,ORD05186,CARD04910,144.46,31.37,113.09,2024-10-09
INV02892,ORD02659,CARD05248,66.7,17.78,48.92,2024-09-14
INV02893,ORD02344,CARD04140,429.67,43.22,386.45,2024-05-11
INV02894,ORD05932,CARD07967,490.66,38.45,452.21,2024-07-24
INV02895,ORD03924,CARD09664,437.58,36.1,401.48,2024-05-19
INV02896,ORD02126,CARD06138,436.5,23.06,413.44,2024-07-21
INV02897,ORD08865,CARD00226,316.04,33.79,282.25,2024-07-16
INV02898,ORD04691,CARD05476,492.06,26.21,465.85,2023-12-29
INV02899,ORD08114,CARD08547,76.55,47.09,29.46,2024-04-10
INV02900,ORD09898,CARD04330,208.4,29.95,178.45,2024-10-12
INV02901,ORD05789,CARD05597,80.63,1.42,79.21,2024-08-20
INV02902,ORD09974,CARD06573,248.15,16.75,231.4,2024-08-13
INV02903,ORD05215,CARD07049,494.85,10.61,484.24,2024-03-03
INV02904,ORD05835,CARD05930,274.31,1.76,272.55,2024-05-04
INV02905,ORD09835,CARD03358,99.56,48.26,51.3,2024-01-04
INV02906,ORD04618,CARD09219,407.32,20.77,386.55,2024-09-28
INV02907,ORD00715,CARD09520,385.49,5.72,379.77,2024-11-07
INV02908,ORD02024,CARD00522,443.25,15.55,427.7,2024-08-21
INV02909,ORD06754,CARD00674,202.62,22.04,180.58,2024-01-18
INV02910,ORD07148,CARD02987,243.16,36.28,206.88,2024-02-11
INV02911,ORD03961,CARD02263,312.48,10.68,301.8,2024-10-03
INV02912,ORD03000,CARD07653,173.97,49.14,124.83,2024-09-12
INV02913,ORD04360,CARD01831,397.99,6.58,391.41,2024-05-18
INV02914,ORD03657,CARD02490,403.7,16.82,386.88,2023-12-31
INV02915,ORD01721,CARD08402,402.81,48.47,354.34,2024-01-27
INV02916,ORD00559,CARD03117,439.2,42.28,396.92,2024-11-01
INV02917,ORD08866,CARD06452,131.03,49.43,81.6,2024-11-27
INV02918,ORD02619,CARD06076,120.86,5.77,115.09,2024-08-05
INV02919,ORD00836,CARD00623,164.18,7.43,156.75,2024-03-25
INV02920,ORD04365,CARD08550,300.73,13.34,287.39,2023-12-23
INV02921,ORD06809,CARD02581,243.44,44.29,199.15,2024-03-14
INV02922,ORD06956,CARD04560,305.89,6.59,299.3,2024-01-22
INV02923,ORD06501,CARD08039,147.49,25.81,121.68,2024-09-22
INV02924,ORD02758,CARD04932,197.86,20.89,176.97,2024-03-01
INV02925,ORD03293,CARD06594,67.14,43.43,23.71,2024-03-26
INV02926,ORD03111,CARD07005,291.98,21.73,270.25,2024-08-04
INV02927,ORD00790,CARD09761,346.68,16.54,330.14,2024-03-28
INV02928,ORD01388,CARD03784,210.29,30.8,179.49,2024-07-11
INV02929,ORD02485,CARD07315,84.38,19.8,64.58,2024-09-27
INV02930,ORD08038,CARD01314,65.43,37.64,27.79,2024-06-27
INV02931,ORD07968,CARD06590,125.73,21.75,103.98,2024-11-15
INV02932,ORD01754,CARD02483,90.83,43.21,47.62,2024-02-17
INV02933,ORD02245,CARD05968,174.06,2.9,171.16,2024-08-18
INV02934,ORD06652,CARD07900,436.25,22.36,413.89,2023-12-29
INV02935,ORD00552,CARD04267,359.81,23.29,336.52,2024-09-30
INV02936,ORD08331,CARD02336,94.15,14.21,79.94,2024-07-21
INV02937,ORD01987,CARD01305,334.5,23.57,310.93,2024-07-14
INV02938,ORD04976,CARD08539,126.26,26.07,100.19,2024-09-26
INV02939,ORD04796,CARD06581,388.97,34.67,354.3,2024-05-10
INV02940,ORD05768,CARD01016,352.13,1.91,350.22,2024-03-07
INV02941,ORD09652,CARD08704,91.74,29.51,62.23,2024-06-06
INV02942,ORD04076,CARD04476,411.36,20.76,390.6,2024-11-26
INV02943,ORD08823,CARD00688,226.8,39.38,187.42,2023-12-27
INV02944,ORD07660,CARD09483,316.97,3.44,313.53,2024-10-24
INV02945,ORD01580,CARD01076,447.78,28.9,418.88,2024-09-09
INV02946,ORD05243,CARD05659,472.62,43.28,429.34,2024-08-01
INV02947,ORD05709,CARD08594,288.87,28.16,260.71,2024-11-25
INV02948,ORD04859,CARD01995,426.57,27.15,399.42,2024-07-29
INV02949,ORD08056,CARD01670,112.13,31.14,80.99,2023-12-20
INV02950,ORD09341,CARD03828,59.1,30.2,28.9,2024-07-12
INV02951,ORD07040,CARD04885,129.92,49.8,80.12,2024-11-17
INV02952,ORD01954,CARD04083,293.82,8.71,285.11,2024-09-13
INV02953,ORD03628,CARD07615,364.83,1.86,362.97,2024-05-14
INV02954,ORD05591,CARD01856,163.27,24.93,138.34,2024-10-15
INV02955,ORD01215,CARD05335,461.94,34.09,427.85,2024-01-24
INV02956,ORD03406,CARD07346,287.02,42.43,244.59,2024-08-15
INV02957,ORD00573,CARD08433,241.57,23.87,217.7,2024-06-11
INV02958,ORD08966,CARD00837,322.76,4.97,317.79,2024-02-26
INV02959,ORD03528,CARD04313,238.53,49.79,188.74,2024-05-30
INV02960,ORD05758,CARD04643,409.37,27.97,381.4,2024-04-17
INV02961,ORD05913,CARD02653,84.73,38.32,46.41,2024-03-02
INV02962,ORD05409,CARD07878,88.4,11.22,77.18,2024-05-01
INV02963,ORD08357,CARD06048,289.8,25.69,264.11,2024-11-20
INV02964,ORD05657,CARD06559,249.32,20.96,228.36,2024-11-19
INV02965,ORD00709,CARD04190,246.05,17.49,228.56,2024-04-19
INV02966,ORD08707,CARD06337,167.38,24.44,142.94,2024-09-04
INV02967,ORD07324,CARD02163,497.29,11.38,485.91,2024-09-09
INV02968,ORD04837,CARD04271,149.48,46.44,103.04,2024-07-04
INV02969,ORD05461,CARD06223,246.39,43.55,202.84,2024-01-18
INV02970,ORD06737,CARD07324,304.17,44.49,259.68,2024-11-19
INV02971,ORD00908,CARD01832,90.52,12.68,77.84,2024-06-26
INV02972,ORD08228,CARD06039,224.28,21.12,203.16,2024-10-17
INV02973,ORD00692,CARD08598,202.8,43.69,159.11,2024-07-01
INV02974,ORD04172,CARD08852,487.87,18.44,469.43,2024-07-08
INV02975,ORD08442,CARD03164,200.84,19.17,181.67,2024-08-04
INV02976,ORD07029,CARD02364,64.13,43.93,20.2,2024-03-14
INV02977,ORD06953,CARD04709,175.9,14.39,161.51,2024-11-13
INV02978,ORD03091,CARD00359,62.86,19.33,43.53,2024-07-01
INV02979,ORD04993,CARD04367,72.4,28.58,43.82,2024-04-21
INV02980,ORD01586,CARD09575,57.94,34.68,23.26,2024-05-11
INV02981,ORD07286,CARD05463,436.65,17.56,419.09,2024-07-09
INV02982,ORD01114,CARD09572,335.12,29.66,305.46,2024-09-16
INV02983,ORD02875,CARD02215,143.59,37.54,106.05,2024-03-16
INV02984,ORD06735,CARD00022,76.87,41.25,35.62,2024-02-21
INV02985,ORD07623,CARD00810,67.16,29.03,38.13,2024-10-14
INV02986,ORD09021,CARD08629,322.82,32.15,290.67,2024-08-04
INV02987,ORD00650,CARD06762,364.25,21.0,343.25,2024-08-08
INV02988,ORD09258,CARD00342,426.81,18.56,408.25,2024-01-08
INV02989,ORD01383,CARD05105,105.27,27.21,78.06,2024-09-27
INV02990,ORD09888,CARD00870,250.47,37.29,213.18,2024-07-31
INV02991,ORD02309,CARD05198,370.5,1.24,369.26,2024-03-14
INV02992,ORD07281,CARD02040,358.52,23.17,335.35,2024-07-16
INV02993,ORD00824,CARD01497,235.13,2.35,232.78,2024-05-05
INV02994,ORD09686,CARD04273,378.18,9.06,369.12,2024-02-18
INV02995,ORD00080,CARD09811,72.1,40.28,31.82,2024-06-29
INV02996,ORD09611,CARD08997,381.13,16.31,364.82,2024-02-05
INV02997,ORD04954,CARD06769,373.96,26.38,347.58,2024-08-31
INV02998,ORD05178,CARD00140,332.89,32.81,300.08,2024-04-12
INV02999,ORD03465,CARD00926,477.81,42.89,434.92,2024-10-07
INV03000,ORD02554,CARD04952,140.59,38.08,102.51,2024-10-25
INV03001,ORD06637,CARD08225,170.16,42.19,127.97,2023-12-31
INV03002,ORD01625,CARD00462,58.44,24.91,33.53,2024-10-11
INV03003,ORD07238,CARD05014,211.43,17.82,193.61,2024-10-01
INV03004,ORD04332,CARD07588,97.43,3.12,94.31,2024-01-07
INV03005,ORD07327,CARD00064,176.01,6.58,169.43,2024-04-19
INV03006,ORD07878,CARD07381,392.69,46.69,346.0,2024-10-22
INV03007,ORD08698,CARD05306,173.06,0.67,172.39,2024-05-16
INV03008,ORD05113,CARD05294,270.63,44.35,226.28,2024-01-11
INV03009,ORD06133,CARD06093,468.59,13.6,454.99,2024-12-15
INV03010,ORD07466,CARD09183,226.98,38.19,188.79,2024-01-27
INV03011,ORD00927,CARD09197,136.6,7.67,128.93,2024-03-06
INV03012,ORD04200,CARD02788,192.15,6.79,185.36,2024-06-15
INV03013,ORD06401,CARD01806,289.58,15.45,274.13,2024-12-15
INV03014,ORD09401,CARD03506,416.63,25.52,391.11,2024-05-20
INV03015,ORD08252,CARD07600,452.82,44.08,408.74,2024-05-08
INV03016,ORD05978,CARD07799,151.39,7.05,144.34,2024-06-06
INV03017,ORD05088,CARD09325,398.72,16.7,382.02,2024-02-24
INV03018,ORD07128,CARD00575,182.81,14.34,168.47,2024-08-04
INV03019,ORD04467,CARD08849,219.25,4.85,214.4,2024-05-15
INV03020,ORD05567,CARD08648,109.04,6.13,102.91,2024-11-20
INV03021,ORD06537,CARD04640,382.66,39.98,342.68,2024-09-02
INV03022,ORD03399,CARD03348,288.75,25.98,262.77,2024-02-12
INV03023,ORD09347,CARD00702,194.59,5.15,189.44,2024-11-20
INV03024,ORD05113,CARD09230,245.43,13.3,232.13,2024-02-26
INV03025,ORD01623,CARD08148,488.62,46.69,441.93,2024-10-13
INV03026,ORD06146,CARD05867,140.8,45.2,95.6,2024-06-20
INV03027,ORD04078,CARD05675,149.95,32.22,117.73,2024-06-06
INV03028,ORD02775,CARD09730,157.72,2.33,155.39,2024-01-11
INV03029,ORD09725,CARD09630,256.51,13.15,243.36,2024-02-15
INV03030,ORD04137,CARD06431,442.32,30.14,412.18,2024-08-08
INV03031,ORD04405,CARD02264,58.45,43.33,15.12,2024-03-08
INV03032,ORD09962,CARD03028,356.56,24.61,331.95,2024-09-22
INV03033,ORD06827,CARD00022,258.79,17.4,241.39,2024-08-25
INV03034,ORD02466,CARD05032,220.3,40.71,179.59,2024-05-21
INV03035,ORD01971,CARD07818,473.04,2.85,470.19,2024-07-01
INV03036,ORD02982,CARD02521,255.13,16.3,238.83,2024-08-04
INV03037,ORD04382,CARD02068,360.88,32.85,328.03,2024-10-05
INV03038,ORD03554,CARD00909,472.52,7.95,464.57,2024-04-23
INV03039,ORD06805,CARD02521,399.91,27.92,371.99,2024-08-13
INV03040,ORD09107,CARD06183,88.87,40.15,48.72,2024-03-27
INV03041,ORD05345,CARD09002,53.88,40.16,13.72,2024-09-28
INV03042,ORD01960,CARD02926,300.58,1.2,299.38,2024-10-14
INV03043,ORD00766,CARD08228,320.16,23.56,296.6,2024-10-26
INV03044,ORD00290,CARD05039,87.43,16.04,71.39,2024-02-28
INV03045,ORD06123,CARD01819,428.15,31.99,396.16,2024-07-02
INV03046,ORD02903,CARD02383,132.12,11.73,120.39,2024-03-14
INV03047,ORD07742,CARD04902,498.34,37.85,460.49,2024-12-10
INV03048,ORD07300,CARD05123,155.81,22.7,133.11,2024-09-18
INV03049,ORD04834,CARD06920,252.58,38.67,213.91,2024-01-15
INV03050,ORD07918,CARD02067,180.0,44.1,135.9,2024-08-21
INV03051,ORD05176,CARD09218,458.87,32.23,426.64,2024-02-18
INV03052,ORD00947,CARD03209,328.99,20.23,308.76,2024-02-28
INV03053,ORD01990,CARD07348,85.06,23.16,61.9,2024-11-04
INV03054,ORD03466,CARD03780,397.25,0.29,396.96,2024-08-30
INV03055,ORD03972,CARD09296,246.11,29.29,216.82,2024-03-15
INV03056,ORD06686,CARD09960,469.19,34.85,434.34,2024-06-11
INV03057,ORD06608,CARD01445,287.98,9.68,278.3,2024-12-11
INV03058,ORD05968,CARD07858,455.76,28.73,427.03,2024-06-04
INV03059,ORD04620,CARD07918,90.97,13.26,77.71,2024-04-28
INV03060,ORD09597,CARD01868,394.02,43.0,351.02,2024-10-01
INV03061,ORD06041,CARD04573,111.99,17.95,94.04,2024-01-21
INV03062,ORD07361,CARD09890,342.27,9.1,333.17,2024-04-22
INV03063,ORD04215,CARD07574,99.29,47.77,51.52,2024-06-06
INV03064,ORD06731,CARD07636,57.48,32.06,25.42,2024-04-15
INV03065,ORD09635,CARD07874,179.35,4.09,175.26,2024-09-18
INV03066,ORD04638,CARD08344,52.05,41.11,10.94,2024-11-20
INV03067,ORD08403,CARD00250,306.88,44.19,262.69,2024-07-17
INV03068,ORD02242,CARD01237,490.99,10.58,480.41,2024-10-02
INV03069,ORD09792,CARD00290,375.7,44.65,331.05,2023-12-20
INV03070,ORD06104,CARD08793,128.19,13.34,114.85,2024-02-27
INV03071,ORD03584,CARD07549,280.81,26.25,254.56,2024-09-01
INV03072,ORD04751,CARD09376,354.82,10.38,344.44,2024-08-07
INV03073,ORD01801,CARD02845,356.43,31.19,325.24,2023-12-23
INV03074,ORD09375,CARD00980,278.18,3.33,274.85,2024-09-18
INV03075,ORD07491,CARD07360,470.8,32.88,437.92,2024-09-23
INV03076,ORD07239,CARD05136,257.91,3.96,253.95,2024-06-22
INV03077,ORD00908,CARD05727,148.45,5.31,143.14,2024-03-18
INV03078,ORD02879,CARD08007,272.98,2.16,270.82,2024-04-13
INV03079,ORD07453,CARD01098,438.4,17.38,421.02,2024-01-23
INV03080,ORD08933,CARD09457,201.22,42.59,158.63,2024-04-13
INV03081,ORD07962,CARD02018,355.24,14.51,340.73,2024-02-02
INV03082,ORD06463,CARD09652,129.87,18.96,110.91,2024-01-26
INV03083,ORD02430,CARD06409,80.59,27.7,52.89,2024-06-30
INV03084,ORD01784,CARD01011,318.95,46.74,272.21,2024-10-28
INV03085,ORD01939,CARD08383,401.74,44.46,357.28,2024-02-11
INV03086,ORD07978,CARD01518,167.74,22.78,144.96,2024-05-26
INV03087,ORD00775,CARD02722,104.5,23.7,80.8,2024-04-04
INV03088,ORD02104,CARD00402,154.79,14.64,140.15,2024-02-12
INV03089,ORD09853,CARD05313,54.43,34.61,19.82,2024-02-10
INV03090,ORD09529,CARD09832,362.0,7.16,354.84,2024-03-28
INV03091,ORD03149,CARD03023,75.15,19.56,55.59,2024-11-12
INV03092,ORD07319,CARD01727,432.66,20.65,412.01,2024-03-11
INV03093,ORD09937,CARD06765,348.06,34.17,313.89,2024-05-20
INV03094,ORD08940,CARD08442,304.46,9.28,295.18,2024-12-01
INV03095,ORD04539,CARD04670,174.37,5.96,168.41,2024-06-17
INV03096,ORD03592,CARD04795,141.68,17.19,124.49,2024-04-05
INV03097,ORD00501,CARD06590,131.46,11.43,120.03,2024-11-27
INV03098,ORD03139,CARD02462,162.55,9.16,153.39,2024-09-17
INV03099,ORD05003,CARD03652,397.89,22.32,375.57,2024-04-08
INV03100,ORD02765,CARD02289,286.72,26.79,259.93,2024-11-27
INV03101,ORD08684,CARD01085,231.51,49.02,182.49,2024-06-07
INV03102,ORD06635,CARD06077,111.24,40.59,70.65,2024-12-12
INV03103,ORD05426,CARD07584,351.71,2.59,349.12,2024-05-23
INV03104,ORD03503,CARD07325,238.88,12.56,226.32,2024-07-31
INV03105,ORD00786,CARD08059,114.47,33.51,80.96,2024-04-13
INV03106,ORD02425,CARD09914,111.53,29.43,82.1,2024-03-26
INV03107,ORD07418,CARD03371,192.49,49.78,142.71,2024-09-25
INV03108,ORD09475,CARD04336,497.37,18.06,479.31,2024-03-28
INV03109,ORD04076,CARD01501,137.28,34.17,103.11,2024-09-02
INV03110,ORD07394,CARD05346,131.94,5.01,126.93,2024-08-12
INV03111,ORD04653,CARD04725,384.46,32.08,352.38,2024-05-23
INV03112,ORD02489,CARD05772,91.11,43.57,47.54,2024-09-12
INV03113,ORD06697,CARD09124,267.62,39.98,227.64,2024-09-14
INV03114,ORD08738,CARD09770,151.24,25.23,126.01,2024-10-10
INV03115,ORD00313,CARD01437,54.24,20.7,33.54,2024-04-23
INV03116,ORD04824,CARD03633,389.55,47.96,341.59,2024-11-08
INV03117,ORD06279,CARD04874,409.92,34.62,375.3,2024-11-09
INV03118,ORD00696,CARD07043,287.82,20.49,267.33,2024-11-05
INV03119,ORD06904,CARD06171,180.21,24.17,156.04,2024-08-14
INV03120,ORD00595,CARD09102,95.74,24.45,71.29,2024-04-22
INV03121,ORD01156,CARD02275,135.55,5.55,130.0,2024-10-13
INV03122,ORD07101,CARD03159,386.77,7.25,379.52,2024-06-17
INV03123,ORD00665,CARD04957,255.82,20.12,235.7,2024-05-08
INV03124,ORD09418,CARD04538,64.25,49.73,14.52,2023-12-25
INV03125,ORD04956,CARD05734,222.58,21.67,200.91,2024-04-07
INV03126,ORD01522,CARD01086,261.48,10.0,251.48,2024-04-07
INV03127,ORD01414,CARD02975,178.93,45.06,133.87,2024-09-08
INV03128,ORD05571,CARD06312,375.11,47.6,327.51,2024-02-01
INV03129,ORD03634,CARD03767,146.83,24.56,122.27,2024-08-11
INV03130,ORD04779,CARD01127,291.83,48.07,243.76,2024-10-24
INV03131,ORD00249,CARD07267,437.52,28.5,409.02,2024-01-23
INV03132,ORD05171,CARD06285,362.22,17.31,344.91,2024-03-17
INV03133,ORD08828,CARD04881,499.58,7.13,492.45,2024-05-31
INV03134,ORD02875,CARD00876,427.86,46.15,381.71,2024-05-12
INV03135,ORD08965,CARD03141,80.57,1.83,78.74,2024-04-28
INV03136,ORD06098,CARD06994,306.36,17.09,289.27,2024-03-11
INV03137,ORD07367,CARD00392,210.87,30.4,180.47,2024-03-04
INV03138,ORD09775,CARD06872,53.94,16.61,37.33,2024-07-13
INV03139,ORD09245,CARD03119,277.88,24.32,253.56,2024-11-16
INV03140,ORD03106,CARD07266,161.08,28.45,132.63,2024-04-08
INV03141,ORD05152,CARD02688,352.33,38.07,314.26,2024-03-25
INV03142,ORD09056,CARD06844,106.39,43.38,63.01,2024-07-24
INV03143,ORD05057,CARD00926,165.76,9.04,156.72,2024-04-25
INV03144,ORD03421,CARD03273,360.83,38.52,322.31,2024-07-25
INV03145,ORD03905,CARD09052,322.03,23.03,299.0,2024-12-12
INV03146,ORD05571,CARD09959,242.91,29.78,213.13,2024-11-02
INV03147,ORD01777,CARD01399,328.26,26.48,301.78,2024-01-21
INV03148,ORD02870,CARD07972,172.57,47.73,124.84,2024-02-28
INV03149,ORD01060,CARD00726,277.32,49.22,228.1,2024-09-17
INV03150,ORD01726,CARD05562,430.43,37.53,392.9,2024-05-20
INV03151,ORD00598,CARD02219,237.86,4.33,233.53,2024-04-08
INV03152,ORD02116,CARD08608,342.72,44.65,298.07,2024-10-10
INV03153,ORD07779,CARD00269,181.62,14.08,167.54,2024-01-12
INV03154,ORD08694,CARD05453,327.53,43.38,284.15,2024-01-14
INV03155,ORD04011,CARD01802,207.99,4.11,203.88,2024-09-11
INV03156,ORD05292,CARD00409,321.34,21.59,299.75,2024-07-08
INV03157,ORD00986,CARD03405,210.35,5.69,204.66,2024-12-02
