HistoryID,StaffID,BranchID,StartDate,EndDate
2329,ST03141,BR02230,2020-03-04,
2330,ST00115,BR09772,2021-05-20,2022-04-15
2331,ST08014,BR08303,2021-01-07,
2332,ST05909,BR02383,2022-11-19,
2333,ST04312,BR04261,2024-10-11,2025-04-03
2334,ST00454,BR07691,2020-10-20,2021-04-14
2335,ST06830,BR07211,2023-10-24,
2336,ST00980,BR05410,2022-09-21,
2337,ST07068,BR03482,2021-10-22,2021-12-21
2338,ST02831,BR03198,2022-08-26,
2339,ST02596,BR05760,2023-08-09,2023-09-24
2340,ST06688,BR03813,2024-10-11,2025-03-17
2341,ST00820,BR00140,2023-10-09,
2342,ST04509,BR07960,2024-10-16,2025-08-17
2343,ST05360,BR05473,2022-03-31,2022-09-30
2344,ST07994,BR07237,2021-05-18,2022-02-15
2345,ST02985,BR01281,2023-04-04,
2346,ST06288,BR07013,2021-06-23,
2347,ST03255,BR07053,2022-09-30,2023-03-29
2348,ST03554,BR01401,2020-08-03,2020-09-10
2349,ST06941,BR04630,2024-07-04,2024-09-10
2350,ST02359,BR01878,2021-01-18,
2351,ST06295,BR02628,2021-11-20,
2352,ST09414,BR09025,2024-07-11,
2353,ST08307,BR09674,2022-08-01,
2354,ST09691,BR00740,2021-07-09,
2355,ST00033,BR00728,2022-11-13,2023-07-31
2356,ST02828,BR04153,2023-09-14,2024-02-16
2357,ST09984,BR07986,2023-05-10,
2358,ST04369,BR05091,2020-05-25,2020-07-05
2359,ST05167,BR09708,2022-07-29,2022-12-26
2360,ST07399,BR09730,2022-03-23,
2361,ST04648,BR04721,2020-09-16,
2362,ST02153,BR09351,2022-01-11,
2363,ST04764,BR00026,2022-08-16,
2364,ST02072,BR00562,2024-10-05,
2365,ST01748,BR03771,2022-01-23,
2366,ST00609,BR07880,2022-06-05,
2367,ST08836,BR08726,2024-05-16,
2368,ST06652,BR05482,2021-11-04,2022-10-28
2369,ST00782,BR08683,2021-12-13,
2370,ST02408,BR03992,2021-11-28,2022-10-18
2371,ST08685,BR05900,2020-09-14,2020-09-28
2372,ST00523,BR04575,2024-09-10,
2373,ST07823,BR04377,2020-08-26,
2374,ST00140,BR09367,2021-09-15,
2375,ST01920,BR07464,2023-06-03,
2376,ST08995,BR07398,2020-07-27,
2377,ST09469,BR06111,2022-12-06,
2378,ST02625,BR07293,2023-06-10,2024-04-15
2379,ST07487,BR06392,2020-10-28,2020-11-01
2380,ST01240,BR02338,2024-07-31,
2381,ST03478,BR06228,2023-03-28,
2382,ST04876,BR01458,2024-02-11,
2383,ST02873,BR03068,2022-09-23,2023-01-12
2384,ST00940,BR00292,2022-06-19,
2385,ST08914,BR02544,2024-03-10,2024-05-27
2386,ST08971,BR06714,2022-07-08,2023-04-08
2387,ST06187,BR02556,2020-12-01,2021-10-15
2388,ST01858,BR04410,2022-10-05,2022-10-10
2389,ST08736,BR06279,2024-06-30,
2390,ST03166,BR04813,2022-04-29,2022-10-20
2391,ST00759,BR07326,2021-01-08,2021-08-27
2392,ST07887,BR09294,2021-02-06,2021-07-06
2393,ST06897,BR04160,2022-11-23,
2394,ST09530,BR08048,2024-09-13,
2395,ST00401,BR07228,2021-03-04,2022-02-21
2396,ST04045,BR03788,2024-03-15,
2397,ST08433,BR00222,2020-02-14,2020-12-11
2398,ST01269,BR09818,2022-11-03,2022-11-17
2399,ST02349,BR08526,2023-07-28,
2400,ST01348,BR08938,2023-10-03,2024-05-13
2401,ST01533,BR07683,2023-07-12,2024-01-23
2402,ST04161,BR06602,2022-07-20,2023-05-07
2403,ST05026,BR06544,2022-08-02,
2404,ST02227,BR01490,2021-08-11,2022-07-20
2405,ST03793,BR05440,2024-06-11,2025-01-13
2406,ST03054,BR01031,2023-05-25,2024-03-30
2407,ST09131,BR06311,2020-06-15,2020-09-19
2408,ST09075,BR05343,2021-09-13,
2409,ST00702,BR09919,2021-10-10,2022-06-24
2410,ST08802,BR09965,2020-12-20,2021-10-14
2411,ST07777,BR03063,2020-04-23,2021-04-07
2412,ST09276,BR04290,2020-07-13,2020-10-19
2413,ST00428,BR02877,2024-02-15,
2414,ST03518,BR07081,2023-09-24,2024-06-04
2415,ST06196,BR02546,2024-10-12,2025-07-02
2416,ST01483,BR03887,2023-02-02,2023-08-01
2417,ST02153,BR04441,2022-03-14,
2418,ST02711,BR04370,2023-12-26,2024-02-14
2419,ST05424,BR03178,2023-09-06,2024-07-29
2420,ST04358,BR08291,2024-06-15,2024-10-09
2421,ST03014,BR07081,2020-01-09,2021-01-04
2422,ST08345,BR09214,2022-12-17,2023-05-26
2423,ST04399,BR08826,2022-12-10,2023-09-25
2424,ST04445,BR03572,2020-02-22,2021-01-12
2425,ST07144,BR01100,2023-12-28,
2426,ST03307,BR07008,2024-11-22,2025-03-29
2427,ST09011,BR00069,2024-01-06,2024-04-28
2428,ST08400,BR04788,2020-07-07,
2429,ST08736,BR07613,2022-10-06,2023-02-12
2430,ST00760,BR00675,2020-08-29,2021-04-14
2431,ST09579,BR01584,2023-12-12,
2432,ST04764,BR02565,2024-08-29,
2433,ST07013,BR07986,2023-10-31,2024-07-23
2434,ST04311,BR02949,2021-02-01,2021-03-02
2435,ST08407,BR09806,2023-06-23,
2436,ST00520,BR05539,2024-03-27,2025-01-25
2437,ST04598,BR00990,2020-11-26,
2438,ST06611,BR07806,2023-10-05,2024-08-15
2439,ST02797,BR01450,2022-10-14,2023-08-26
2440,ST00547,BR07307,2024-07-30,
2441,ST09691,BR08704,2023-05-13,
2442,ST09360,BR01304,2022-01-15,
2443,ST00751,BR02680,2022-06-19,2023-03-24
2444,ST06024,BR03182,2022-01-19,2022-06-24
2445,ST05151,BR01521,2020-06-28,2021-01-25
2446,ST03146,BR08974,2021-07-22,
2447,ST01831,BR02170,2021-02-08,2021-04-24
2448,ST07589,BR02371,2021-11-05,2022-05-23
2449,ST03086,BR05673,2023-05-23,
2450,ST02068,BR01601,2020-08-15,2020-11-30
2451,ST04029,BR02599,2021-02-14,
2452,ST05234,BR07029,2021-06-27,2021-10-17
2453,ST01644,BR04199,2024-04-04,
2454,ST09586,BR03986,2021-09-08,2022-07-27
2455,ST08788,BR01363,2024-06-02,2025-05-15
2456,ST04865,BR03360,2022-02-15,
2457,ST04224,BR02818,2020-06-23,
2458,ST09898,BR04561,2024-06-06,2024-08-30
2459,ST09648,BR03604,2023-11-25,2024-09-10
2460,ST07126,BR03904,2021-11-25,2022-09-03
2461,ST07366,BR02960,2022-04-04,2022-04-23
2462,ST00826,BR03621,2023-03-12,
2463,ST04628,BR00213,2021-11-29,
2464,ST07051,BR01694,2023-01-01,
2465,ST06826,BR02156,2024-02-09,2024-11-17
2466,ST05236,BR04627,2020-07-27,2021-06-06
2467,ST01464,BR05046,2024-11-12,2025-09-25
2468,ST02680,BR03855,2021-10-15,
2469,ST08651,BR08917,2021-01-18,
2470,ST09180,BR06339,2020-04-19,2020-11-14
2471,ST04040,BR03334,2024-11-27,
2472,ST02754,BR09895,2024-12-13,2025-03-02
2473,ST03564,BR06453,2021-09-02,
2474,ST08652,BR05400,2024-01-19,
2475,ST08738,BR00282,2024-07-09,2025-04-02
2476,ST06683,BR01010,2021-11-19,2022-05-20
2477,ST02397,BR09042,2021-01-29,
2478,ST06157,BR00567,2020-06-02,
2479,ST02450,BR03185,2024-03-02,
2480,ST05201,BR07028,2023-02-02,2024-01-25
2481,ST09113,BR05385,2024-09-03,
2482,ST05005,BR01475,2024-09-08,
2483,ST07745,BR00095,2020-10-02,
2484,ST05762,BR02564,2020-02-18,
2485,ST01480,BR05848,2021-05-09,
2486,ST06397,BR09855,2021-04-29,
2487,ST00712,BR02354,2022-04-19,
2488,ST01691,BR08324,2021-06-01,
2489,ST09705,BR07285,2022-06-30,2023-03-31
2490,ST03276,BR08075,2020-06-20,2020-10-30
2491,ST09470,BR04119,2021-12-25,2022-04-09
2492,ST07346,BR09980,2023-09-29,2024-08-31
2493,ST07334,BR07132,2020-12-20,2021-01-19
2494,ST04061,BR00556,2021-07-15,2021-08-08
2495,ST05096,BR09569,2022-06-27,
2496,ST06484,BR03543,2021-05-30,2022-01-04
2497,ST05302,BR07848,2023-09-18,
2498,ST09355,BR08961,2020-01-16,
2499,ST00211,BR08754,2021-12-27,2022-06-09
2500,ST03220,BR00895,2020-04-22,
2501,ST00846,BR00237,2023-02-21,2023-05-31
2502,ST02417,BR07544,2020-12-30,
2503,ST07497,BR03238,2024-08-30,2024-10-14
2504,ST06727,BR09354,2021-12-06,2022-06-07
2505,ST00924,BR03502,2021-07-02,2022-06-12
2506,ST08989,BR07084,2022-11-07,
2507,ST04606,BR08400,2022-03-21,2022-08-29
2508,ST02279,BR04139,2024-10-18,
2509,ST04603,BR09023,2023-04-28,2023-11-26
2510,ST09343,BR07172,2021-09-20,
2511,ST03891,BR06042,2024-07-08,2024-09-03
2512,ST01251,BR04607,2021-10-20,
2513,ST02065,BR01050,2022-12-09,
2514,ST04164,BR02780,2020-05-12,
2515,ST06684,BR08862,2021-03-22,2022-01-21
2516,ST04830,BR09968,2022-06-26,
2517,ST07391,BR04578,2023-01-18,2023-05-15
2518,ST08770,BR08736,2023-06-16,
2519,ST03234,BR09341,2024-03-22,2024-08-24
2520,ST05293,BR07976,2020-12-24,2021-09-06
2521,ST04507,BR02260,2022-06-05,
2522,ST08198,BR02337,2020-10-12,
2523,ST05853,BR09522,2024-09-12,2025-06-09
2524,ST05067,BR06414,2021-07-14,
2525,ST01708,BR02774,2022-10-28,2023-05-06
2526,ST00083,BR09369,2021-09-25,
2527,ST05522,BR06383,2022-09-04,
2528,ST03098,BR06485,2021-02-13,2021-04-29
2529,ST01264,BR00559,2023-10-20,2024-03-21
2530,ST09282,BR03257,2022-09-14,
2531,ST03717,BR00514,2021-05-22,2022-04-28
2532,ST09626,BR03215,2021-06-16,
2533,ST08836,BR07863,2023-12-12,
2534,ST09860,BR04981,2021-01-09,2021-10-31
2535,ST06235,BR08860,2023-12-25,
2536,ST09942,BR01658,2022-03-24,2022-08-02
2537,ST02042,BR07777,2022-02-14,
2538,ST07140,BR07086,2023-03-13,2024-01-29
2539,ST03391,BR08214,2023-12-20,2024-10-14
2540,ST01658,BR04313,2023-04-06,
2541,ST04601,BR04044,2022-07-19,2022-09-16
2542,ST03299,BR08189,2022-03-01,
2543,ST09369,BR04891,2023-10-17,
2544,ST06009,BR03361,2022-04-11,2022-08-15
2545,ST04609,BR08895,2021-03-14,
2546,ST00332,BR03694,2023-05-19,2024-03-08
2547,ST00312,BR09642,2023-07-10,2023-08-15
2548,ST05410,BR09786,2023-09-16,
2549,ST02466,BR08978,2021-07-21,2021-10-29
2550,ST00811,BR01325,2022-12-18,2023-09-18
2551,ST04657,BR00622,2024-06-22,
2552,ST00487,BR00813,2022-04-22,2022-12-28
2553,ST04809,BR03012,2021-02-02,2021-12-23
2554,ST02254,BR04382,2023-12-25,2024-03-27
2555,ST04132,BR07183,2021-11-13,
2556,ST09520,BR07280,2021-03-06,2021-11-08
2557,ST07428,BR05642,2022-04-06,2022-05-13
2558,ST04435,BR06003,2021-01-10,2021-09-09
2559,ST00549,BR09820,2020-05-17,2021-01-27
2560,ST05253,BR02806,2024-06-19,
2561,ST06107,BR03001,2024-01-03,2024-08-24
2562,ST07428,BR08704,2021-01-21,
2563,ST02085,BR01599,2023-04-20,2024-02-21
2564,ST04792,BR09805,2020-01-12,2020-07-10
2565,ST04505,BR07609,2021-04-13,
2566,ST00706,BR00990,2020-02-19,
2567,ST05201,BR08576,2023-06-13,
2568,ST03791,BR06093,2024-09-09,2025-04-25
2569,ST09381,BR04748,2024-04-21,
2570,ST08800,BR07179,2021-03-20,
2571,ST09121,BR04056,2021-07-31,2022-04-19
2572,ST07523,BR02100,2021-09-25,
2573,ST06665,BR01528,2020-10-02,2021-05-16
2574,ST06499,BR07685,2020-09-01,
2575,ST06387,BR02806,2024-04-13,
2576,ST07393,BR06485,2020-11-18,
2577,ST06117,BR09004,2023-11-18,
2578,ST05590,BR04285,2024-09-02,
2579,ST05896,BR07796,2024-09-10,2025-08-05
2580,ST08767,BR09110,2024-08-17,
2581,ST09798,BR00721,2024-05-24,2025-01-12
2582,ST09298,BR02363,2022-04-24,2022-10-09
2583,ST00297,BR03353,2023-06-15,2024-02-13
2584,ST01423,BR08986,2023-03-31,
2585,ST02236,BR03847,2024-05-13,
2586,ST01935,BR03421,2023-02-01,
2587,ST04609,BR03366,2020-07-10,2020-07-28
2588,ST06517,BR05389,2020-05-14,2021-01-13
2589,ST08236,BR04758,2020-05-19,
2590,ST02878,BR01219,2023-06-03,
2591,ST00271,BR05823,2021-04-14,
2592,ST03354,BR05372,2023-01-17,2023-04-30
2593,ST07765,BR03326,2022-01-06,2022-01-19
2594,ST00099,BR09807,2022-04-05,2023-03-02
2595,ST02597,BR06924,2024-03-26,2024-11-07
2596,ST06927,BR04409,2024-10-12,2025-09-26
2597,ST02314,BR07165,2023-09-01,2024-06-09
2598,ST02811,BR07842,2021-09-20,
2599,ST06613,BR02504,2020-05-02,2020-08-25
2600,ST04625,BR07189,2023-02-04,
2601,ST02383,BR05255,2024-03-23,
2602,ST09199,BR00487,2021-03-02,2021-10-25
2603,ST02864,BR05174,2024-06-22,2025-02-11
2604,ST01477,BR09098,2021-09-06,2021-11-04
2605,ST07770,BR02808,2021-08-31,2021-12-24
2606,ST05986,BR04056,2021-01-10,2021-01-30
2607,ST08244,BR04202,2022-09-04,
2608,ST04334,BR09202,2023-06-14,2024-06-03
2609,ST06826,BR00748,2021-04-02,2021-12-22
2610,ST03945,BR00417,2021-12-05,2022-03-08
2611,ST06486,BR05848,2022-03-16,
2612,ST01621,BR07010,2021-01-26,2021-06-29
2613,ST01952,BR04790,2021-02-07,2021-10-05
2614,ST01485,BR08133,2022-10-28,2023-09-28
2615,ST04729,BR06228,2023-03-06,
2616,ST08137,BR07645,2023-11-20,
2617,ST02348,BR02345,2022-07-19,
2618,ST04493,BR04664,2023-08-01,2023-12-02
2619,ST08687,BR08867,2024-01-21,2024-03-08
2620,ST09248,BR01356,2021-04-15,
2621,ST07024,BR03924,2022-04-15,2022-06-08
2622,ST04162,BR02372,2022-11-09,2023-06-16
2623,ST07679,BR02836,2021-02-06,2022-01-07
2624,ST05480,BR08656,2023-01-23,2023-11-04
2625,ST06447,BR03920,2023-10-16,
2626,ST08516,BR06885,2020-06-22,
2627,ST08242,BR08550,2021-02-03,
2628,ST08300,BR07758,2024-01-08,
2629,ST06269,BR03769,2020-05-05,2021-04-20
2630,ST09394,BR06939,2024-04-19,2024-10-30
2631,ST06075,BR09090,2022-08-09,2023-07-07
2632,ST09308,BR09227,2021-02-07,
2633,ST08073,BR03610,2022-04-10,
2634,ST00928,BR05080,2020-06-17,2020-11-14
2635,ST09742,BR00665,2020-03-30,
2636,ST07138,BR09299,2023-05-25,
2637,ST00185,BR00259,2024-07-11,
2638,ST07737,BR07510,2024-09-23,2024-11-04
2639,ST00745,BR04105,2020-04-16,2021-02-20
2640,ST06243,BR07426,2023-09-27,2023-11-21
2641,ST01394,BR02319,2023-08-19,
2642,ST06855,BR05080,2023-03-14,
2643,ST00616,BR01675,2021-10-22,
2644,ST08159,BR05823,2021-01-31,2021-05-05
2645,ST07758,BR02449,2020-01-15,
2646,ST07080,BR02132,2024-03-08,2024-09-22
2647,ST01907,BR03350,2023-02-06,2024-01-09
2648,ST07219,BR07468,2024-10-18,2025-08-14
2649,ST06455,BR05951,2023-12-28,2024-01-26
2650,ST09478,BR06011,2022-02-12,2023-02-02
2651,ST05028,BR04795,2024-07-07,2025-05-09
2652,ST01036,BR08838,2021-07-30,
2653,ST01309,BR05157,2020-02-16,2020-12-10
2654,ST06486,BR04434,2022-01-11,2022-06-14
2655,ST07157,BR09562,2024-07-02,2024-10-29
2656,ST04156,BR06729,2022-01-21,
2657,ST01127,BR04313,2023-01-13,2023-09-12
2658,ST01166,BR03196,2024-01-02,2024-04-25
2659,ST03140,BR00692,2021-10-10,2022-09-03
2660,ST09148,BR03178,2021-01-21,2021-08-17
2661,ST00592,BR06227,2022-03-20,2022-10-06
2662,ST09706,BR04126,2024-04-11,
2663,ST06882,BR05396,2024-10-11,2025-08-24
2664,ST08768,BR07693,2024-12-17,
2665,ST03849,BR05758,2021-04-06,2021-10-26
2666,ST01076,BR03350,2022-08-03,
2667,ST08430,BR07943,2022-10-06,
2668,ST08501,BR00465,2022-11-04,
2669,ST05235,BR08108,2024-06-29,2024-10-01
2670,ST07139,BR05104,2024-01-20,
2671,ST04843,BR08491,2021-09-26,2022-03-20
2672,ST08368,BR06997,2023-04-24,
2673,ST01424,BR06735,2022-03-05,
2674,ST02511,BR04588,2022-11-04,2023-07-17
2675,ST02162,BR05409,2022-03-06,
2676,ST02884,BR06956,2020-05-05,2020-05-28
2677,ST00536,BR01987,2023-08-30,
2678,ST03266,BR05468,2021-04-20,
2679,ST08614,BR07049,2021-04-11,2021-09-13
2680,ST07943,BR07380,2023-08-05,
2681,ST07130,BR09872,2023-05-05,
2682,ST02647,BR03335,2020-11-16,
2683,ST08743,BR06322,2024-10-10,
2684,ST01967,BR00268,2021-06-24,
2685,ST03545,BR09574,2022-12-12,2023-11-26
2686,ST09905,BR07570,2023-09-21,2024-06-07
2687,ST06577,BR05748,2023-08-04,2024-03-07
2688,ST00493,BR08501,2023-10-30,
2689,ST07615,BR03475,2023-11-15,2023-12-25
2690,ST06824,BR09853,2024-08-09,
2691,ST09405,BR07310,2024-04-10,2024-08-12
2692,ST00069,BR03702,2023-08-31,
2693,ST08147,BR09146,2023-07-15,2024-02-18
2694,ST03621,BR04413,2023-04-18,
2695,ST01242,BR09196,2023-07-15,2024-05-13
2696,ST00800,BR01366,2020-02-08,2020-10-08
2697,ST04708,BR09795,2021-06-24,
2698,ST04795,BR02061,2020-04-07,
2699,ST03841,BR05559,2020-01-26,
2700,ST00390,BR01340,2024-05-01,
2701,ST03243,BR05707,2020-02-10,
2702,ST01820,BR04425,2024-08-29,
2703,ST06665,BR09592,2021-02-11,
2704,ST06247,BR01862,2020-08-06,
2705,ST06589,BR02101,2023-01-08,2023-12-04
2706,ST01200,BR07669,2020-07-04,2021-04-26
2707,ST01682,BR01436,2021-04-02,
2708,ST06316,BR07450,2023-08-20,2024-02-22
2709,ST06526,BR06350,2021-02-28,
2710,ST07288,BR02837,2021-08-30,2021-09-23
2711,ST03377,BR02310,2020-04-03,2020-12-22
2712,ST02646,BR00345,2024-05-05,2024-05-15
2713,ST06570,BR04769,2023-09-27,
2714,ST03029,BR07528,2020-08-29,2021-02-22
2715,ST03963,BR07178,2022-01-05,2022-01-23
2716,ST08432,BR06247,2024-10-16,2025-05-10
2717,ST03602,BR02270,2020-04-10,2020-10-01
2718,ST08132,BR03026,2024-01-05,2024-12-27
2719,ST06445,BR02108,2023-06-21,2024-01-31
2720,ST03315,BR07499,2023-09-22,2023-09-28
2721,ST05861,BR06032,2020-12-06,
2722,ST00602,BR09904,2020-12-01,
2723,ST00099,BR04438,2023-03-25,2023-09-22
2724,ST07621,BR07435,2023-12-26,
2725,ST09995,BR05384,2020-12-11,2021-10-11
2726,ST00304,BR00131,2020-03-11,
2727,ST05443,BR03844,2023-02-12,2023-08-26
2728,ST07733,BR05472,2020-04-16,
2729,ST02125,BR04814,2022-05-15,
2730,ST07910,BR02480,2024-12-15,
2731,ST07194,BR08492,2022-09-30,
2732,ST00075,BR07948,2022-06-10,
2733,ST05618,BR08401,2022-03-22,
2734,ST00677,BR00414,2023-01-13,
2735,ST02151,BR00367,2020-10-25,2021-09-23
2736,ST00004,BR07224,2021-02-13,
2737,ST03068,BR02554,2020-03-31,
2738,ST03883,BR07114,2023-09-06,2023-12-27
2739,ST00359,BR08062,2024-10-20,2025-03-17
2740,ST04430,BR05096,2023-10-18,
2741,ST01870,BR00620,2022-11-07,2023-02-15
2742,ST07298,BR04280,2021-12-24,2022-09-23
2743,ST08453,BR02038,2024-10-16,2025-09-03
2744,ST08877,BR02552,2021-02-19,
2745,ST00284,BR09514,2023-06-13,2023-11-05
2746,ST07260,BR07406,2024-01-21,
2747,ST09136,BR05839,2024-04-05,
2748,ST07152,BR01884,2022-11-13,2022-12-26
2749,ST02471,BR01612,2023-03-26,2023-05-11
2750,ST01477,BR01283,2023-04-03,2023-04-23
2751,ST03946,BR05640,2020-10-22,
2752,ST04787,BR07976,2024-06-07,2024-10-10
2753,ST09733,BR06906,2020-07-29,2020-08-03
2754,ST08766,BR05088,2024-12-06,
2755,ST01190,BR03853,2021-04-06,
2756,ST06828,BR07581,2021-10-27,
2757,ST01031,BR09878,2020-10-10,
2758,ST00833,BR00637,2024-07-30,
2759,ST06292,BR02705,2020-10-08,
2760,ST01329,BR07041,2020-09-17,2021-08-07
2761,ST01481,BR01739,2023-07-31,2024-02-04
2762,ST00066,BR03768,2020-08-18,
2763,ST01303,BR01732,2021-08-09,2021-08-27
2764,ST07836,BR05318,2023-07-24,
2765,ST00522,BR08957,2022-01-01,2022-04-29
2766,ST05321,BR02693,2020-12-03,2021-04-01
2767,ST00549,BR02107,2023-02-08,2024-01-09
2768,ST04781,BR08664,2021-01-30,2021-02-13
2769,ST09648,BR07977,2024-08-02,2025-01-23
2770,ST06298,BR05590,2023-09-26,2024-06-24
2771,ST04600,BR06657,2024-07-24,
2772,ST01725,BR08064,2022-08-12,2023-02-09
2773,ST04742,BR01972,2021-06-17,2021-09-01
2774,ST06918,BR01658,2023-02-03,2023-05-15
2775,ST00817,BR06403,2021-04-20,2021-05-15
2776,ST07390,BR00422,2023-09-02,
2777,ST09431,BR09930,2021-05-07,2022-02-18
2778,ST04397,BR00355,2023-03-04,2023-12-09
2779,ST03492,BR00224,2022-05-12,
2780,ST04166,BR05236,2020-05-07,
2781,ST02346,BR00827,2021-09-23,2022-03-23
2782,ST05828,BR06418,2024-04-14,
2783,ST06905,BR02926,2021-06-16,2021-08-02
2784,ST03316,BR03857,2020-02-15,
2785,ST05222,BR06898,2023-01-29,2023-10-24
2786,ST05135,BR05212,2023-02-03,2023-03-12
2787,ST08684,BR08303,2024-03-05,
2788,ST04344,BR06839,2024-05-08,2024-11-23
2789,ST05097,BR09830,2023-08-13,
2790,ST08838,BR08629,2021-01-26,2021-10-30
2791,ST00247,BR08579,2020-11-21,2021-08-09
2792,ST09615,BR06240,2022-02-19,2022-05-01
2793,ST07300,BR03582,2020-01-23,
2794,ST05214,BR01127,2024-11-21,
2795,ST00387,BR00966,2020-10-12,
2796,ST09331,BR01627,2021-10-08,
2797,ST05866,BR04751,2023-03-16,2023-10-29
2798,ST00924,BR05754,2022-09-01,2023-02-27
2799,ST09349,BR09351,2021-06-23,2021-12-23
2800,ST09369,BR06489,2021-12-22,
2801,ST01870,BR07365,2022-08-30,
2802,ST05436,BR09416,2023-07-15,2023-10-13
2803,ST00749,BR06216,2022-11-30,2023-10-31
2804,ST00310,BR06689,2022-03-25,2022-12-01
2805,ST06011,BR09714,2021-04-14,
2806,ST08730,BR09971,2021-07-04,
2807,ST07515,BR03926,2020-09-10,2021-03-31
2808,ST02585,BR04113,2023-02-19,
2809,ST04775,BR08797,2024-07-07,
2810,ST08428,BR08148,2020-08-06,2020-11-07
2811,ST07976,BR09095,2022-05-30,
2812,ST08161,BR09005,2020-10-22,2021-05-10
2813,ST07476,BR08101,2024-11-18,
2814,ST01223,BR00026,2021-10-04,2022-05-03
2815,ST00517,BR00410,2021-06-18,2022-03-09
2816,ST06326,BR05814,2021-04-20,
2817,ST05344,BR03221,2022-03-21,
2818,ST09711,BR02307,2021-10-23,
2819,ST05414,BR00290,2024-06-03,2025-03-16
2820,ST02898,BR02766,2022-02-16,
2821,ST06267,BR06958,2023-10-01,
2822,ST02587,BR05951,2020-02-25,
2823,ST03679,BR08452,2024-07-19,2025-04-04
2824,ST06486,BR09202,2021-10-06,2022-03-31
2825,ST01468,BR07790,2024-06-01,2024-07-01
2826,ST06117,BR03152,2020-06-16,
2827,ST08218,BR01269,2020-02-20,
2828,ST01758,BR02027,2024-02-07,2024-08-25
2829,ST00183,BR06620,2021-08-05,
2830,ST08466,BR01437,2024-08-13,
2831,ST04494,BR04487,2021-04-16,
2832,ST02054,BR06678,2020-08-16,
2833,ST07780,BR05617,2022-12-08,
2834,ST05236,BR06765,2022-03-26,2022-12-19
2835,ST08417,BR05720,2023-02-19,2024-01-17
2836,ST09028,BR06859,2022-10-02,
2837,ST01877,BR02337,2021-03-10,2021-06-17
2838,ST03705,BR08439,2024-05-23,2024-05-27
2839,ST06908,BR09338,2022-08-06,2022-12-30
2840,ST06576,BR07674,2021-11-12,2022-05-12
2841,ST07074,BR03720,2020-10-03,
2842,ST05764,BR08994,2020-09-18,
2843,ST03307,BR07486,2024-08-24,
2844,ST05753,BR06676,2023-11-24,2024-08-26
2845,ST01245,BR07026,2022-03-24,2022-08-20
2846,ST00105,BR06801,2024-10-13,
2847,ST01019,BR05270,2022-03-11,2022-07-12
2848,ST02401,BR07568,2022-03-27,2022-05-05
2849,ST05177,BR09398,2021-09-25,2021-11-14
2850,ST01744,BR00465,2020-07-23,2021-05-07
2851,ST05699,BR09423,2021-10-22,
2852,ST03198,BR06015,2024-08-02,
2853,ST02430,BR03719,2023-05-29,2024-04-26
2854,ST03586,BR02360,2023-02-23,2023-09-19
2855,ST06148,BR08233,2024-09-17,
2856,ST07104,BR09905,2024-05-19,
2857,ST03514,BR02979,2024-03-03,2025-02-12
2858,ST03026,BR01554,2020-05-10,
2859,ST00030,BR02286,2021-06-25,
2860,ST03962,BR01299,2023-03-12,
2861,ST06869,BR07756,2022-06-24,2023-01-31
2862,ST08180,BR05612,2022-10-24,2023-08-04
2863,ST00954,BR09840,2020-05-15,
2864,ST04440,BR06869,2021-10-22,
2865,ST01933,BR00937,2020-08-22,2021-04-07
2866,ST07480,BR07939,2022-12-08,2023-10-15
2867,ST07100,BR04322,2023-11-21,
2868,ST09472,BR05634,2020-02-12,2020-11-19
2869,ST00878,BR09983,2022-01-08,2022-06-01
2870,ST06311,BR06849,2021-08-21,2022-04-30
2871,ST08492,BR08130,2023-04-30,
2872,ST07165,BR03481,2024-05-27,2025-04-16
2873,ST08780,BR01240,2021-09-21,
2874,ST08221,BR02583,2023-02-23,
2875,ST07818,BR02795,2022-08-13,2023-04-12
2876,ST07987,BR07508,2023-07-08,2023-10-05
2877,ST08287,BR01971,2021-11-15,
2878,ST06763,BR07744,2020-01-03,2020-06-19
2879,ST07157,BR00237,2021-05-05,
2880,ST09995,BR06328,2022-01-12,2022-07-19
2881,ST03619,BR03396,2021-01-19,2021-03-04
2882,ST04809,BR09200,2020-06-05,
2883,ST06005,BR01926,2022-05-24,2023-01-27
2884,ST06578,BR02188,2024-10-25,2025-02-10
2885,ST09376,BR00438,2024-03-14,2024-04-23
2886,ST08947,BR04303,2023-03-28,
2887,ST04794,BR05818,2022-07-27,2022-07-27
2888,ST02192,BR02421,2024-10-25,2025-03-05
2889,ST02907,BR05067,2023-03-19,
2890,ST09361,BR01837,2020-04-05,
2891,ST05686,BR08933,2022-03-15,
2892,ST04938,BR03744,2020-05-09,
2893,ST05339,BR04871,2023-01-12,2023-08-14
2894,ST05440,BR05766,2020-12-13,2021-10-28
2895,ST04887,BR03488,2022-08-20,
2896,ST00999,BR04969,2021-06-25,2022-06-03
2897,ST07007,BR08960,2022-07-01,2022-08-26
2898,ST02368,BR04927,2020-10-24,
2899,ST04823,BR02831,2022-09-07,
2900,ST00516,BR09088,2021-11-04,
2901,ST00792,BR08857,2024-04-01,2024-07-03
2902,ST06291,BR03762,2021-01-26,
2903,ST01334,BR08846,2021-05-22,
2904,ST05440,BR09187,2021-09-07,
2905,ST00460,BR01878,2022-07-10,2023-01-31
2906,ST01937,BR07418,2022-06-01,
