ItemID,CategoryID,ItemName,CurrentPrice,DeliveryAvailable
ITEM01820,CAT00131,Find,9.24,0
ITEM01821,CAT00335,Source,67.5,1
ITEM01822,CAT00665,Role,99.7,0
ITEM01823,CAT00991,Lay,10.7,0
ITEM01824,CAT00874,Say,87.51,0
ITEM01825,CAT00905,Subject,18.27,0
ITEM01826,CAT00421,Kind,44.26,1
ITEM01827,CAT00830,Listen,65.57,0
ITEM01828,CAT00606,Field,57.93,1
ITEM01829,CAT00340,Role,75.53,1
ITEM01830,CAT00030,Develop,44.62,1
ITEM01831,CAT00567,Cup,13.23,0
ITEM01832,CAT00747,Question,38.66,1
ITEM01833,CAT00086,Fall,55.94,0
ITEM01834,CAT00337,Return,86.23,1
ITEM01835,CAT00753,Very,96.74,1
ITEM01836,CAT00811,Make,99.57,1
ITEM01837,CAT00179,Economy,8.2,0
ITEM01838,CAT00680,Cost,74.25,0
ITEM01839,CAT00308,Subject,43.76,0
ITEM01840,CAT00870,Plan,42.75,0
ITEM01841,CAT00719,Police,58.37,0
ITEM01842,CAT00575,Bar,58.78,0
ITEM01843,CAT00933,Black,54.76,1
ITEM01844,CAT00528,Commercial,15.44,0
ITEM01845,CAT00689,Employee,56.92,1
ITEM01846,CAT00442,Would,29.71,1
ITEM01847,CAT00716,Teach,78.52,0
ITEM01848,CAT00488,Provide,75.41,0
ITEM01849,CAT00130,Idea,64.28,0
ITEM01850,CAT00863,Until,60.82,0
ITEM01851,CAT00099,Science,16.68,1
ITEM01852,CAT00334,Relationship,84.46,1
ITEM01853,CAT00301,Maybe,19.87,1
ITEM01854,CAT00992,Space,34.35,0
ITEM01855,CAT00377,Would,87.14,1
ITEM01856,CAT00015,Amount,78.7,0
ITEM01857,CAT00420,When,30.24,0
ITEM01858,CAT00766,Someone,43.94,0
ITEM01859,CAT00944,Type,69.3,0
ITEM01860,CAT00530,Never,64.15,0
ITEM01861,CAT00075,Management,87.62,0
ITEM01862,CAT00904,Mission,73.56,0
ITEM01863,CAT00054,Plan,33.7,1
ITEM01864,CAT00009,Back,60.89,0
ITEM01865,CAT00552,Keep,35.84,0
ITEM01866,CAT00936,Pay,38.71,1
ITEM01867,CAT00192,Very,69.59,0
ITEM01868,CAT00717,One,71.15,0
ITEM01869,CAT00607,Series,27.96,1
ITEM01870,CAT00284,Address,78.79,1
ITEM01871,CAT00526,Bar,39.86,0
ITEM01872,CAT00088,Nation,96.33,0
ITEM01873,CAT00985,Political,71.01,1
ITEM01874,CAT00529,Reason,17.62,1
ITEM01875,CAT00050,Production,45.75,1
ITEM01876,CAT00139,Sound,82.81,0
ITEM01877,CAT00095,Here,18.1,0
ITEM01878,CAT00950,Long,18.15,1
ITEM01879,CAT00060,Major,55.15,1
ITEM01880,CAT00022,Pass,9.71,0
ITEM01881,CAT00386,Policy,87.09,1
ITEM01882,CAT00556,Table,19.2,1
ITEM01883,CAT00247,Part,35.19,0
ITEM01884,CAT00750,Step,93.17,1
ITEM01885,CAT00436,Garden,16.07,1
ITEM01886,CAT00616,Despite,34.7,1
ITEM01887,CAT00618,Page,21.56,1
ITEM01888,CAT00454,Leader,89.95,1
ITEM01889,CAT00667,Born,25.27,0
ITEM01890,CAT00294,No,78.84,0
ITEM01891,CAT00120,Couple,50.58,1
ITEM01892,CAT00141,American,52.86,0
ITEM01893,CAT00878,Management,10.08,0
ITEM01894,CAT00474,Quality,86.32,0
ITEM01895,CAT00996,How,60.6,1
ITEM01896,CAT00481,Store,84.92,0
ITEM01897,CAT00980,Officer,38.0,1
ITEM01898,CAT00483,Environmental,82.27,0
ITEM01899,CAT00259,Protect,89.13,0
ITEM01900,CAT00549,Different,63.23,0
ITEM01901,CAT00582,Natural,87.84,1
ITEM01902,CAT00983,First,27.5,1
ITEM01903,CAT00347,Power,80.77,1
ITEM01904,CAT00096,Clear,5.05,1
ITEM01905,CAT00749,Ten,68.62,1
ITEM01906,CAT00780,Reveal,61.01,0
ITEM01907,CAT00672,Future,71.45,1
ITEM01908,CAT00151,Color,36.95,0
ITEM01909,CAT00038,Happen,84.81,0
ITEM01910,CAT00749,Major,74.9,1
ITEM01911,CAT00962,Both,96.3,1
ITEM01912,CAT00130,Enjoy,47.05,0
ITEM01913,CAT00720,Wish,46.7,0
ITEM01914,CAT00342,Run,74.85,0
ITEM01915,CAT00174,Almost,35.02,0
ITEM01916,CAT00737,Language,74.08,1
ITEM01917,CAT00016,Church,91.46,0
ITEM01918,CAT00582,Interest,99.36,1
ITEM01919,CAT00688,Catch,81.6,0
ITEM01920,CAT00470,Look,38.81,1
ITEM01921,CAT00978,Crime,24.55,1
ITEM01922,CAT00102,On,66.93,0
ITEM01923,CAT00471,Minute,5.17,0
ITEM01924,CAT00641,Born,36.6,0
ITEM01925,CAT00341,Hard,96.0,0
ITEM01926,CAT00846,Ground,84.45,1
ITEM01927,CAT00920,Effect,22.74,0
ITEM01928,CAT00585,Ask,25.75,0
ITEM01929,CAT00932,Behind,39.17,1
ITEM01930,CAT00732,Indeed,77.33,1
ITEM01931,CAT00865,Member,80.23,0
ITEM01932,CAT00077,Fear,93.55,0
ITEM01933,CAT00269,Heavy,50.73,1
ITEM01934,CAT00779,Especially,35.92,1
ITEM01935,CAT00256,Happy,65.51,0
ITEM01936,CAT00761,Reason,11.12,0
ITEM01937,CAT00031,Unit,40.58,0
ITEM01938,CAT00738,Particularly,44.32,1
ITEM01939,CAT00614,Speak,78.29,1
ITEM01940,CAT00536,Surface,81.38,0
ITEM01941,CAT00944,Week,83.4,0
ITEM01942,CAT00693,Base,85.61,0
ITEM01943,CAT00749,Candidate,76.28,0
ITEM01944,CAT00680,Face,72.3,1
ITEM01945,CAT00155,International,49.51,0
ITEM01946,CAT00664,Keep,74.17,1
ITEM01947,CAT00209,Issue,93.2,0
ITEM01948,CAT00339,Up,81.17,0
ITEM01949,CAT00952,Free,67.42,0
ITEM01950,CAT00563,Sing,31.37,0
ITEM01951,CAT00618,Join,98.08,0
ITEM01952,CAT00535,Either,42.86,0
ITEM01953,CAT00264,Attorney,35.73,1
ITEM01954,CAT00755,Matter,27.04,0
ITEM01955,CAT00958,Bag,66.26,1
ITEM01956,CAT00458,Theory,14.56,1
ITEM01957,CAT00212,Factor,8.86,1
ITEM01958,CAT00522,Skill,35.0,0
ITEM01959,CAT00220,Character,99.97,0
ITEM01960,CAT00449,Each,55.86,0
ITEM01961,CAT00802,Chance,27.92,0
ITEM01962,CAT00339,World,28.61,1
ITEM01963,CAT00638,Throw,17.99,0
ITEM01964,CAT00996,Defense,30.19,0
ITEM01965,CAT00198,Citizen,90.03,1
ITEM01966,CAT00211,Ahead,92.47,1
ITEM01967,CAT00971,Democrat,48.49,1
ITEM01968,CAT00705,Through,66.6,1
ITEM01969,CAT00408,Nature,44.14,1
ITEM01970,CAT00820,Kind,23.09,0
ITEM01971,CAT00172,Forward,86.95,0
ITEM01972,CAT00786,Man,27.92,0
ITEM01973,CAT00136,Vote,60.81,1
ITEM01974,CAT00251,Choose,61.03,1
ITEM01975,CAT00619,All,69.33,1
ITEM01976,CAT00715,Heart,10.16,0
ITEM01977,CAT00481,Study,32.55,1
ITEM01978,CAT00046,Himself,87.8,0
ITEM01979,CAT00110,Specific,95.42,1
ITEM01980,CAT00376,Fine,60.56,0
ITEM01981,CAT00174,Present,50.52,1
ITEM01982,CAT00397,There,75.21,0
ITEM01983,CAT00773,Nearly,22.04,1
ITEM01984,CAT00746,Top,41.71,1
ITEM01985,CAT00682,Child,86.77,1
ITEM01986,CAT00546,Whose,25.6,0
ITEM01987,CAT00837,Nor,58.7,0
ITEM01988,CAT00801,Finally,68.92,0
ITEM01989,CAT00881,Rich,85.18,1
ITEM01990,CAT00436,Door,41.6,1
ITEM01991,CAT00142,Bring,79.19,1
ITEM01992,CAT00416,Film,6.58,0
ITEM01993,CAT00918,Discuss,59.68,1
ITEM01994,CAT00286,Wind,44.39,0
ITEM01995,CAT00302,Claim,87.14,1
ITEM01996,CAT00343,Bad,96.16,0
ITEM01997,CAT00647,Financial,66.56,0
ITEM01998,CAT00604,Plan,61.26,1
ITEM01999,CAT00336,Become,59.08,0
ITEM02000,CAT00996,Professional,53.34,1
ITEM02001,CAT00642,Apply,9.01,0
ITEM02002,CAT00211,Mind,24.46,1
ITEM02003,CAT00519,Clear,82.58,0
ITEM02004,CAT00861,Central,27.75,0
ITEM02005,CAT00641,Recent,38.72,1
ITEM02006,CAT00112,Media,27.67,0
ITEM02007,CAT00476,Mention,84.82,1
ITEM02008,CAT00538,Environment,70.75,1
ITEM02009,CAT00800,Move,42.91,0
ITEM02010,CAT00747,Along,68.2,0
ITEM02011,CAT00340,Member,58.94,0
ITEM02012,CAT00840,Put,88.48,1
ITEM02013,CAT00471,Behind,88.56,1
ITEM02014,CAT00523,Exactly,86.29,0
ITEM02015,CAT00687,Summer,30.96,1
ITEM02016,CAT00898,Pressure,97.1,0
ITEM02017,CAT00156,Avoid,89.23,0
ITEM02018,CAT00630,Participant,27.58,1
ITEM02019,CAT00188,Instead,28.65,0
ITEM02020,CAT00929,Best,56.48,1
ITEM02021,CAT00192,May,71.74,0
ITEM02022,CAT00753,Better,97.34,1
ITEM02023,CAT00682,Whom,62.11,1
ITEM02024,CAT00662,Various,52.61,0
ITEM02025,CAT00280,By,61.67,1
ITEM02026,CAT00766,Power,95.46,1
ITEM02027,CAT00065,Seem,5.08,0
ITEM02028,CAT00574,Reduce,98.38,0
ITEM02029,CAT00939,Final,30.6,0
ITEM02030,CAT00799,Another,23.36,0
ITEM02031,CAT00650,Floor,25.98,1
ITEM02032,CAT00819,Dark,46.62,0
ITEM02033,CAT00563,Wish,66.82,0
ITEM02034,CAT00805,International,19.32,0
ITEM02035,CAT00840,First,24.16,1
ITEM02036,CAT00526,Lot,38.41,1
ITEM02037,CAT00810,Organization,64.4,1
ITEM02038,CAT00930,Store,85.37,1
ITEM02039,CAT00700,Hand,76.48,0
ITEM02040,CAT00254,Common,38.77,1
ITEM02041,CAT00305,Like,33.7,1
ITEM02042,CAT00211,Social,5.26,0
ITEM02043,CAT00469,Right,16.68,1
ITEM02044,CAT00989,Yourself,79.02,0
ITEM02045,CAT00018,Site,54.66,1
ITEM02046,CAT00456,New,51.34,1
ITEM02047,CAT00074,Report,48.4,0
ITEM02048,CAT00776,Rather,23.98,1
ITEM02049,CAT00273,Response,24.09,0
ITEM02050,CAT00536,Play,78.02,1
ITEM02051,CAT00607,Trip,91.41,0
ITEM02052,CAT00809,Seat,21.38,1
ITEM02053,CAT00166,Method,89.81,1
ITEM02054,CAT00422,Less,63.35,0
ITEM02055,CAT00115,Focus,22.04,1
ITEM02056,CAT00458,Really,60.64,0
ITEM02057,CAT00749,Air,20.62,1
ITEM02058,CAT00518,Cover,69.75,0
ITEM02059,CAT00995,Age,12.12,0
ITEM02060,CAT00015,Fall,77.25,1
ITEM02061,CAT00446,Tv,26.93,1
ITEM02062,CAT00211,Agent,24.93,1
ITEM02063,CAT00340,Order,16.93,0
ITEM02064,CAT00261,Fill,83.43,1
ITEM02065,CAT00128,Eye,51.21,0
ITEM02066,CAT00705,Total,77.71,0
ITEM02067,CAT00494,Style,37.29,1
ITEM02068,CAT00350,Stage,63.68,0
ITEM02069,CAT00407,Center,48.65,1
ITEM02070,CAT00155,Month,25.83,1
ITEM02071,CAT00521,Break,9.02,1
ITEM02072,CAT00194,Bit,73.13,0
ITEM02073,CAT00295,Two,32.12,0
ITEM02074,CAT00872,Identify,20.47,0
ITEM02075,CAT00960,Human,7.22,0
ITEM02076,CAT00295,Final,40.12,1
ITEM02077,CAT00068,Author,32.01,0
ITEM02078,CAT00861,Model,25.79,0
ITEM02079,CAT00836,Democratic,8.9,0
ITEM02080,CAT00135,Read,65.57,0
ITEM02081,CAT00753,Turn,50.15,0
ITEM02082,CAT00910,American,87.24,0
ITEM02083,CAT00193,Kind,34.19,0
ITEM02084,CAT00879,Role,34.32,1
ITEM02085,CAT00224,Amount,80.18,0
ITEM02086,CAT00340,Line,45.69,1
ITEM02087,CAT00683,Situation,77.13,1
ITEM02088,CAT00001,Coach,55.23,1
ITEM02089,CAT00656,Year,78.31,1
ITEM02090,CAT00057,Shake,11.39,0
ITEM02091,CAT00140,Country,91.27,0
ITEM02092,CAT00456,Care,99.82,0
ITEM02093,CAT00160,Spend,32.08,0
ITEM02094,CAT00678,Manage,15.36,1
ITEM02095,CAT00075,Picture,63.62,0
ITEM02096,CAT00400,Late,34.47,0
ITEM02097,CAT00184,Protect,71.34,0
ITEM02098,CAT00045,Both,57.76,1
ITEM02099,CAT00756,Anyone,30.65,0
ITEM02100,CAT00910,Prepare,93.2,1
ITEM02101,CAT00997,Cell,31.28,0
ITEM02102,CAT00172,Scene,40.13,0
ITEM02103,CAT00169,Science,18.22,0
ITEM02104,CAT00917,Room,21.84,0
ITEM02105,CAT00428,Series,16.67,1
ITEM02106,CAT00321,Not,67.37,0
ITEM02107,CAT00888,Film,19.1,0
ITEM02108,CAT00950,Like,71.35,0
ITEM02109,CAT00541,Environmental,42.92,1
ITEM02110,CAT00240,Base,44.73,0
ITEM02111,CAT00910,Now,12.97,1
ITEM02112,CAT00680,Arm,47.13,1
ITEM02113,CAT00593,Few,78.98,0
ITEM02114,CAT00999,Set,48.26,0
ITEM02115,CAT00661,Already,87.89,0
ITEM02116,CAT00530,Tough,78.23,1
ITEM02117,CAT00280,Resource,97.85,1
ITEM02118,CAT00667,West,88.11,1
ITEM02119,CAT00524,Town,39.6,1
ITEM02120,CAT00414,College,28.42,1
ITEM02121,CAT00230,Two,41.89,0
ITEM02122,CAT00682,Mind,97.2,0
ITEM02123,CAT00206,Reveal,15.02,0
ITEM02124,CAT00857,Save,29.87,0
ITEM02125,CAT00912,Wait,82.58,1
ITEM02126,CAT00856,Onto,57.79,1
ITEM02127,CAT00213,By,67.18,0
ITEM02128,CAT00389,Executive,43.89,1
ITEM02129,CAT00941,Establish,43.19,1
ITEM02130,CAT00309,Career,97.68,1
ITEM02131,CAT00149,Break,71.59,1
ITEM02132,CAT00042,Lose,73.64,0
ITEM02133,CAT00860,Education,50.01,0
ITEM02134,CAT00748,Drive,44.99,1
ITEM02135,CAT00949,She,73.07,1
ITEM02136,CAT00204,View,49.15,0
ITEM02137,CAT00474,Still,70.02,1
ITEM02138,CAT00523,Early,54.99,1
ITEM02139,CAT00351,White,78.44,0
ITEM02140,CAT00227,Doctor,73.5,0
ITEM02141,CAT00448,Else,90.53,1
ITEM02142,CAT00960,Morning,18.58,1
ITEM02143,CAT00344,Sea,92.92,0
ITEM02144,CAT00437,Down,54.13,0
ITEM02145,CAT00213,Prevent,29.34,1
ITEM02146,CAT00476,Family,30.2,1
ITEM02147,CAT00055,Visit,41.22,1
ITEM02148,CAT00503,Eat,73.13,0
ITEM02149,CAT00065,As,67.32,0
ITEM02150,CAT00992,Through,41.67,1
ITEM02151,CAT00673,White,89.83,1
ITEM02152,CAT00022,Paper,39.55,1
ITEM02153,CAT00314,Bar,17.75,0
ITEM02154,CAT00086,Off,51.6,0
ITEM02155,CAT00568,List,19.03,0
ITEM02156,CAT00899,Everyone,12.8,1
ITEM02157,CAT00827,Try,53.27,0
ITEM02158,CAT00917,Once,29.89,1
ITEM02159,CAT00747,New,23.08,1
ITEM02160,CAT00533,Evidence,47.52,1
ITEM02161,CAT00733,Difficult,79.96,1
ITEM02162,CAT00621,Who,98.94,0
ITEM02163,CAT00248,Soldier,39.65,1
ITEM02164,CAT00836,Seem,28.01,1
ITEM02165,CAT00904,Street,98.38,0
ITEM02166,CAT00411,Six,14.7,1
ITEM02167,CAT00971,International,71.71,0
ITEM02168,CAT00645,Would,93.6,0
ITEM02169,CAT00143,Democrat,19.57,1
ITEM02170,CAT00072,Goal,21.46,0
ITEM02171,CAT00326,Paper,24.61,1
ITEM02172,CAT00664,Suffer,20.41,0
ITEM02173,CAT00497,Accept,14.4,0
ITEM02174,CAT00085,In,53.44,1
ITEM02175,CAT00047,House,96.75,0
ITEM02176,CAT00803,Listen,34.94,0
ITEM02177,CAT00787,May,6.53,0
ITEM02178,CAT00337,Sense,43.21,0
ITEM02179,CAT00156,Citizen,73.07,1
ITEM02180,CAT00974,House,23.19,1
ITEM02181,CAT00325,Deal,13.28,0
ITEM02182,CAT00766,Home,40.98,1
ITEM02183,CAT00336,Career,43.08,1
ITEM02184,CAT00189,Behavior,80.91,1
ITEM02185,CAT00052,Night,21.52,1
ITEM02186,CAT00712,Fund,23.95,1
ITEM02187,CAT00684,Republican,79.17,0
ITEM02188,CAT00573,Front,75.44,1
ITEM02189,CAT00171,Defense,13.95,0
ITEM02190,CAT00376,Start,51.2,0
ITEM02191,CAT00999,Especially,98.26,1
ITEM02192,CAT00505,Boy,46.38,1
ITEM02193,CAT00017,Hair,96.57,1
ITEM02194,CAT00568,Resource,11.49,0
ITEM02195,CAT00281,Work,27.83,1
ITEM02196,CAT00600,Technology,56.21,0
ITEM02197,CAT00883,Purpose,88.85,1
ITEM02198,CAT00505,White,39.56,1
ITEM02199,CAT00771,Your,22.26,1
ITEM02200,CAT00438,Occur,71.97,0
ITEM02201,CAT00474,Range,53.27,0
ITEM02202,CAT00600,Either,93.52,1
ITEM02203,CAT00459,Degree,5.38,1
ITEM02204,CAT00558,Tax,15.0,1
ITEM02205,CAT00328,Item,81.44,1
ITEM02206,CAT00287,Campaign,18.12,1
ITEM02207,CAT00350,Value,27.28,1
ITEM02208,CAT00745,Most,67.32,0
ITEM02209,CAT00535,Range,26.33,0
ITEM02210,CAT00303,Well,36.44,0
ITEM02211,CAT00147,Join,55.58,0
ITEM02212,CAT00033,Operation,43.84,0
ITEM02213,CAT00015,Own,23.41,0
ITEM02214,CAT00466,Young,63.94,0
ITEM02215,CAT00232,International,49.27,0
ITEM02216,CAT00715,Treatment,61.18,0
ITEM02217,CAT00383,General,16.22,1
ITEM02218,CAT00961,Reveal,23.06,1
ITEM02219,CAT00132,Bring,19.79,0
ITEM02220,CAT00202,Apply,53.9,0
ITEM02221,CAT00792,After,82.16,1
ITEM02222,CAT00958,Sit,7.05,1
ITEM02223,CAT00975,Impact,46.35,1
ITEM02224,CAT00182,Pay,90.52,0
ITEM02225,CAT00100,Computer,57.49,1
ITEM02226,CAT00170,Hotel,53.36,1
ITEM02227,CAT00402,Personal,95.15,0
ITEM02228,CAT00891,Speech,8.8,1
ITEM02229,CAT00022,Ago,45.88,0
ITEM02230,CAT00449,Partner,10.65,1
ITEM02231,CAT00072,That,26.28,1
ITEM02232,CAT00482,Available,57.73,0
ITEM02233,CAT00826,Almost,84.24,0
ITEM02234,CAT00443,Home,42.69,1
ITEM02235,CAT00847,Current,18.84,0
ITEM02236,CAT00604,Still,22.0,0
ITEM02237,CAT00942,One,29.92,0
ITEM02238,CAT00843,Long,12.53,0
ITEM02239,CAT00193,Son,11.13,0
ITEM02240,CAT00886,Election,64.66,0
ITEM02241,CAT00078,Certain,36.76,1
ITEM02242,CAT00675,Why,48.44,0
ITEM02243,CAT00793,Energy,77.14,0
ITEM02244,CAT00694,Rise,5.08,0
ITEM02245,CAT00963,Use,96.17,1
ITEM02246,CAT00814,Spring,93.37,0
ITEM02247,CAT00302,Hold,32.71,0
ITEM02248,CAT00241,All,12.46,0
ITEM02249,CAT00509,Better,12.55,0
ITEM02250,CAT00765,Little,8.47,0
ITEM02251,CAT00502,Offer,86.39,1
ITEM02252,CAT00219,Offer,65.14,1
ITEM02253,CAT00880,Reveal,13.52,1
ITEM02254,CAT00122,Population,19.52,0
ITEM02255,CAT00797,Employee,6.54,0
ITEM02256,CAT00381,Might,14.72,0
ITEM02257,CAT00486,Wonder,54.31,0
ITEM02258,CAT00436,Billion,33.32,0
ITEM02259,CAT00398,Often,63.29,0
ITEM02260,CAT00718,Assume,85.51,0
ITEM02261,CAT00762,Eye,37.13,1
ITEM02262,CAT00699,Few,83.22,1
ITEM02263,CAT00090,Together,11.77,0
ITEM02264,CAT00953,Hot,48.31,0
ITEM02265,CAT00279,Available,65.01,0
ITEM02266,CAT00216,None,94.37,0
ITEM02267,CAT00453,Could,58.04,1
ITEM02268,CAT00787,Police,89.56,1
ITEM02269,CAT00271,Lawyer,45.55,1
ITEM02270,CAT00446,Type,49.44,0
ITEM02271,CAT00002,Occur,56.96,1
ITEM02272,CAT00134,Seek,43.39,1
ITEM02273,CAT00107,Loss,6.96,0
ITEM02274,CAT00197,Network,53.02,1
ITEM02275,CAT00748,Condition,88.38,0
ITEM02276,CAT00538,Improve,97.19,0
ITEM02277,CAT00359,Avoid,87.24,0
ITEM02278,CAT00885,Dark,43.15,1
ITEM02279,CAT00462,Debate,10.11,0
ITEM02280,CAT00254,Candidate,16.04,0
ITEM02281,CAT00338,Very,46.58,0
ITEM02282,CAT00361,Heavy,56.61,1
ITEM02283,CAT00891,Piece,98.31,1
ITEM02284,CAT00472,Think,8.61,1
ITEM02285,CAT00232,Official,22.79,0
ITEM02286,CAT00325,Somebody,54.4,1
ITEM02287,CAT00460,Case,78.16,0
ITEM02288,CAT00811,Maintain,90.83,0
ITEM02289,CAT00605,Bag,75.52,1
ITEM02290,CAT00250,Direction,99.57,1
ITEM02291,CAT00936,Worker,58.32,0
ITEM02292,CAT00160,Wind,6.8,1
ITEM02293,CAT00131,Herself,94.32,1
ITEM02294,CAT00061,Energy,31.69,0
ITEM02295,CAT00002,Key,9.79,1
ITEM02296,CAT00428,Easy,71.54,0
ITEM02297,CAT00188,Thank,25.71,1
ITEM02298,CAT00557,Scientist,24.44,0
ITEM02299,CAT00802,Morning,72.16,1
ITEM02300,CAT00475,Force,72.88,1
ITEM02301,CAT00377,Pay,80.31,0
ITEM02302,CAT00475,Because,72.72,0
ITEM02303,CAT00411,Yeah,94.14,1
ITEM02304,CAT00285,Score,22.29,1
ITEM02305,CAT00767,Final,17.42,0
ITEM02306,CAT00693,Cause,21.91,1
ITEM02307,CAT00819,Remember,59.38,1
ITEM02308,CAT00291,Central,91.26,1
ITEM02309,CAT00465,Present,30.32,1
ITEM02310,CAT00560,Question,31.73,1
ITEM02311,CAT00483,Because,14.73,1
ITEM02312,CAT00308,Forget,78.41,1
ITEM02313,CAT00733,Blue,67.26,0
ITEM02314,CAT00069,Necessary,15.61,0
ITEM02315,CAT00877,Blue,71.18,1
ITEM02316,CAT00930,Sit,9.59,0
ITEM02317,CAT00677,Tell,39.37,1
ITEM02318,CAT00319,Friend,92.93,1
ITEM02319,CAT00612,Allow,43.13,0
ITEM02320,CAT00027,World,78.95,1
ITEM02321,CAT00780,Long,17.88,1
ITEM02322,CAT00901,Window,26.72,0
ITEM02323,CAT00349,Expect,42.25,0
ITEM02324,CAT00670,Season,62.94,1
ITEM02325,CAT00356,Avoid,86.03,0
ITEM02326,CAT00570,Light,23.6,0
ITEM02327,CAT00871,Growth,91.37,0
ITEM02328,CAT00878,Yourself,86.46,0
ITEM02329,CAT00691,Left,93.93,1
ITEM02330,CAT00920,Edge,16.95,0
ITEM02331,CAT00121,Much,64.86,0
ITEM02332,CAT00858,Design,61.79,0
ITEM02333,CAT00140,Budget,26.3,1
ITEM02334,CAT00320,Trip,40.41,1
ITEM02335,CAT00699,We,86.39,0
ITEM02336,CAT00058,Loss,27.52,1
ITEM02337,CAT00184,Paper,29.65,0
ITEM02338,CAT00101,Property,37.47,0
ITEM02339,CAT00214,Night,43.02,1
ITEM02340,CAT00968,Stay,13.19,0
ITEM02341,CAT00916,Offer,90.78,1
ITEM02342,CAT00407,Weight,32.23,0
ITEM02343,CAT00311,Chance,83.77,1
ITEM02344,CAT00063,Fine,94.89,0
ITEM02345,CAT00066,Traditional,23.89,1
ITEM02346,CAT00292,Personal,86.02,1
ITEM02347,CAT00667,Support,46.76,1
ITEM02348,CAT00021,Form,6.31,0
ITEM02349,CAT00690,American,46.46,1
ITEM02350,CAT00630,Key,65.23,0
ITEM02351,CAT00047,Price,84.69,0
ITEM02352,CAT00644,Language,51.78,0
ITEM02353,CAT00073,Sing,63.11,0
ITEM02354,CAT00896,No,29.44,0
ITEM02355,CAT00819,Often,64.87,0
ITEM02356,CAT00360,Hair,67.36,1
ITEM02357,CAT00434,Ball,25.01,1
ITEM02358,CAT00275,Let,68.59,1
ITEM02359,CAT00307,Walk,86.51,1
ITEM02360,CAT00555,Economy,92.99,1
ITEM02361,CAT00648,Year,77.83,0
ITEM02362,CAT00446,Half,32.24,0
ITEM02363,CAT00020,Long,16.52,0
ITEM02364,CAT00723,Explain,7.7,0
ITEM02365,CAT00258,Market,62.3,1
ITEM02366,CAT00264,Against,24.97,1
ITEM02367,CAT00023,Heart,48.73,0
ITEM02368,CAT00849,Although,66.03,1
ITEM02369,CAT00510,They,39.44,1
ITEM02370,CAT00643,Forget,93.06,1
ITEM02371,CAT00504,Season,20.49,0
ITEM02372,CAT00020,Society,89.97,1
ITEM02373,CAT00052,Whose,47.58,0
ITEM02374,CAT00144,Include,82.13,0
ITEM02375,CAT00004,Summer,92.35,1
ITEM02376,CAT00090,Sing,83.99,0
ITEM02377,CAT00479,Position,41.92,1
ITEM02378,CAT00189,Team,78.2,1
ITEM02379,CAT00065,Financial,29.03,1
ITEM02380,CAT00628,Discover,19.88,1
ITEM02381,CAT00015,Real,85.93,0
ITEM02382,CAT00099,Find,37.35,1
ITEM02383,CAT00561,Prove,93.27,0
ITEM02384,CAT00468,Member,84.43,1
ITEM02385,CAT00953,Reflect,99.46,0
ITEM02386,CAT00806,Full,34.34,1
ITEM02387,CAT00452,Trouble,68.42,1
ITEM02388,CAT00226,Medical,92.98,0
ITEM02389,CAT00403,Kid,59.88,0
ITEM02390,CAT00199,Suddenly,72.79,1
ITEM02391,CAT00359,Or,59.79,0
ITEM02392,CAT00455,Itself,91.06,0
ITEM02393,CAT00877,Guy,42.52,0
ITEM02394,CAT00095,Suddenly,7.78,1
ITEM02395,CAT00236,Great,97.99,1
ITEM02396,CAT00535,Defense,51.29,1
ITEM02397,CAT00216,Choose,55.97,1
ITEM02398,CAT00738,Garden,89.54,1
ITEM02399,CAT00714,Total,10.55,0
ITEM02400,CAT00771,Stop,91.83,0
ITEM02401,CAT00181,Democratic,41.85,1
ITEM02402,CAT00579,Practice,85.9,0
ITEM02403,CAT00835,Most,6.01,1
ITEM02404,CAT00502,Art,33.55,0
ITEM02405,CAT00310,Its,75.39,0
ITEM02406,CAT00610,Be,53.83,1
ITEM02407,CAT00755,Whether,36.19,1
ITEM02408,CAT00720,Hour,23.23,0
ITEM02409,CAT00585,While,70.03,1
ITEM02410,CAT00953,Huge,11.45,0
ITEM02411,CAT00579,Allow,57.68,0
ITEM02412,CAT00644,Democratic,83.64,0
ITEM02413,CAT00266,Smile,57.28,0
ITEM02414,CAT00755,System,13.39,1
ITEM02415,CAT00849,Country,43.91,0
ITEM02416,CAT00581,Pm,27.6,1
ITEM02417,CAT00153,Be,92.62,1
ITEM02418,CAT00161,Else,44.55,0
ITEM02419,CAT00062,Professor,30.1,0
ITEM02420,CAT00078,Southern,96.67,1
ITEM02421,CAT00137,Sit,29.79,0
ITEM02422,CAT00121,Him,29.06,0
ITEM02423,CAT00106,Off,90.01,1
ITEM02424,CAT00262,Note,87.83,0
ITEM02425,CAT00717,Production,35.98,1
ITEM02426,CAT00636,Cost,92.9,0
ITEM02427,CAT00961,Realize,96.4,0
ITEM02428,CAT00663,Include,61.71,1
ITEM02429,CAT00442,Black,86.6,0
ITEM02430,CAT00328,Money,38.53,0
ITEM02431,CAT00698,Project,62.56,1
ITEM02432,CAT00282,Modern,14.41,0
ITEM02433,CAT00916,Side,42.99,1
ITEM02434,CAT00712,Line,51.17,0
ITEM02435,CAT00997,Degree,37.6,0
ITEM02436,CAT00122,Business,18.35,0
ITEM02437,CAT00325,Base,63.72,0
ITEM02438,CAT00459,Matter,31.53,0
