OrderID,ItemID,Quantity
ORD00293,ITEM08101,4
ORD07839,ITEM07544,10
ORD06505,ITEM05654,8
ORD08354,ITEM09999,7
ORD09660,ITEM05607,8
ORD06537,ITEM09933,4
ORD02348,ITEM09371,8
ORD00847,ITEM08645,1
ORD04461,ITEM01465,10
ORD03374,ITEM08488,6
ORD07310,ITEM03496,8
ORD08368,ITEM06366,3
ORD04748,ITEM08190,1
ORD03655,ITEM00649,4
ORD00113,ITEM02013,6
ORD05912,ITEM04060,2
ORD04166,ITEM00078,10
ORD02215,ITEM04870,9
ORD02068,ITEM03110,3
ORD03511,ITEM09300,2
ORD07927,ITEM09429,7
ORD01078,ITEM09506,5
ORD01649,ITEM03779,4
ORD03996,ITEM04071,1
ORD05762,ITEM00405,1
ORD03375,ITEM05607,2
ORD05927,ITEM09552,5
ORD07664,ITEM08515,1
ORD07584,ITEM08100,2
ORD05154,ITEM02836,6
ORD00369,ITEM07771,4
ORD07625,ITEM09783,10
ORD05471,ITEM03196,10
ORD05364,ITEM08493,4
ORD02806,ITEM07109,9
ORD09235,ITEM05260,5
ORD07904,ITEM04256,2
ORD09307,ITEM02352,4
ORD05879,ITEM07581,4
ORD04744,ITEM01529,6
ORD04298,ITEM01264,3
ORD05811,ITEM03066,7
ORD07582,ITEM00320,4
ORD06468,ITEM03502,5
ORD06324,ITEM06868,1
ORD08641,ITEM00722,2
ORD02059,ITEM04044,3
ORD00167,ITEM09791,7
ORD05246,ITEM06167,10
ORD03392,ITEM02938,3
ORD05280,ITEM06827,5
ORD08249,ITEM00281,6
ORD03005,ITEM01879,2
ORD03551,ITEM02371,9
ORD07043,ITEM08960,6
ORD00963,ITEM04632,7
ORD05251,ITEM09762,1
ORD07327,ITEM01855,1
ORD06310,ITEM04827,4
ORD04402,ITEM02100,2
ORD06391,ITEM03946,7
ORD08133,ITEM00353,10
ORD03731,ITEM02128,1
ORD04061,ITEM03933,1
ORD05873,ITEM04937,2
ORD01349,ITEM09967,10
ORD04995,ITEM07834,4
ORD04374,ITEM02568,10
ORD01752,ITEM09011,9
ORD01994,ITEM03023,3
ORD09233,ITEM04293,4
ORD09807,ITEM03900,6
ORD08635,ITEM08768,5
ORD06447,ITEM03775,1
ORD07617,ITEM03525,7
ORD01369,ITEM04336,9
ORD06183,ITEM05078,3
ORD00699,ITEM04087,8
ORD05249,ITEM01109,9
ORD09676,ITEM06391,3
ORD04641,ITEM06456,1
ORD09677,ITEM04249,2
ORD02475,ITEM08370,10
ORD04728,ITEM05305,1
ORD06366,ITEM01420,4
ORD02865,ITEM03914,10
ORD01327,ITEM06534,7
ORD09044,ITEM09471,9
ORD04120,ITEM07388,8
ORD02144,ITEM03535,4
ORD01867,ITEM01275,10
ORD09858,ITEM03524,8
ORD07781,ITEM09058,1
ORD08375,ITEM08276,6
ORD06245,ITEM09109,2
ORD06755,ITEM02064,7
ORD04884,ITEM04088,10
ORD09208,ITEM01546,9
ORD05583,ITEM03002,2
ORD03314,ITEM07855,3
ORD07157,ITEM03039,7
ORD00499,ITEM00729,5
ORD04730,ITEM07418,7
ORD08699,ITEM03047,8
ORD06276,ITEM00965,8
ORD05485,ITEM07534,2
ORD02383,ITEM06517,3
ORD07437,ITEM03934,6
ORD04847,ITEM04929,5
ORD01066,ITEM01394,5
ORD05579,ITEM03870,2
ORD00725,ITEM06109,1
ORD07436,ITEM01781,10
ORD02828,ITEM01849,1
ORD05285,ITEM09075,9
ORD06309,ITEM08875,1
ORD06259,ITEM00177,2
ORD03609,ITEM04259,9
ORD05562,ITEM06433,8
ORD05214,ITEM05036,4
ORD07142,ITEM04909,1
ORD06050,ITEM00442,5
ORD04179,ITEM05193,1
ORD09306,ITEM09056,4
ORD07344,ITEM08388,7
ORD06760,ITEM05626,10
ORD04772,ITEM07471,9
ORD07173,ITEM09803,6
ORD03774,ITEM01286,2
ORD04436,ITEM07034,4
ORD02937,ITEM06003,8
ORD05528,ITEM05640,10
ORD06947,ITEM09869,9
ORD08614,ITEM01743,9
ORD08323,ITEM09364,1
ORD02604,ITEM04470,1
ORD09446,ITEM09275,4
ORD00136,ITEM02354,3
ORD09646,ITEM09915,5
ORD05490,ITEM09638,9
ORD00465,ITEM04392,5
ORD06079,ITEM06081,6
ORD06528,ITEM04566,1
ORD01209,ITEM06610,9
ORD07652,ITEM03469,7
ORD05095,ITEM08622,4
ORD00136,ITEM05979,3
ORD07070,ITEM05885,4
ORD05705,ITEM02833,5
ORD06401,ITEM04345,2
ORD01393,ITEM07804,5
ORD01699,ITEM05369,10
ORD06735,ITEM07729,2
ORD03640,ITEM05293,2
ORD04852,ITEM09866,1
ORD00338,ITEM01425,7
ORD06259,ITEM01960,8
ORD07108,ITEM09126,5
ORD05596,ITEM05386,2
ORD05622,ITEM02443,10
ORD01515,ITEM02587,10
ORD02525,ITEM03786,1
ORD07776,ITEM09929,2
ORD09988,ITEM01045,3
ORD04256,ITEM09421,2
ORD07223,ITEM04732,6
ORD08142,ITEM09745,3
ORD02449,ITEM08802,5
ORD06564,ITEM05300,5
ORD02544,ITEM01141,5
ORD04354,ITEM02543,9
ORD07550,ITEM08200,8
ORD02304,ITEM05856,3
ORD03051,ITEM01581,5
ORD05922,ITEM01272,1
ORD07502,ITEM01804,8
ORD02939,ITEM09335,7
ORD05350,ITEM04781,2
ORD01298,ITEM06896,3
ORD02465,ITEM04798,7
ORD02799,ITEM04077,5
ORD05789,ITEM02392,4
ORD09574,ITEM09499,2
ORD02081,ITEM03620,2
ORD02946,ITEM04446,7
ORD09819,ITEM09470,1
ORD04528,ITEM08756,10
ORD08398,ITEM05064,10
ORD07399,ITEM03274,1
ORD09685,ITEM03209,9
ORD00857,ITEM03904,2
ORD06837,ITEM01797,8
ORD04078,ITEM03462,1
ORD02369,ITEM07508,5
ORD00658,ITEM03404,8
ORD03144,ITEM01076,1
ORD06583,ITEM01595,1
ORD06271,ITEM00929,10
ORD00216,ITEM02034,3
ORD06822,ITEM01791,8
ORD02358,ITEM08369,5
ORD04392,ITEM04151,2
ORD05138,ITEM02659,7
ORD06467,ITEM01032,1
ORD05251,ITEM03324,9
ORD02030,ITEM09180,3
ORD03263,ITEM06466,1
ORD06226,ITEM06825,2
ORD02012,ITEM05547,8
ORD03180,ITEM08533,2
ORD09650,ITEM00042,10
ORD08006,ITEM03027,8
ORD09557,ITEM02329,8
ORD02616,ITEM00384,4
ORD05609,ITEM08141,4
ORD06858,ITEM00528,1
ORD08390,ITEM03832,8
ORD01286,ITEM07560,4
ORD08533,ITEM02538,4
ORD00412,ITEM08524,3
ORD09636,ITEM02795,4
ORD03157,ITEM07542,9
ORD08779,ITEM09734,6
ORD07385,ITEM01599,6
ORD06775,ITEM06362,8
ORD01109,ITEM09269,4
ORD05497,ITEM06800,1
ORD01205,ITEM08971,2
ORD04833,ITEM00845,7
ORD04176,ITEM06310,1
ORD03228,ITEM08835,10
ORD09542,ITEM07801,8
ORD09284,ITEM03514,9
ORD07690,ITEM09232,8
ORD07654,ITEM06704,5
ORD08270,ITEM00897,1
ORD05352,ITEM03820,10
ORD05684,ITEM07794,4
ORD02529,ITEM03365,9
ORD06480,ITEM05690,8
ORD01581,ITEM05824,9
ORD05873,ITEM08197,3
ORD02315,ITEM07978,2
ORD08045,ITEM08751,9
ORD09866,ITEM01269,5
ORD07906,ITEM00079,10
ORD09391,ITEM06533,8
ORD09742,ITEM09472,5
ORD01170,ITEM00650,1
ORD01615,ITEM00250,8
ORD07713,ITEM03887,9
ORD09295,ITEM06925,4
ORD06666,ITEM04851,3
ORD09238,ITEM07223,8
ORD06192,ITEM00274,8
ORD01262,ITEM02368,10
ORD02633,ITEM07621,7
ORD08744,ITEM06724,9
ORD00084,ITEM00964,6
ORD01856,ITEM01151,3
ORD09991,ITEM02348,1
ORD05173,ITEM04768,4
ORD02991,ITEM09213,5
ORD04706,ITEM09017,2
ORD06909,ITEM09849,6
ORD00371,ITEM01114,8
ORD01013,ITEM06920,1
ORD05149,ITEM01218,8
ORD06627,ITEM04743,8
ORD09892,ITEM05417,7
ORD03113,ITEM00717,5
ORD00533,ITEM03596,2
ORD03396,ITEM04450,3
ORD06711,ITEM09327,8
ORD04226,ITEM09109,5
ORD04964,ITEM09458,6
ORD03784,ITEM04590,6
ORD07153,ITEM08889,5
ORD04161,ITEM05532,8
ORD01547,ITEM04840,3
ORD03704,ITEM06475,2
ORD08325,ITEM01856,2
ORD04223,ITEM05164,6
ORD05786,ITEM01626,2
ORD04535,ITEM03782,9
ORD02648,ITEM00351,2
ORD08997,ITEM01918,7
ORD09533,ITEM05592,8
ORD08602,ITEM05433,1
ORD08846,ITEM02880,9
ORD05916,ITEM01783,8
ORD07886,ITEM09541,6
ORD06731,ITEM02331,6
ORD07520,ITEM09494,8
ORD01833,ITEM06907,10
ORD09484,ITEM03261,9
ORD06123,ITEM03309,1
ORD01850,ITEM02408,4
ORD01219,ITEM07484,10
ORD07996,ITEM09723,5
ORD09395,ITEM08587,2
ORD00635,ITEM03401,2
ORD07733,ITEM05507,5
ORD09827,ITEM02897,7
ORD04285,ITEM00499,1
ORD08433,ITEM03604,1
ORD01315,ITEM03688,5
ORD07591,ITEM03320,2
ORD05711,ITEM06573,1
ORD02505,ITEM04564,8
ORD04454,ITEM07060,1
ORD01180,ITEM05213,5
ORD06491,ITEM02248,8
ORD02987,ITEM00401,5
ORD05952,ITEM03327,2
ORD02131,ITEM08313,4
ORD06374,ITEM03984,10
ORD01104,ITEM02434,6
ORD09738,ITEM05159,5
ORD08526,ITEM00219,2
ORD09025,ITEM02130,1
ORD00710,ITEM08590,10
ORD01843,ITEM03352,6
ORD03363,ITEM09809,5
ORD06808,ITEM05249,10
ORD08772,ITEM08045,3
ORD03992,ITEM04815,6
ORD00042,ITEM02233,8
ORD00127,ITEM02113,1
ORD09724,ITEM08482,4
ORD09574,ITEM05852,1
ORD04726,ITEM02425,6
ORD06479,ITEM06326,8
ORD00361,ITEM04213,4
ORD02536,ITEM08768,8
ORD06107,ITEM02415,6
ORD01952,ITEM00778,1
ORD00887,ITEM02211,7
ORD02209,ITEM09962,1
ORD07358,ITEM02995,2
ORD04490,ITEM04435,6
ORD05328,ITEM09989,5
ORD04951,ITEM07996,8
ORD05949,ITEM08529,7
ORD07515,ITEM03436,8
ORD04934,ITEM05095,8
ORD07660,ITEM08031,10
ORD08217,ITEM08051,9
ORD05721,ITEM01323,6
ORD00994,ITEM04546,4
ORD01426,ITEM06740,9
ORD02964,ITEM01337,5
ORD01253,ITEM08817,2
ORD05396,ITEM04839,8
ORD03159,ITEM02432,4
ORD02100,ITEM08220,3
ORD00635,ITEM05296,9
ORD03275,ITEM07554,9
ORD05423,ITEM04879,5
ORD09979,ITEM01523,10
ORD09821,ITEM00462,10
ORD01735,ITEM09546,9
ORD05901,ITEM07080,7
ORD04024,ITEM01833,6
ORD05217,ITEM03588,9
ORD03380,ITEM00307,7
ORD00315,ITEM09134,5
ORD03619,ITEM02731,2
ORD00822,ITEM04199,5
ORD06368,ITEM07626,3
ORD09385,ITEM00814,8
ORD05231,ITEM06451,9
ORD09923,ITEM06693,10
ORD05210,ITEM07936,7
ORD03682,ITEM04366,10
ORD04226,ITEM01063,9
ORD05623,ITEM08685,3
ORD07715,ITEM08752,1
ORD03510,ITEM05242,9
ORD08742,ITEM01745,6
ORD08906,ITEM07067,5
ORD05546,ITEM04048,4
ORD02717,ITEM03525,5
ORD09766,ITEM00009,1
ORD09726,ITEM00376,9
ORD03177,ITEM09133,8
ORD04943,ITEM01965,7
ORD08185,ITEM01682,4
ORD02486,ITEM07665,3
ORD09823,ITEM01860,8
ORD07782,ITEM06724,2
ORD08565,ITEM01710,7
ORD05398,ITEM09215,6
ORD08937,ITEM02436,5
ORD01780,ITEM02502,4
ORD03791,ITEM08273,7
ORD08273,ITEM09270,8
ORD09509,ITEM09594,4
ORD03649,ITEM03239,8
ORD06768,ITEM00898,2
ORD00731,ITEM07511,2
ORD01821,ITEM05882,9
ORD09686,ITEM01151,8
ORD04222,ITEM07980,3
ORD09673,ITEM01902,4
ORD03402,ITEM01669,7
ORD07563,ITEM03666,2
ORD07812,ITEM01064,9
ORD07778,ITEM03913,8
ORD04141,ITEM04343,5
ORD06182,ITEM01380,8
ORD04427,ITEM05553,5
ORD03990,ITEM00730,8
ORD00322,ITEM05295,2
ORD06277,ITEM04009,6
ORD04237,ITEM03832,6
ORD05376,ITEM05727,2
ORD01705,ITEM05347,1
ORD07767,ITEM02141,7
ORD07238,ITEM08174,9
ORD05015,ITEM06383,2
ORD03891,ITEM08532,5
ORD00794,ITEM08196,7
ORD09489,ITEM00213,2
ORD07374,ITEM00501,2
ORD05652,ITEM01863,8
ORD01447,ITEM00897,9
ORD02805,ITEM02661,4
ORD00334,ITEM07816,7
ORD04243,ITEM09100,7
ORD05091,ITEM05380,3
ORD07415,ITEM00171,3
ORD07055,ITEM00831,4
ORD04447,ITEM07314,3
ORD07336,ITEM03310,6
ORD07629,ITEM04140,6
ORD04983,ITEM03565,6
ORD02246,ITEM06431,2
ORD08768,ITEM08885,2
ORD07637,ITEM01849,8
ORD02137,ITEM06320,7
ORD07466,ITEM01728,4
ORD09519,ITEM04073,1
ORD07654,ITEM07908,9
ORD08579,ITEM00841,8
ORD09517,ITEM08262,10
ORD00929,ITEM05455,4
ORD05887,ITEM06537,1
ORD07421,ITEM06777,9
ORD07915,ITEM07582,2
ORD05136,ITEM02676,9
ORD01094,ITEM08183,9
ORD06358,ITEM03602,8
ORD06534,ITEM07998,2
ORD05809,ITEM05772,1
ORD08860,ITEM00441,9
ORD03944,ITEM05233,10
ORD00899,ITEM07539,9
ORD01313,ITEM08354,9
ORD01789,ITEM04304,10
ORD04454,ITEM06088,7
ORD04453,ITEM03535,9
ORD07053,ITEM01955,6
ORD02539,ITEM06607,8
ORD02473,ITEM06338,1
ORD01654,ITEM08693,10
ORD04272,ITEM03683,7
ORD01557,ITEM01475,7
ORD09410,ITEM04744,2
ORD06061,ITEM09203,8
ORD08305,ITEM07955,10
ORD00091,ITEM03479,9
ORD06368,ITEM00867,2
ORD04543,ITEM03430,2
ORD04369,ITEM06188,5
ORD04237,ITEM01144,7
ORD02119,ITEM01023,3
ORD04955,ITEM02314,1
ORD09742,ITEM02649,3
ORD02410,ITEM06237,4
ORD09139,ITEM00759,7
ORD01151,ITEM00140,6
ORD01446,ITEM06887,4
ORD06362,ITEM07089,7
ORD08914,ITEM00517,2
ORD04371,ITEM07105,5
ORD07199,ITEM07899,6
ORD03227,ITEM04144,10
ORD01313,ITEM02842,4
ORD03891,ITEM04370,1
ORD01938,ITEM06989,10
ORD02238,ITEM07839,4
ORD08578,ITEM02271,4
ORD08951,ITEM08221,2
ORD05587,ITEM06986,2
ORD00827,ITEM00066,9
ORD09224,ITEM09355,9
ORD03528,ITEM07004,1
ORD09946,ITEM08080,1
ORD07221,ITEM07851,5
ORD02311,ITEM07220,7
ORD03374,ITEM02127,5
ORD03118,ITEM02628,6
ORD02138,ITEM02274,7
ORD09264,ITEM02451,1
ORD02161,ITEM06904,10
ORD03008,ITEM08054,10
ORD02483,ITEM02388,5
ORD06720,ITEM06800,9
ORD03257,ITEM00636,7
ORD03750,ITEM08408,3
ORD02009,ITEM00201,9
ORD07633,ITEM04775,7
ORD02379,ITEM06409,3
ORD02817,ITEM09716,8
ORD06974,ITEM08589,2
ORD02858,ITEM05347,10
ORD09056,ITEM05456,8
ORD03520,ITEM06246,5
ORD00002,ITEM06085,9
ORD02166,ITEM00685,8
ORD06743,ITEM00146,1
ORD06136,ITEM06363,7
ORD04365,ITEM04227,1
ORD00290,ITEM03485,7
ORD01882,ITEM08871,7
ORD01562,ITEM01416,2
ORD01289,ITEM02933,9
ORD00244,ITEM08789,3
ORD01014,ITEM06902,4
ORD09908,ITEM07554,5
ORD04891,ITEM04406,1
ORD00161,ITEM05737,1
ORD01309,ITEM07844,1
ORD00966,ITEM01452,7
ORD00512,ITEM00333,5
ORD09071,ITEM00097,1
ORD08386,ITEM09025,2
ORD02725,ITEM04153,8
ORD02758,ITEM04286,5
ORD07759,ITEM00256,5
ORD05409,ITEM04635,1
ORD01314,ITEM03630,4
ORD01217,ITEM07667,7
ORD02218,ITEM03737,10
ORD00576,ITEM01181,3
ORD06175,ITEM09417,8
ORD08857,ITEM04159,3
ORD06467,ITEM03540,5
ORD02727,ITEM07393,2
ORD05321,ITEM07277,6
ORD04341,ITEM07277,2
ORD01935,ITEM02107,3
ORD03345,ITEM04243,1
ORD02758,ITEM02918,7
ORD04880,ITEM03890,1
ORD08098,ITEM06643,2
ORD09526,ITEM08756,10
ORD04129,ITEM04742,4
ORD08098,ITEM06110,1
ORD09085,ITEM00151,5
ORD02610,ITEM03702,10
ORD04056,ITEM01438,5
ORD01924,ITEM09347,4
ORD06019,ITEM05426,3
ORD00438,ITEM06320,10
ORD03124,ITEM02336,6
ORD03376,ITEM06706,1
ORD02711,ITEM06023,9
ORD01121,ITEM00599,9
ORD04927,ITEM02125,10
ORD08347,ITEM09468,5
ORD08104,ITEM03094,6
ORD04593,ITEM04976,1
ORD02666,ITEM00116,10
ORD08577,ITEM04163,5
ORD08804,ITEM03798,5
ORD02296,ITEM01982,10
ORD02917,ITEM05891,6
ORD06197,ITEM02622,1
ORD09710,ITEM03412,7
ORD07557,ITEM04190,9
ORD01389,ITEM00187,5
ORD07127,ITEM02052,3
ORD02437,ITEM07915,9
ORD09174,ITEM07887,6
ORD04986,ITEM01572,5
ORD05925,ITEM08432,8
ORD09710,ITEM09645,8
ORD05936,ITEM01054,3
ORD01398,ITEM05484,3
ORD04975,ITEM09686,1
ORD02781,ITEM04021,4
ORD07259,ITEM04646,10
ORD06233,ITEM05120,3
ORD07809,ITEM05734,6
ORD05481,ITEM06463,5
ORD06088,ITEM06392,2
ORD08614,ITEM00171,6
ORD04199,ITEM04045,2
ORD08006,ITEM05671,9
ORD03186,ITEM06379,1
ORD04745,ITEM08200,7
ORD03009,ITEM06529,9
ORD05812,ITEM07080,9
ORD02341,ITEM02535,10
ORD00382,ITEM00503,10
ORD07912,ITEM05599,4
ORD05706,ITEM03876,2
ORD02720,ITEM00719,3
ORD02916,ITEM05310,5
ORD07024,ITEM02594,4
ORD00999,ITEM01354,6
ORD02146,ITEM04775,2
ORD06840,ITEM00237,3
ORD01814,ITEM07258,1
ORD04143,ITEM04231,9
ORD01923,ITEM02380,2
ORD00681,ITEM00798,1
ORD07779,ITEM01551,1
ORD03831,ITEM05750,7
ORD03173,ITEM06675,6
ORD00751,ITEM05061,5
ORD02576,ITEM03586,2
ORD06509,ITEM02289,5
ORD03982,ITEM05796,2
ORD06545,ITEM06146,5
ORD01584,ITEM04315,3
ORD02192,ITEM01512,2
ORD05414,ITEM08945,3
ORD09122,ITEM00488,3
ORD08589,ITEM09672,4
ORD09926,ITEM03909,1
ORD06701,ITEM01284,6
ORD05204,ITEM06810,5
ORD04644,ITEM03150,4
ORD06596,ITEM00481,8
ORD01287,ITEM01504,7
ORD01217,ITEM00005,2
ORD09882,ITEM06612,5
ORD07409,ITEM01012,3
ORD00632,ITEM09552,1
ORD04022,ITEM05531,5
ORD04945,ITEM08556,9
ORD02572,ITEM05431,5
ORD01477,ITEM00873,4
ORD09782,ITEM07919,5
ORD04333,ITEM09655,7
ORD09726,ITEM05658,9
ORD06193,ITEM08715,7
ORD05928,ITEM09377,3
ORD03420,ITEM06563,4
ORD03588,ITEM08587,7
ORD02366,ITEM09699,8
ORD04388,ITEM01035,9
ORD04733,ITEM00671,7
ORD00518,ITEM09267,3
ORD06346,ITEM08736,3
ORD09165,ITEM03737,5
ORD07609,ITEM08846,10
ORD06495,ITEM07979,6
ORD08164,ITEM07235,9
ORD03551,ITEM03417,10
ORD01128,ITEM07754,7
ORD07421,ITEM05914,1
ORD04237,ITEM07477,4
ORD02879,ITEM05951,6
ORD09721,ITEM01256,1
ORD01659,ITEM05195,9
ORD02480,ITEM00467,3
ORD02135,ITEM08421,5
ORD01798,ITEM07128,1
ORD08419,ITEM01383,6
ORD04200,ITEM00343,2
ORD07204,ITEM01091,4
ORD01978,ITEM00339,4
ORD09973,ITEM09998,10
ORD01528,ITEM05650,8
ORD03068,ITEM08853,4
ORD02886,ITEM05390,7
ORD00610,ITEM02299,5
ORD00268,ITEM08888,6
ORD08269,ITEM08796,3
ORD00287,ITEM09390,10
ORD09857,ITEM06776,4
ORD00891,ITEM06662,8
ORD05219,ITEM09252,9
ORD06354,ITEM09190,8
ORD05460,ITEM00217,1
ORD03655,ITEM02690,4
ORD08151,ITEM05877,5
ORD05864,ITEM03687,10
ORD07180,ITEM01680,3
ORD04775,ITEM01887,10
ORD03254,ITEM00973,1
ORD07822,ITEM02131,3
ORD01498,ITEM09796,2
ORD09282,ITEM05370,10
ORD01119,ITEM08558,2
ORD04140,ITEM01908,10
ORD04796,ITEM04887,9
ORD09300,ITEM01525,6
ORD02459,ITEM09238,1
ORD06099,ITEM02041,1
ORD07635,ITEM04749,8
ORD05674,ITEM07036,9
ORD04041,ITEM09385,10
ORD07717,ITEM07897,2
ORD01330,ITEM05929,5
ORD06841,ITEM06654,4
ORD02273,ITEM09415,9
ORD09457,ITEM05234,2
ORD05791,ITEM05414,8
ORD01411,ITEM04304,1
ORD09236,ITEM09034,7
ORD01931,ITEM04508,5
ORD03298,ITEM06489,8
ORD00500,ITEM07042,6
ORD05950,ITEM04184,9
ORD01686,ITEM04332,7
ORD09091,ITEM01253,5
ORD00042,ITEM04298,6
ORD02281,ITEM06562,6
ORD04454,ITEM08131,4
ORD04351,ITEM01114,2
ORD02616,ITEM00805,4
ORD03863,ITEM03620,5
ORD00463,ITEM09741,7
ORD01869,ITEM06191,1
ORD04867,ITEM05768,1
ORD00124,ITEM02522,3
ORD00636,ITEM06693,5
ORD05171,ITEM03417,7
ORD06215,ITEM02500,10
ORD01778,ITEM05407,4
ORD07549,ITEM02714,3
ORD06319,ITEM01696,8
ORD04611,ITEM02399,5
ORD07273,ITEM05295,1
ORD07544,ITEM00621,6
ORD03567,ITEM08856,7
ORD05523,ITEM05183,2
ORD05316,ITEM05306,9
ORD09746,ITEM00552,2
ORD06690,ITEM07478,6
ORD04067,ITEM07682,9
ORD05567,ITEM06303,9
ORD05060,ITEM07427,8
ORD01194,ITEM00074,1
ORD02425,ITEM05593,6
ORD03942,ITEM01850,4
ORD02820,ITEM01744,9
ORD01715,ITEM04411,1
ORD09419,ITEM00803,9
ORD02220,ITEM08349,10
ORD01471,ITEM00620,1
ORD02990,ITEM09615,7
ORD03473,ITEM08560,8
ORD04801,ITEM08995,9
ORD01491,ITEM05882,3
ORD02602,ITEM02925,7
ORD03692,ITEM09081,6
ORD09166,ITEM00023,9
ORD09122,ITEM07234,3
ORD04369,ITEM09763,8
ORD08147,ITEM08853,4
ORD01152,ITEM02184,1
ORD05589,ITEM04122,1
ORD06522,ITEM06652,4
ORD08714,ITEM08211,3
ORD05643,ITEM01868,9
ORD07222,ITEM04317,8
ORD01378,ITEM05953,6
ORD05357,ITEM09512,4
ORD08562,ITEM07070,8
ORD00148,ITEM09184,6
ORD05493,ITEM07791,2
ORD04654,ITEM00174,4
ORD00673,ITEM03183,7
ORD09834,ITEM03044,5
ORD05878,ITEM07653,2
ORD04360,ITEM09425,9
ORD02600,ITEM03543,6
ORD01355,ITEM09296,5
ORD01751,ITEM00718,5
ORD06182,ITEM00642,7
ORD06709,ITEM05413,1
ORD01868,ITEM06608,8
ORD06129,ITEM04388,3
ORD06679,ITEM01488,4
ORD04129,ITEM03688,3
ORD06803,ITEM05321,9
ORD03467,ITEM02425,2
ORD04032,ITEM04324,8
ORD02884,ITEM04496,6
ORD01904,ITEM04919,1
ORD03013,ITEM00555,1
ORD05281,ITEM06140,4
ORD02941,ITEM03798,2
ORD07361,ITEM06238,2
ORD05001,ITEM03173,1
ORD08378,ITEM05016,1
ORD05548,ITEM08730,10
ORD01659,ITEM02584,4
ORD07151,ITEM09102,4
ORD03817,ITEM08377,3
ORD04809,ITEM06857,6
ORD02851,ITEM08448,4
ORD06630,ITEM06900,10
ORD04014,ITEM09147,3
ORD03513,ITEM08748,5
ORD04894,ITEM05327,9
ORD00366,ITEM04209,10
ORD02146,ITEM05994,2
ORD00100,ITEM03122,6
ORD05846,ITEM02582,6
ORD05001,ITEM04117,9
ORD04798,ITEM02280,9
ORD00401,ITEM03927,4
ORD00921,ITEM08521,9
ORD00770,ITEM01061,7
ORD01105,ITEM09714,5
ORD08388,ITEM01569,10
ORD00500,ITEM01476,2
ORD05765,ITEM06500,3
ORD08386,ITEM07450,1
ORD01198,ITEM06695,4
ORD06891,ITEM04884,3
ORD02820,ITEM08337,9
ORD02673,ITEM00403,7
ORD02750,ITEM02566,7
ORD00545,ITEM06247,5
ORD08742,ITEM01150,4
ORD07721,ITEM04097,9
ORD02437,ITEM04114,7
ORD07829,ITEM03908,4
ORD02160,ITEM04060,3
ORD00145,ITEM07479,3
ORD06578,ITEM06837,4
ORD04816,ITEM08360,6
ORD01997,ITEM03269,6
ORD02085,ITEM02394,7
ORD00900,ITEM09487,9
ORD04255,ITEM07060,1
ORD02253,ITEM02968,6
ORD02412,ITEM09919,3
ORD06211,ITEM06788,1
ORD02289,ITEM00509,5
ORD06904,ITEM01535,6
ORD09421,ITEM05592,4
ORD02506,ITEM06046,9
ORD03202,ITEM05858,1
ORD07329,ITEM05804,2
ORD07119,ITEM01775,2
ORD03296,ITEM01379,8
ORD04040,ITEM01063,4
ORD06199,ITEM02419,5
ORD00509,ITEM04059,3
ORD06084,ITEM09381,7
ORD02954,ITEM05937,5
ORD09527,ITEM07557,1
ORD03671,ITEM02438,5
ORD00922,ITEM05365,4
ORD09952,ITEM05712,8
ORD04037,ITEM05582,4
ORD09134,ITEM05388,2
ORD08572,ITEM04179,2
ORD04635,ITEM01519,2
ORD07819,ITEM01957,1
ORD08820,ITEM02523,2
ORD06041,ITEM04378,10
ORD07723,ITEM07099,8
ORD00493,ITEM02367,2
ORD05851,ITEM04054,5
ORD06406,ITEM01585,3
ORD09605,ITEM09322,9
ORD08691,ITEM01319,2
ORD04338,ITEM09812,6
ORD04293,ITEM04659,2
ORD09391,ITEM07102,7
ORD05845,ITEM09352,8
ORD04972,ITEM03383,8
ORD09765,ITEM09714,6
ORD06541,ITEM02707,2
ORD01977,ITEM06341,6
ORD06482,ITEM02117,2
ORD02748,ITEM07973,8
ORD08314,ITEM00811,7
ORD02984,ITEM03705,1
ORD06004,ITEM00049,7
ORD04446,ITEM01935,6
ORD02280,ITEM07206,6
ORD04656,ITEM01522,8
ORD01889,ITEM08138,6
ORD04717,ITEM06106,1
ORD02563,ITEM09374,6
ORD03883,ITEM07293,5
ORD04075,ITEM05595,9
ORD07448,ITEM07036,8
ORD04229,ITEM04139,2
ORD03971,ITEM09172,9
ORD05821,ITEM09853,6
ORD05064,ITEM06807,8
ORD05647,ITEM06448,8
ORD04816,ITEM04421,7
ORD08653,ITEM01468,8
ORD07416,ITEM06796,8
ORD01701,ITEM02768,5
ORD00781,ITEM04218,2
ORD04134,ITEM05552,9
ORD05425,ITEM08252,3
ORD05379,ITEM05853,10
ORD00799,ITEM03944,6
ORD08778,ITEM04833,10
ORD06945,ITEM05312,10
ORD09774,ITEM03902,2
ORD06779,ITEM05797,8
ORD01137,ITEM09880,8
ORD05352,ITEM09934,7
ORD00568,ITEM01621,2
ORD01792,ITEM08154,3
ORD08653,ITEM07037,1
ORD08291,ITEM01885,4
ORD03503,ITEM01500,1
ORD09567,ITEM01001,5
ORD08959,ITEM08207,3
ORD02634,ITEM06729,6
ORD04200,ITEM02913,8
ORD07476,ITEM09713,4
ORD01891,ITEM05561,4
ORD03984,ITEM02441,1
ORD07075,ITEM05183,7
