BookingID,ItemID,Quantity
4235,ITEM07506,1
2459,ITEM06958,3
598,ITEM07586,9
4916,ITEM09711,4
2531,ITEM06904,8
2977,ITEM07981,3
406,ITEM07021,3
11,ITEM09941,5
4424,ITEM07426,5
3965,ITEM06230,5
314,ITEM06942,1
1803,ITEM07824,7
1459,ITEM09699,8
2578,ITEM07360,7
4750,ITEM07765,9
3908,ITEM09379,8
2888,ITEM09840,4
2864,ITEM06803,8
943,ITEM06464,8
2410,ITEM06723,8
4067,ITEM06526,6
3964,ITEM06738,3
4973,ITEM07220,9
349,ITEM09974,3
3180,ITEM07270,8
2053,ITEM05302,10
4754,ITEM06361,5
1621,ITEM09365,9
4115,ITEM07443,8
2364,ITEM06250,3
1555,ITEM07880,7
4283,ITEM05943,7
486,ITEM09426,9
4338,ITEM06660,6
3041,ITEM07235,9
3053,ITEM09923,1
2119,ITEM05125,2
4778,ITEM06364,4
2343,ITEM05425,6
731,ITEM07872,3
2837,ITEM08504,1
2472,ITEM06726,1
497,ITEM05693,7
1474,ITEM05650,7
1114,ITEM08248,5
2342,ITEM07781,7
2418,ITEM07909,6
400,ITEM08271,6
2574,ITEM09738,5
1338,ITEM05678,9
4098,ITEM05489,3
4795,ITEM08495,4
938,ITEM08319,10
4193,ITEM06082,8
2880,ITEM08465,9
3203,ITEM07343,5
3762,ITEM08513,7
4233,ITEM05416,5
3357,ITEM09252,5
2939,ITEM07231,4
4029,ITEM09725,7
1577,ITEM09047,5
1147,ITEM08468,7
4989,ITEM05700,1
1124,ITEM09684,5
1130,ITEM05311,8
4781,ITEM07161,9
1480,ITEM05712,6
1628,ITEM06583,4
4775,ITEM08133,6
2319,ITEM08788,5
963,ITEM06303,8
108,ITEM05712,5
4949,ITEM09233,4
2741,ITEM09411,3
515,ITEM08557,7
400,ITEM06587,6
4526,ITEM07057,9
1834,ITEM05618,5
2774,ITEM05813,7
318,ITEM05085,6
1677,ITEM09518,8
3270,ITEM08026,7
1799,ITEM05655,8
3259,ITEM07422,3
107,ITEM09406,1
3317,ITEM06037,5
737,ITEM09873,9
2062,ITEM07308,6
3431,ITEM06523,10
381,ITEM06155,3
1192,ITEM07073,10
2506,ITEM08720,6
2598,ITEM08532,1
3643,ITEM08217,3
3517,ITEM07196,10
971,ITEM08526,2
1024,ITEM08955,5
2494,ITEM09422,1
3811,ITEM08788,4
2092,ITEM08755,8
4823,ITEM07952,4
780,ITEM08743,2
2014,ITEM06752,2
2480,ITEM07042,4
4151,ITEM08074,7
3741,ITEM09967,7
4080,ITEM09746,9
3219,ITEM05896,2
467,ITEM08502,6
966,ITEM08473,8
1115,ITEM09028,1
4620,ITEM06027,3
3207,ITEM07267,5
3875,ITEM07326,5
3917,ITEM08417,8
949,ITEM09277,5
542,ITEM08023,7
1081,ITEM06133,10
2553,ITEM05209,2
2792,ITEM07656,7
4825,ITEM08654,7
1865,ITEM09138,4
2972,ITEM08758,10
4548,ITEM06452,1
3449,ITEM05925,7
2423,ITEM06570,3
17,ITEM06678,3
2049,ITEM06119,8
4510,ITEM09895,8
1379,ITEM09247,9
2093,ITEM09228,4
1221,ITEM07434,6
3963,ITEM06449,10
4046,ITEM08090,7
3198,ITEM09892,4
1784,ITEM07097,7
15,ITEM06202,8
1011,ITEM08508,5
4149,ITEM08934,9
1568,ITEM09942,6
3242,ITEM07270,5
2293,ITEM07974,7
3271,ITEM09742,9
2865,ITEM06805,3
1363,ITEM05877,7
1986,ITEM05885,8
30,ITEM05386,9
1614,ITEM05089,3
2646,ITEM07615,9
2473,ITEM07045,7
1057,ITEM08676,2
2223,ITEM08314,9
4634,ITEM05909,6
234,ITEM09998,3
2082,ITEM09960,3
2985,ITEM07779,9
3647,ITEM09091,3
2100,ITEM09560,6
2615,ITEM06827,1
3834,ITEM09850,5
1841,ITEM07306,5
2411,ITEM07206,3
3397,ITEM08269,10
3195,ITEM06186,6
617,ITEM09568,3
1786,ITEM05953,10
3836,ITEM09603,9
3221,ITEM06121,8
2127,ITEM09943,3
3664,ITEM05265,3
6,ITEM05906,5
3254,ITEM08944,5
2795,ITEM05250,8
3664,ITEM09743,10
3497,ITEM05516,6
1037,ITEM07098,3
2631,ITEM08657,3
4793,ITEM06763,2
1074,ITEM05030,6
3492,ITEM09497,10
115,ITEM05718,7
1691,ITEM06432,8
489,ITEM06090,6
2467,ITEM08306,9
890,ITEM07537,2
2519,ITEM09019,7
1851,ITEM06993,1
1115,ITEM08906,5
2382,ITEM07956,9
4465,ITEM09815,5
4014,ITEM07466,1
877,ITEM09965,1
385,ITEM08538,8
3963,ITEM08434,10
1173,ITEM05240,3
3104,ITEM09991,9
4815,ITEM06360,5
2290,ITEM05558,6
17,ITEM09255,9
358,ITEM07507,1
3640,ITEM07203,10
4165,ITEM08061,4
1137,ITEM05892,9
3999,ITEM05906,5
3846,ITEM05318,8
62,ITEM06505,3
3897,ITEM05401,2
3812,ITEM06388,5
4703,ITEM08293,4
3767,ITEM05907,4
1205,ITEM06116,9
3468,ITEM05723,9
4135,ITEM05408,1
536,ITEM09656,6
4918,ITEM09585,10
2050,ITEM09203,1
305,ITEM09531,10
3537,ITEM09982,2
1442,ITEM07722,2
1883,ITEM07164,6
110,ITEM07518,3
1893,ITEM09953,7
2062,ITEM07489,9
2211,ITEM07680,9
2358,ITEM05067,8
2206,ITEM06216,3
3898,ITEM05763,9
3473,ITEM06223,9
4822,ITEM08823,9
3399,ITEM07143,10
538,ITEM05368,5
3728,ITEM06895,4
1658,ITEM09055,6
1379,ITEM05087,10
1971,ITEM07067,8
4588,ITEM08664,3
3757,ITEM06040,5
1096,ITEM07401,7
2323,ITEM06251,7
3466,ITEM09169,5
4951,ITEM08305,3
4851,ITEM07990,4
4385,ITEM06637,10
1196,ITEM09792,2
2869,ITEM05379,4
1622,ITEM06484,10
1659,ITEM09113,8
1995,ITEM08631,9
3710,ITEM05808,10
3042,ITEM09458,2
1799,ITEM09968,7
1713,ITEM08419,10
673,ITEM08463,6
1366,ITEM09811,6
350,ITEM06730,7
2516,ITEM08974,5
3529,ITEM06785,2
4948,ITEM08646,2
3286,ITEM05560,8
4340,ITEM08088,10
4174,ITEM08291,5
4358,ITEM06191,4
1067,ITEM07398,10
2857,ITEM07841,2
3930,ITEM08169,3
1563,ITEM08509,2
3709,ITEM05996,8
2320,ITEM09228,10
82,ITEM07949,8
3180,ITEM06890,4
4166,ITEM06251,4
4304,ITEM08851,4
3502,ITEM07604,6
2599,ITEM05261,4
2151,ITEM05564,7
92,ITEM08859,9
258,ITEM06524,5
4833,ITEM09206,7
98,ITEM07044,9
2120,ITEM09905,1
2224,ITEM09713,8
2197,ITEM08884,2
50,ITEM07867,6
571,ITEM09616,3
106,ITEM05066,5
4552,ITEM05189,7
20,ITEM05783,1
1116,ITEM09131,3
4359,ITEM05511,7
2259,ITEM08188,6
2730,ITEM05466,6
1624,ITEM07075,7
1789,ITEM05387,10
2542,ITEM05008,8
1305,ITEM09409,7
1858,ITEM05312,2
3334,ITEM07267,2
4462,ITEM06887,1
4749,ITEM06002,8
3569,ITEM05853,5
4284,ITEM09922,7
1771,ITEM06981,8
2997,ITEM08931,2
2016,ITEM06523,6
4436,ITEM08103,2
314,ITEM09884,1
2028,ITEM09897,5
509,ITEM08749,9
4153,ITEM09594,10
1430,ITEM05774,2
71,ITEM05001,6
3261,ITEM07370,6
1479,ITEM06022,6
1173,ITEM07806,7
1019,ITEM06369,2
2859,ITEM09724,5
3332,ITEM05146,5
1303,ITEM06836,6
1472,ITEM09374,8
2138,ITEM07208,3
951,ITEM07350,6
341,ITEM06497,10
923,ITEM08265,5
2596,ITEM05934,10
2355,ITEM08316,8
1025,ITEM08308,6
3863,ITEM06057,4
1583,ITEM08394,2
743,ITEM05137,4
4973,ITEM08241,10
4655,ITEM06255,1
1222,ITEM06872,9
3314,ITEM05123,7
3639,ITEM09950,7
2355,ITEM06823,8
2202,ITEM07095,1
58,ITEM09613,6
3557,ITEM07685,10
2176,ITEM08875,6
4711,ITEM06396,8
2439,ITEM09110,1
3580,ITEM05080,9
1605,ITEM05671,10
1128,ITEM09477,9
51,ITEM05689,2
4178,ITEM08074,7
4319,ITEM07655,1
3664,ITEM05899,8
3816,ITEM05918,5
4866,ITEM06904,2
1826,ITEM08916,6
2454,ITEM05922,4
4926,ITEM07846,9
366,ITEM06506,9
4366,ITEM07642,2
416,ITEM05186,9
4271,ITEM07676,10
4865,ITEM07587,1
1064,ITEM06964,2
877,ITEM05983,6
4262,ITEM07147,7
619,ITEM08154,8
2909,ITEM08199,1
2025,ITEM07012,8
3661,ITEM08615,4
4855,ITEM05529,6
4312,ITEM06852,1
1215,ITEM07760,5
99,ITEM05121,7
2271,ITEM09048,3
3011,ITEM06992,2
4235,ITEM09914,2
3229,ITEM07989,3
301,ITEM08006,7
4951,ITEM05156,8
868,ITEM05357,7
4217,ITEM08285,4
4028,ITEM06954,1
1154,ITEM05489,2
1804,ITEM06689,9
3861,ITEM05637,10
1161,ITEM06490,2
1655,ITEM09928,7
4151,ITEM05007,10
3936,ITEM08627,4
4816,ITEM08338,3
3258,ITEM08574,2
3041,ITEM07973,9
2524,ITEM06585,2
383,ITEM05377,7
2835,ITEM06957,2
4700,ITEM05254,9
4073,ITEM08098,2
3394,ITEM07516,7
4271,ITEM05821,1
2439,ITEM05539,7
2986,ITEM05519,3
4674,ITEM05441,8
4476,ITEM07639,7
1395,ITEM09319,1
2603,ITEM09632,4
4237,ITEM08400,1
4850,ITEM06689,6
1378,ITEM08627,7
4656,ITEM05169,5
1655,ITEM07803,6
390,ITEM05981,2
3575,ITEM07317,7
3429,ITEM09345,2
2802,ITEM07234,9
552,ITEM05176,1
247,ITEM05990,1
1661,ITEM09972,10
412,ITEM08468,1
1736,ITEM06962,4
2925,ITEM08691,4
3119,ITEM09228,6
179,ITEM08591,5
490,ITEM08480,3
1317,ITEM05913,2
4804,ITEM08828,4
3660,ITEM06298,3
2128,ITEM07837,2
1694,ITEM06933,7
4318,ITEM05521,7
4807,ITEM07200,5
3016,ITEM06404,10
3232,ITEM09186,5
3097,ITEM05275,6
4830,ITEM05419,8
989,ITEM06333,3
384,ITEM08932,4
1126,ITEM09234,7
3933,ITEM06407,8
3456,ITEM05081,4
3928,ITEM06134,1
1305,ITEM05056,6
1743,ITEM06349,8
363,ITEM07660,10
1102,ITEM09100,5
3932,ITEM08737,4
854,ITEM09120,8
1265,ITEM06919,10
778,ITEM06774,7
2294,ITEM08684,6
4529,ITEM06502,3
4217,ITEM09289,8
2947,ITEM09969,10
3794,ITEM07225,10
2112,ITEM06026,10
4475,ITEM08572,6
3434,ITEM07680,3
4117,ITEM05518,4
1295,ITEM07281,4
2952,ITEM05566,3
523,ITEM06951,4
1936,ITEM09148,3
4322,ITEM05391,7
2933,ITEM09894,6
4074,ITEM06973,1
1279,ITEM08753,5
1287,ITEM07695,7
2467,ITEM06579,2
4043,ITEM07906,5
2332,ITEM05213,9
2464,ITEM08596,10
4108,ITEM06108,7
3965,ITEM07144,1
2752,ITEM09297,6
3132,ITEM08567,7
931,ITEM06837,1
2115,ITEM05948,9
638,ITEM09473,1
1237,ITEM06543,9
4996,ITEM05846,10
3394,ITEM09916,1
4211,ITEM06295,5
1054,ITEM05269,9
3886,ITEM05978,4
482,ITEM09105,1
2945,ITEM08612,4
1747,ITEM06218,3
2377,ITEM08986,5
2559,ITEM07936,10
2557,ITEM06163,6
2522,ITEM06223,3
1604,ITEM09399,5
4773,ITEM09717,5
3245,ITEM08520,9
598,ITEM07746,8
987,ITEM06870,10
1214,ITEM08514,4
3526,ITEM06943,2
2981,ITEM09229,2
2662,ITEM08896,10
1931,ITEM07870,7
921,ITEM06647,1
3608,ITEM06163,2
2089,ITEM06313,8
3575,ITEM09229,3
3949,ITEM09141,9
2823,ITEM07450,3
2278,ITEM09239,3
3589,ITEM09591,4
3830,ITEM06131,5
4584,ITEM07563,8
4034,ITEM08683,6
4789,ITEM06178,7
1963,ITEM06100,8
439,ITEM05217,7
3684,ITEM09450,4
4615,ITEM08246,5
1614,ITEM06472,2
214,ITEM07193,9
2129,ITEM05064,8
231,ITEM07712,8
325,ITEM08938,3
4952,ITEM06983,6
1274,ITEM09158,7
179,ITEM07696,6
4281,ITEM05391,2
4064,ITEM05028,1
1180,ITEM09826,10
2412,ITEM07819,2
2979,ITEM07649,3
277,ITEM08716,6
3225,ITEM06718,2
4818,ITEM07323,5
3983,ITEM07140,2
4953,ITEM05047,9
2278,ITEM06477,7
3793,ITEM09354,9
4818,ITEM05229,9
2023,ITEM08653,2
4955,ITEM09705,2
4062,ITEM09226,1
1813,ITEM07450,10
260,ITEM08255,4
4417,ITEM05889,5
204,ITEM09450,2
3171,ITEM06662,3
985,ITEM08632,7
4584,ITEM06522,7
3537,ITEM09808,7
3067,ITEM06332,3
1783,ITEM06829,1
3165,ITEM06593,10
307,ITEM06846,2
3772,ITEM09028,10
2351,ITEM05906,2
4890,ITEM09167,8
2922,ITEM07634,8
4486,ITEM05602,8
4823,ITEM06945,10
4355,ITEM05643,7
4289,ITEM09249,10
4676,ITEM07292,8
3702,ITEM08857,10
1030,ITEM06156,9
2594,ITEM05858,3
4311,ITEM07674,7
3361,ITEM06733,8
2055,ITEM06022,10
1941,ITEM07551,6
728,ITEM09875,3
651,ITEM08510,8
3470,ITEM08032,10
4678,ITEM06851,9
2677,ITEM06239,7
58,ITEM05771,1
3433,ITEM09930,9
4331,ITEM07117,2
2562,ITEM09642,3
3060,ITEM05746,10
2914,ITEM09038,4
4949,ITEM06989,3
3184,ITEM08024,6
1812,ITEM08258,5
3578,ITEM05279,6
1451,ITEM05170,2
2579,ITEM05458,2
1229,ITEM08966,3
624,ITEM09960,10
3058,ITEM07436,6
1105,ITEM05389,6
2937,ITEM09819,3
1859,ITEM06424,8
3848,ITEM08339,5
920,ITEM07690,5
3273,ITEM07409,9
1818,ITEM09287,4
325,ITEM06653,2
4200,ITEM05277,3
1876,ITEM06375,2
4592,ITEM09541,4
1455,ITEM06616,1
705,ITEM06292,2
911,ITEM06132,2
3199,ITEM09975,10
966,ITEM06366,4
3449,ITEM08367,2
1061,ITEM06312,6
491,ITEM07905,2
2720,ITEM08317,6
2544,ITEM09345,10
1034,ITEM08256,8
3028,ITEM06853,7
3736,ITEM06066,9
4094,ITEM05497,2
4660,ITEM09638,5
4847,ITEM09599,9
4481,ITEM07632,4
2949,ITEM06827,3
1213,ITEM08991,10
2739,ITEM05722,4
3816,ITEM06842,5
903,ITEM09242,6
1582,ITEM06171,3
68,ITEM07023,4
3165,ITEM07259,3
348,ITEM09114,7
6,ITEM05490,9
576,ITEM07086,7
855,ITEM09179,3
810,ITEM05072,8
4107,ITEM08564,10
1686,ITEM07561,3
2656,ITEM05341,7
4415,ITEM08469,9
3955,ITEM07187,2
1193,ITEM07785,4
24,ITEM07804,5
678,ITEM06042,10
2119,ITEM05537,9
912,ITEM07876,9
2775,ITEM06666,4
4897,ITEM05551,8
1712,ITEM06259,6
1147,ITEM07750,2
4703,ITEM09486,1
4782,ITEM07819,6
1640,ITEM05112,4
496,ITEM05437,6
1632,ITEM06300,8
3024,ITEM05376,7
2624,ITEM05272,1
3431,ITEM08115,3
2666,ITEM08140,3
2567,ITEM06764,4
3032,ITEM05104,8
623,ITEM05854,6
2035,ITEM05788,4
2468,ITEM07377,1
1764,ITEM06381,8
1010,ITEM09007,4
4982,ITEM09937,7
3308,ITEM09662,7
4296,ITEM05135,9
532,ITEM07406,5
2575,ITEM07388,4
3826,ITEM06639,1
2889,ITEM07061,10
4288,ITEM05517,5
4275,ITEM05762,2
315,ITEM08685,4
2671,ITEM05457,7
1124,ITEM08509,5
3269,ITEM08456,6
2337,ITEM05485,9
1051,ITEM08969,6
205,ITEM05698,8
1241,ITEM06706,5
4343,ITEM09659,6
3984,ITEM06039,9
3603,ITEM06449,3
1918,ITEM05200,1
776,ITEM08691,1
1720,ITEM08542,6
190,ITEM05119,8
4898,ITEM06175,1
4258,ITEM06273,9
3952,ITEM09322,3
4477,ITEM08299,5
164,ITEM07289,4
3930,ITEM09328,7
4247,ITEM08824,4
825,ITEM05941,8
4513,ITEM07486,7
2253,ITEM06722,7
631,ITEM06366,9
1109,ITEM06756,3
1723,ITEM06612,9
4328,ITEM08540,5
3923,ITEM06100,6
993,ITEM09856,10
727,ITEM07518,10
515,ITEM05160,5
4759,ITEM07481,10
3563,ITEM05871,3
4207,ITEM05334,10
2783,ITEM05653,9
4315,ITEM06893,4
2534,ITEM06792,8
3505,ITEM07013,5
1475,ITEM07099,6
3324,ITEM08712,6
4247,ITEM07661,5
4620,ITEM06841,10
4120,ITEM07810,1
3098,ITEM06313,6
4424,ITEM08984,7
3267,ITEM07020,6
2426,ITEM06676,8
3890,ITEM07011,2
2611,ITEM05083,5
759,ITEM05249,1
4859,ITEM07819,7
1384,ITEM07531,4
3905,ITEM05460,7
1964,ITEM08108,3
4408,ITEM07078,7
3672,ITEM06615,8
3481,ITEM06776,3
140,ITEM07515,4
1601,ITEM06456,4
425,ITEM07161,9
4223,ITEM07869,4
2725,ITEM08290,7
900,ITEM09894,7
597,ITEM07755,5
3358,ITEM09100,7
3423,ITEM05331,2
1548,ITEM06022,4
34,ITEM06040,3
1948,ITEM06171,7
383,ITEM09731,2
98,ITEM08655,9
3466,ITEM06334,7
1007,ITEM06390,4
1079,ITEM07324,2
272,ITEM05742,5
3756,ITEM06930,10
3083,ITEM08051,8
583,ITEM06582,8
4907,ITEM05843,2
2299,ITEM05298,1
884,ITEM06255,7
3191,ITEM06470,5
1205,ITEM08812,2
2791,ITEM07742,1
1511,ITEM06148,1
372,ITEM05950,5
4459,ITEM05958,3
2000,ITEM06646,2
2274,ITEM08543,10
634,ITEM09293,5
1119,ITEM07236,9
861,ITEM08752,10
736,ITEM09633,10
3499,ITEM07883,8
555,ITEM06361,10
524,ITEM08270,1
3266,ITEM05010,5
1445,ITEM09296,9
619,ITEM07790,10
2787,ITEM09146,7
3830,ITEM06298,5
3423,ITEM08147,1
4069,ITEM08650,9
3092,ITEM07160,2
2712,ITEM05898,3
4558,ITEM06575,9
1331,ITEM08585,8
4828,ITEM07893,2
1772,ITEM07154,6
3641,ITEM08979,3
4098,ITEM08930,4
3631,ITEM08922,6
3437,ITEM08552,5
2307,ITEM06631,9
220,ITEM08021,7
4572,ITEM08973,7
2980,ITEM09498,2
532,ITEM06193,3
280,ITEM07956,7
2256,ITEM09656,1
3425,ITEM09841,7
1943,ITEM08252,7
1301,ITEM05534,8
1151,ITEM07303,10
4667,ITEM05628,10
2922,ITEM05387,8
2815,ITEM08919,2
1897,ITEM06138,2
4308,ITEM08429,10
2049,ITEM07774,4
2999,ITEM08754,6
2140,ITEM09787,5
4486,ITEM07348,2
538,ITEM06551,5
3031,ITEM05483,1
536,ITEM07355,10
963,ITEM09206,5
4109,ITEM08945,2
1353,ITEM06021,1
4161,ITEM05112,2
636,ITEM06533,3
2354,ITEM05199,7
1375,ITEM06437,9
4821,ITEM06178,4
2014,ITEM05201,2
2467,ITEM07450,1
1071,ITEM08288,3
333,ITEM06637,7
4584,ITEM06587,6
4033,ITEM05860,5
1138,ITEM08967,8
1326,ITEM05451,7
1041,ITEM05374,8
2255,ITEM06105,7
1630,ITEM09003,3
523,ITEM08679,9
2578,ITEM08581,9
2331,ITEM08025,3
334,ITEM06108,3
707,ITEM05733,4
297,ITEM08750,7
470,ITEM09899,8
1189,ITEM05503,4
2626,ITEM05354,3
99,ITEM09522,4
593,ITEM06670,10
3352,ITEM07619,9
1942,ITEM05802,3
806,ITEM07671,9
4579,ITEM08425,10
1603,ITEM06091,3
2563,ITEM05105,10
3202,ITEM05584,5
4372,ITEM05145,1
326,ITEM07690,3
2541,ITEM08388,7
930,ITEM07789,6
4180,ITEM07364,8
4287,ITEM05545,10
3575,ITEM08474,9
4774,ITEM07939,10
2647,ITEM06768,8
1759,ITEM08184,8
1815,ITEM09912,8
1059,ITEM09476,10
1063,ITEM08405,3
1708,ITEM06476,8
4118,ITEM06790,1
2043,ITEM05493,5
2567,ITEM05740,9
355,ITEM08377,4
1178,ITEM06231,9
2814,ITEM09231,6
1063,ITEM09543,10
1128,ITEM05374,3
3424,ITEM06388,1
2851,ITEM07184,8
182,ITEM07604,3
526,ITEM07365,3
274,ITEM07041,8
823,ITEM05383,7
4692,ITEM07411,10
3796,ITEM05158,6
4196,ITEM09808,8
2339,ITEM05904,9
2766,ITEM07015,1
2708,ITEM05673,4
327,ITEM07198,3
8,ITEM07406,10
1981,ITEM05205,10
1492,ITEM06317,2
3144,ITEM07999,8
456,ITEM05274,10
4720,ITEM06279,5
2279,ITEM06517,5
63,ITEM05805,7
3886,ITEM07000,5
2333,ITEM07020,2
1469,ITEM08885,10
590,ITEM05532,3
3940,ITEM05863,2
68,ITEM05238,2
3491,ITEM06342,6
1132,ITEM08611,4
405,ITEM09727,4
4566,ITEM06064,8
121,ITEM09451,8
4232,ITEM05673,6
2798,ITEM05995,8
4405,ITEM05626,6
3493,ITEM09191,10
1624,ITEM09475,7
3825,ITEM08657,1
4420,ITEM06308,9
1737,ITEM07728,10
763,ITEM06896,5
209,ITEM06910,8
553,ITEM07271,4
4093,ITEM08613,10
3396,ITEM07246,7
938,ITEM05116,9
4842,ITEM07599,3
3767,ITEM08787,5
2367,ITEM06638,10
2766,ITEM07703,6
2518,ITEM07976,3
3849,ITEM09086,3
676,ITEM07962,4
3095,ITEM07749,5
2857,ITEM06012,2
1925,ITEM08643,5
1095,ITEM09274,9
4111,ITEM05017,5
3612,ITEM09958,7
2579,ITEM06261,7
2664,ITEM09058,5
1543,ITEM06291,7
2130,ITEM08686,6
1801,ITEM05471,6
2760,ITEM07308,3
2047,ITEM08926,8
2828,ITEM05464,9
4140,ITEM05637,5
3954,ITEM08707,5
3312,ITEM08410,3
2214,ITEM05093,4
717,ITEM08017,1
3583,ITEM08455,7
4997,ITEM06316,7
2588,ITEM06034,8
2078,ITEM06493,6
511,ITEM07734,8
866,ITEM08241,1
706,ITEM07883,6
1016,ITEM09842,5
1083,ITEM07076,6
4540,ITEM05819,9
2555,ITEM07289,8
149,ITEM09743,10
2396,ITEM08721,1
906,ITEM09155,7
3315,ITEM08286,8
96,ITEM07176,1
1285,ITEM07679,4
1778,ITEM09762,4
4873,ITEM06782,10
3205,ITEM05931,4
939,ITEM05786,2
4377,ITEM09226,3
4360,ITEM06793,6
3247,ITEM09890,8
3801,ITEM08925,5
3393,ITEM09310,2
3225,ITEM06371,8
2793,ITEM06346,6
4998,ITEM09345,9
4627,ITEM08884,6
494,ITEM08889,10
1601,ITEM06998,7
3692,ITEM07928,4
1730,ITEM09708,5
1758,ITEM09495,5
597,ITEM07532,10
4430,ITEM08498,8
396,ITEM08794,10
1791,ITEM09554,7
3862,ITEM07428,3
3208,ITEM08333,5
1699,ITEM08026,4
4406,ITEM06554,7
2284,ITEM06169,1
1404,ITEM06878,7
1772,ITEM06651,2
192,ITEM08871,8
4085,ITEM06270,7
2825,ITEM09359,5
1848,ITEM06999,9
3638,ITEM05083,2
3144,ITEM08595,10
3772,ITEM08732,6
2134,ITEM07869,10
658,ITEM07735,4
1500,ITEM07998,3
3372,ITEM05088,2
2649,ITEM06790,6
94,ITEM08012,5
541,ITEM08908,1
2248,ITEM09933,8
163,ITEM08779,1
3952,ITEM06635,9
4654,ITEM09825,10
1561,ITEM07768,4
1110,ITEM06829,3
1370,ITEM06850,3
4307,ITEM09334,4
2197,ITEM07336,2
3505,ITEM07736,9
2155,ITEM09858,5
307,ITEM07507,9
4375,ITEM09094,7
1955,ITEM08679,3
2360,ITEM07735,7
4817,ITEM07140,9
509,ITEM07661,10
2640,ITEM08637,9
1033,ITEM05865,1
2247,ITEM08528,8
2404,ITEM05902,9
3910,ITEM05406,5
2057,ITEM09633,3
3061,ITEM07431,2
716,ITEM06992,2
1450,ITEM05308,4
3665,ITEM06346,3
2250,ITEM07102,3
497,ITEM08025,9
668,ITEM07141,10
4173,ITEM09988,5
623,ITEM09499,10
3127,ITEM05612,5
793,ITEM06781,1
2923,ITEM09668,6
4880,ITEM08528,6
1093,ITEM09696,1
4685,ITEM05805,9
2192,ITEM09252,6
2237,ITEM09821,5
3258,ITEM09684,4
3300,ITEM08874,7
3319,ITEM07789,5
1756,ITEM06185,8
43,ITEM07709,10
3785,ITEM06380,10
3092,ITEM06293,1
3385,ITEM08335,5
2859,ITEM08085,7
2209,ITEM06165,8
4007,ITEM09015,2
1375,ITEM05982,4
3041,ITEM09686,9
3090,ITEM06397,6
1708,ITEM09020,9
2707,ITEM05402,1
3947,ITEM09773,5
926,ITEM05166,8
1570,ITEM09920,8
4770,ITEM07179,3
3729,ITEM07366,7
62,ITEM07269,3
951,ITEM07742,5
4134,ITEM09677,6
2760,ITEM06568,9
1228,ITEM05353,9
3515,ITEM05809,6
609,ITEM08360,3
3005,ITEM05417,10
2026,ITEM07813,10
4661,ITEM07785,1
1612,ITEM08035,9
3478,ITEM08482,1
1818,ITEM07280,9
4132,ITEM05840,5
755,ITEM06406,1
430,ITEM09128,10
4527,ITEM08220,7
4290,ITEM05014,2
1511,ITEM06292,5
3352,ITEM05443,8
149,ITEM05839,9
4551,ITEM07362,2
1600,ITEM05426,1
4348,ITEM09925,8
4652,ITEM08617,7
415,ITEM06883,1
2354,ITEM05640,1
3805,ITEM05178,5
3468,ITEM07822,3
4801,ITEM07733,8
2692,ITEM06842,7
4394,ITEM06766,1
1084,ITEM06638,6
3575,ITEM07958,8
534,ITEM06322,4
4862,ITEM07546,7
2822,ITEM06108,5
4712,ITEM08120,9
3467,ITEM07804,6
4844,ITEM06095,6
4635,ITEM05201,1
2150,ITEM05054,7
4404,ITEM05960,5
761,ITEM05796,10
269,ITEM08161,3
4478,ITEM09780,2
124,ITEM09428,8
573,ITEM07930,8
4148,ITEM07951,3
2769,ITEM06108,1
299,ITEM06566,10
644,ITEM05747,10
1849,ITEM08796,10
1078,ITEM05327,3
2101,ITEM05736,2
4582,ITEM05057,3
2506,ITEM07703,7
4432,ITEM09710,10
1677,ITEM07394,7
4177,ITEM05127,2
2603,ITEM07955,2
669,ITEM05677,6
196,ITEM09223,5
149,ITEM05844,5
2281,ITEM08136,5
4316,ITEM06409,9
3694,ITEM08264,8
1814,ITEM08691,1
653,ITEM07067,4
688,ITEM07560,8
4387,ITEM05716,7
2900,ITEM06878,8
1662,ITEM09006,10
513,ITEM06023,9
2770,ITEM09273,5
2059,ITEM06270,4
4091,ITEM08559,9
2178,ITEM07093,4
4088,ITEM06925,9
3493,ITEM07055,10
4856,ITEM07686,8
3398,ITEM09272,7
2370,ITEM06989,1
3087,ITEM05524,1
4282,ITEM06571,7
1165,ITEM06303,2
1645,ITEM08099,2
2974,ITEM09635,7
3793,ITEM05942,8
2211,ITEM06014,4
604,ITEM07636,2
948,ITEM08710,6
2519,ITEM09051,10
4282,ITEM07223,6
2866,ITEM09961,6
624,ITEM08711,5
4632,ITEM08208,4
2327,ITEM08385,4
4304,ITEM05387,9
1394,ITEM07516,4
540,ITEM07779,5
2635,ITEM06795,9
3129,ITEM08423,6
2727,ITEM07930,7
4047,ITEM09078,10
588,ITEM09705,3
2379,ITEM09215,4
1149,ITEM06972,3
1013,ITEM08662,3
3639,ITEM09796,4
3406,ITEM05680,10
652,ITEM09247,3
2295,ITEM08358,4
4864,ITEM06121,8
1641,ITEM05700,10
377,ITEM06336,7
2298,ITEM07263,9
2678,ITEM06781,9
1768,ITEM05926,3
814,ITEM05916,6
2264,ITEM08014,7
2571,ITEM07128,5
2873,ITEM07394,8
4369,ITEM06011,5
3833,ITEM05749,9
2099,ITEM09563,9
1583,ITEM07916,2
2802,ITEM05387,1
1093,ITEM06938,3
4565,ITEM06948,2
