SessionID,UserID,SessionStart,SessionDuration,DeviceType,IPAddress,InternalSource
SESSION01838,USR01001,2024-07-12 20:29:56,5468,Desktop,52.182.66.250,App
SESSION01839,USR02923,2024-05-10 23:43:39,1783,Tablet,144.222.48.26,Website
SESSION01840,USR08968,2024-03-09 20:16:09,3915,Tablet,71.151.201.207,App
SESSION01841,USR02443,2024-05-21 06:56:00,5098,Tablet,41.46.65.117,App
SESSION01842,USR07264,2024-02-15 02:37:52,2286,Desktop,53.69.1.0,API
SESSION01843,USR02465,2024-10-27 12:09:26,1969,Mobile,121.232.216.94,Website
SESSION01844,USR08492,2024-05-18 19:24:30,6745,Tablet,7.143.161.118,API
SESSION01845,USR01285,2024-04-06 12:47:58,1539,Tablet,206.86.170.22,Website
SESSION01846,USR04711,2024-04-17 17:49:12,2024,Tablet,169.94.100.252,Website
SESSION01847,USR00834,2024-08-01 20:35:55,2121,Mobile,70.102.199.219,App
SESSION01848,USR08762,2024-01-29 16:08:27,1737,Mobile,191.22.144.115,API
SESSION01849,USR08215,2024-08-16 15:35:25,3182,Mobile,22.213.51.86,API
SESSION01850,USR03363,2024-10-26 18:20:36,163,Tablet,179.236.240.111,Website
SESSION01851,USR08872,2024-07-03 16:28:47,3232,Tablet,27.90.22.16,App
SESSION01852,USR06898,2024-07-09 07:25:05,4895,Desktop,128.48.203.213,API
SESSION01853,USR07887,2024-07-12 22:43:16,3122,Desktop,47.44.134.248,API
SESSION01854,USR05789,2024-09-15 10:46:59,2138,Mobile,209.170.54.49,App
SESSION01855,USR07937,2024-05-07 21:18:23,3536,Desktop,169.149.227.119,App
SESSION01856,USR07542,2024-11-16 07:19:21,4873,Tablet,186.122.224.42,Website
SESSION01857,USR05254,2024-08-27 15:22:44,993,Desktop,67.184.96.80,API
SESSION01858,USR09040,2024-07-05 22:00:40,7148,Mobile,81.220.19.65,API
SESSION01859,USR05665,2024-12-10 20:49:58,6022,Desktop,132.104.154.216,App
SESSION01860,USR04754,2024-07-28 16:31:38,2445,Desktop,217.43.10.238,App
SESSION01861,USR02463,2024-08-17 16:55:32,3204,Tablet,178.152.58.83,Website
SESSION01862,USR09572,2024-10-20 06:37:19,4226,Tablet,190.195.241.17,App
SESSION01863,USR04027,2024-08-10 13:19:59,2725,Mobile,140.227.54.196,API
SESSION01864,USR02738,2024-04-16 07:43:44,4482,Tablet,78.74.176.71,App
SESSION01865,USR04042,2024-08-16 23:58:54,6243,Desktop,104.13.237.80,Website
SESSION01866,USR03409,2023-12-21 04:26:47,1641,Desktop,151.178.90.77,API
SESSION01867,USR09825,2024-10-16 23:49:18,692,Mobile,21.250.145.206,API
SESSION01868,USR07559,2024-04-17 03:13:41,4599,Mobile,57.125.60.55,App
SESSION01869,USR06816,2023-12-25 03:57:08,387,Mobile,21.123.137.97,Website
SESSION01870,USR07217,2024-03-03 13:52:11,3373,Mobile,44.55.5.67,App
SESSION01871,USR02058,2024-08-03 18:23:27,1277,Tablet,157.161.66.164,Website
SESSION01872,USR05339,2024-03-22 07:59:23,2351,Tablet,149.107.153.153,Website
SESSION01873,USR09974,2024-05-18 20:20:24,6322,Desktop,163.119.163.197,App
SESSION01874,USR01441,2024-07-23 18:18:02,5925,Mobile,10.140.117.86,App
SESSION01875,USR01191,2024-03-18 10:26:16,1646,Desktop,22.198.133.252,Website
SESSION01876,USR09991,2024-10-15 11:30:33,4388,Tablet,151.164.107.202,API
SESSION01877,USR03078,2024-01-26 22:04:21,4862,Mobile,133.65.250.191,Website
SESSION01878,USR07819,2024-11-23 19:20:56,1301,Mobile,162.146.29.81,API
SESSION01879,USR07121,2024-11-19 23:46:30,2788,Tablet,71.203.197.227,App
SESSION01880,USR00359,2024-02-15 07:17:56,6270,Mobile,219.59.194.250,Website
SESSION01881,USR09311,2024-09-30 21:55:48,217,Tablet,220.142.201.192,App
SESSION01882,USR04429,2024-10-22 12:26:38,6971,Tablet,128.82.91.118,API
SESSION01883,USR04674,2024-06-21 09:27:13,2126,Mobile,121.94.130.120,Website
SESSION01884,USR06913,2024-09-07 21:58:57,1428,Mobile,63.241.162.254,API
SESSION01885,USR00952,2024-01-01 23:49:03,209,Tablet,188.61.59.181,Website
SESSION01886,USR09676,2024-03-03 12:25:03,1288,Mobile,52.213.58.166,Website
SESSION01887,USR08083,2024-11-07 17:41:59,2164,Tablet,82.45.88.34,App
SESSION01888,USR01289,2024-12-14 06:04:29,5648,Tablet,128.139.110.106,Website
SESSION01889,USR02483,2024-12-18 14:19:13,4899,Tablet,118.219.152.249,App
SESSION01890,USR02207,2024-05-09 04:42:02,964,Desktop,86.23.70.215,App
SESSION01891,USR08499,2024-10-30 11:20:43,599,Tablet,97.172.92.170,App
SESSION01892,USR01631,2024-10-20 07:53:26,1418,Mobile,121.134.11.138,Website
SESSION01893,USR05814,2024-06-15 12:31:02,1682,Desktop,102.213.180.153,Website
SESSION01894,USR06172,2024-07-30 06:46:36,3865,Desktop,212.133.139.17,App
SESSION01895,USR03348,2024-06-17 04:57:04,1834,Desktop,105.104.87.70,Website
SESSION01896,USR09412,2024-03-25 21:12:12,814,Tablet,52.101.167.167,App
SESSION01897,USR01415,2024-02-22 19:00:29,6862,Mobile,136.158.101.177,App
SESSION01898,USR08232,2024-09-21 13:00:01,284,Tablet,64.0.48.119,App
SESSION01899,USR01607,2024-01-04 18:45:56,2163,Mobile,86.28.225.230,App
SESSION01900,USR05740,2024-01-21 23:58:53,6433,Desktop,21.85.206.75,App
SESSION01901,USR01262,2024-05-12 15:54:42,6202,Mobile,43.186.64.231,API
SESSION01902,USR08105,2024-10-03 06:29:38,3123,Desktop,47.210.189.62,API
SESSION01903,USR07729,2024-11-17 02:31:40,2420,Tablet,198.161.192.63,Website
SESSION01904,USR04594,2024-11-01 10:06:54,6126,Tablet,75.74.60.235,Website
SESSION01905,USR01917,2024-11-22 09:28:15,2213,Tablet,64.191.205.3,App
SESSION01906,USR06187,2024-09-07 11:57:42,7026,Desktop,90.52.159.221,App
SESSION01907,USR07901,2024-10-18 08:06:40,7025,Mobile,137.238.87.159,App
SESSION01908,USR07852,2024-03-30 21:07:24,5045,Mobile,114.230.17.4,Website
SESSION01909,USR02165,2024-05-26 10:03:35,3871,Mobile,91.148.100.230,App
SESSION01910,USR09916,2024-07-23 19:23:06,4933,Desktop,185.241.233.48,Website
SESSION01911,USR04078,2024-04-19 04:22:42,2422,Desktop,67.157.205.110,API
SESSION01912,USR06110,2024-07-06 20:03:55,5072,Mobile,119.31.185.159,Website
SESSION01913,USR00025,2024-04-10 00:23:32,4414,Mobile,5.74.159.124,Website
SESSION01914,USR05163,2024-07-22 00:36:53,630,Mobile,174.28.249.240,App
SESSION01915,USR03861,2024-11-29 14:46:29,2485,Tablet,130.136.205.72,API
SESSION01916,USR01741,2024-03-11 04:18:31,610,Mobile,173.254.7.59,API
SESSION01917,USR01875,2024-12-05 08:17:32,6323,Mobile,126.196.208.180,API
SESSION01918,USR06949,2024-09-12 19:59:23,4361,Desktop,218.101.153.132,API
SESSION01919,USR09468,2024-08-04 09:58:14,3146,Tablet,222.196.30.45,Website
SESSION01920,USR04107,2024-09-19 21:19:47,5826,Desktop,134.79.134.161,App
SESSION01921,USR05541,2024-01-04 20:52:38,4902,Desktop,82.98.134.195,API
SESSION01922,USR02968,2024-09-17 16:39:55,1054,Desktop,109.247.135.72,API
SESSION01923,USR09327,2024-05-22 20:53:18,5799,Desktop,159.189.172.14,App
SESSION01924,USR02214,2024-07-07 05:03:32,4698,Desktop,66.223.203.166,API
SESSION01925,USR00409,2023-12-28 16:40:43,3824,Desktop,213.233.103.29,Website
SESSION01926,USR03752,2024-07-31 14:36:23,2674,Tablet,108.212.12.204,Website
SESSION01927,USR09779,2023-12-29 17:10:29,25,Tablet,172.209.42.22,Website
SESSION01928,USR03550,2024-10-03 06:14:37,3663,Desktop,32.163.112.173,App
SESSION01929,USR03411,2024-06-09 09:54:45,2790,Mobile,130.254.162.91,API
SESSION01930,USR08281,2024-01-09 06:05:27,3473,Desktop,159.112.35.21,App
SESSION01931,USR03050,2024-04-29 13:05:28,1048,Tablet,118.20.125.213,App
SESSION01932,USR00378,2024-01-11 18:08:26,5009,Mobile,118.214.156.170,Website
SESSION01933,USR02455,2024-02-19 16:28:53,5175,Desktop,212.161.27.189,API
SESSION01934,USR07068,2024-01-05 13:27:42,4921,Mobile,26.26.123.60,Website
SESSION01935,USR08548,2024-11-30 06:17:49,2530,Tablet,221.145.87.120,App
SESSION01936,USR07601,2024-11-06 02:28:22,3758,Desktop,172.70.45.184,App
SESSION01937,USR01319,2024-08-22 05:59:12,6901,Tablet,52.158.125.169,API
SESSION01938,USR04090,2024-08-30 10:24:00,599,Tablet,57.181.19.236,App
SESSION01939,USR05909,2024-11-25 10:17:50,7126,Tablet,184.31.80.91,Website
SESSION01940,USR08882,2024-06-26 21:32:11,2998,Mobile,35.179.175.154,App
SESSION01941,USR05296,2024-08-28 14:27:24,1115,Desktop,80.240.78.11,App
SESSION01942,USR05104,2024-06-06 06:47:53,5656,Desktop,121.17.187.66,Website
SESSION01943,USR01483,2024-02-05 20:49:46,3088,Mobile,13.1.204.240,API
SESSION01944,USR09818,2024-03-31 09:50:48,2628,Desktop,15.89.73.15,App
SESSION01945,USR02355,2024-09-09 17:24:58,6925,Desktop,207.239.52.87,Website
SESSION01946,USR00992,2024-05-05 01:37:07,4148,Tablet,113.185.13.36,API
SESSION01947,USR04599,2024-03-26 22:12:32,3663,Tablet,161.146.185.114,App
SESSION01948,USR00162,2024-10-23 15:47:41,5722,Desktop,65.44.108.162,App
SESSION01949,USR03193,2024-09-24 17:50:54,6195,Tablet,43.108.54.180,Website
SESSION01950,USR07911,2024-10-23 05:25:54,628,Tablet,168.213.144.121,Website
SESSION01951,USR01845,2024-02-04 05:38:54,2177,Desktop,142.181.34.161,API
SESSION01952,USR09854,2024-03-23 19:11:04,701,Tablet,68.94.200.31,API
SESSION01953,USR07692,2024-01-31 20:03:03,2561,Mobile,189.245.136.73,Website
SESSION01954,USR07567,2024-08-29 19:22:30,2332,Desktop,51.52.23.250,App
SESSION01955,USR03300,2024-11-04 21:37:10,2951,Mobile,211.64.15.134,Website
SESSION01956,USR04104,2024-07-08 00:18:58,2576,Mobile,93.34.198.129,App
SESSION01957,USR07306,2024-03-24 04:56:08,4804,Desktop,194.55.80.7,API
SESSION01958,USR06490,2024-04-14 22:34:13,3814,Mobile,204.47.242.21,App
SESSION01959,USR02356,2024-11-28 18:20:25,1824,Desktop,212.5.199.245,App
SESSION01960,USR00843,2024-03-16 20:01:15,3803,Tablet,113.137.152.215,App
SESSION01961,USR08062,2024-11-12 05:15:58,2911,Tablet,190.111.197.68,App
SESSION01962,USR09031,2024-02-12 15:04:09,3568,Desktop,10.119.142.55,API
SESSION01963,USR02649,2024-06-04 09:34:30,6179,Tablet,60.64.52.215,API
SESSION01964,USR01909,2023-12-21 00:49:49,441,Mobile,89.141.33.18,Website
SESSION01965,USR06450,2024-09-08 19:08:56,3514,Desktop,192.122.241.202,API
SESSION01966,USR03062,2024-08-15 20:49:29,4766,Tablet,62.178.78.220,Website
SESSION01967,USR07658,2024-12-10 21:44:32,391,Desktop,64.158.54.27,Website
SESSION01968,USR01071,2024-02-14 08:22:35,5693,Mobile,177.119.183.243,Website
SESSION01969,USR04430,2024-03-31 14:48:47,1378,Mobile,79.83.118.242,API
SESSION01970,USR00058,2024-04-09 22:38:40,3018,Mobile,79.37.167.215,API
SESSION01971,USR09142,2024-01-06 04:38:10,4767,Mobile,200.29.87.27,App
SESSION01972,USR03425,2024-06-01 11:20:55,3238,Mobile,94.140.71.61,Website
SESSION01973,USR06197,2024-01-18 15:49:25,2202,Tablet,79.190.195.181,Website
SESSION01974,USR08348,2024-05-23 03:23:44,3645,Mobile,138.253.241.130,Website
SESSION01975,USR08443,2024-07-21 01:43:35,190,Desktop,21.34.169.41,Website
SESSION01976,USR02052,2024-05-05 02:15:45,3030,Desktop,126.116.50.198,Website
SESSION01977,USR04224,2024-09-07 03:41:43,3807,Tablet,16.195.35.214,API
SESSION01978,USR04482,2024-08-03 07:52:19,5592,Mobile,170.15.45.63,Website
SESSION01979,USR09953,2024-03-22 12:12:32,674,Tablet,185.108.150.182,App
SESSION01980,USR09315,2024-01-04 23:15:35,149,Mobile,144.109.219.200,Website
SESSION01981,USR09903,2024-05-24 08:00:35,7127,Mobile,113.148.75.29,API
SESSION01982,USR01825,2024-11-05 16:14:29,5238,Tablet,213.105.128.244,Website
SESSION01983,USR08222,2024-12-02 20:24:19,150,Mobile,201.231.236.20,API
SESSION01984,USR03617,2024-05-28 07:27:52,3647,Desktop,63.41.59.173,Website
SESSION01985,USR09128,2024-09-20 14:17:54,1855,Tablet,161.41.73.94,API
SESSION01986,USR04582,2024-04-07 20:11:37,5510,Desktop,107.112.12.66,API
SESSION01987,USR00013,2024-08-06 05:22:14,3136,Desktop,121.173.221.86,API
SESSION01988,USR01901,2024-06-17 03:36:32,6557,Mobile,72.70.245.151,App
SESSION01989,USR08048,2024-07-30 23:36:07,214,Desktop,220.112.46.239,App
SESSION01990,USR06803,2024-06-05 05:52:04,4877,Tablet,30.253.0.124,App
SESSION01991,USR02634,2024-03-09 23:25:41,3079,Desktop,92.204.119.173,App
SESSION01992,USR01003,2024-11-04 14:30:38,2050,Desktop,214.166.21.80,API
SESSION01993,USR08067,2024-09-29 20:16:16,432,Mobile,78.235.147.209,API
SESSION01994,USR00912,2024-03-12 06:21:34,5772,Mobile,163.164.187.3,API
SESSION01995,USR05582,2024-02-26 19:22:46,4500,Mobile,174.70.82.37,Website
SESSION01996,USR09332,2024-05-03 04:51:13,2399,Desktop,213.209.236.220,App
SESSION01997,USR03496,2024-03-21 02:34:04,2037,Tablet,161.218.43.102,Website
SESSION01998,USR04620,2024-08-21 12:12:37,1383,Tablet,90.38.89.26,API
SESSION01999,USR00871,2024-10-21 02:25:22,4359,Tablet,216.231.136.166,API
SESSION02000,USR09409,2024-02-04 18:35:20,3175,Tablet,134.220.40.8,App
SESSION02001,USR03432,2024-11-22 22:00:27,1032,Mobile,181.82.195.7,API
SESSION02002,USR02120,2024-11-28 21:01:02,5635,Desktop,129.128.36.249,API
SESSION02003,USR06622,2023-12-24 13:42:41,7070,Tablet,134.177.202.48,App
SESSION02004,USR01386,2024-02-29 23:47:41,1642,Tablet,211.72.134.215,API
SESSION02005,USR07101,2024-08-18 06:02:49,3640,Desktop,191.138.107.101,App
SESSION02006,USR09736,2024-02-19 17:03:20,5234,Desktop,44.250.76.79,App
SESSION02007,USR09551,2024-01-19 12:15:26,2842,Mobile,113.221.50.184,Website
SESSION02008,USR07850,2024-12-10 08:32:30,3406,Desktop,218.101.94.46,App
SESSION02009,USR06463,2023-12-26 09:25:13,4950,Tablet,102.123.158.227,App
SESSION02010,USR08153,2024-06-09 19:10:31,3574,Mobile,132.177.4.49,Website
SESSION02011,USR08606,2024-12-07 04:54:15,6581,Tablet,72.100.187.12,App
SESSION02012,USR09651,2024-11-08 04:24:22,3690,Desktop,55.173.57.212,API
SESSION02013,USR03277,2024-04-15 05:22:12,3161,Tablet,178.198.72.82,App
SESSION02014,USR05702,2024-10-29 06:01:51,7055,Desktop,212.129.17.16,API
SESSION02015,USR08224,2024-10-31 14:28:45,6917,Desktop,101.162.222.107,Website
SESSION02016,USR02747,2024-11-11 09:44:15,5886,Tablet,116.220.95.108,Website
SESSION02017,USR09754,2024-06-28 06:46:50,3902,Mobile,154.125.181.8,Website
SESSION02018,USR02174,2024-04-01 04:25:37,4135,Desktop,122.164.183.249,API
SESSION02019,USR01989,2024-06-18 03:05:19,6011,Tablet,180.240.184.77,API
SESSION02020,USR04628,2024-07-17 05:40:45,283,Tablet,107.252.182.131,Website
SESSION02021,USR00837,2024-10-06 17:06:01,4641,Desktop,83.243.76.115,Website
SESSION02022,USR02991,2024-04-02 04:29:58,1430,Mobile,25.37.126.129,API
SESSION02023,USR04576,2024-10-04 04:35:42,2280,Desktop,109.28.104.164,App
SESSION02024,USR09933,2024-06-16 14:14:49,5792,Desktop,173.23.161.237,Website
SESSION02025,USR00627,2024-01-11 20:43:46,5739,Tablet,116.241.160.235,API
SESSION02026,USR07625,2024-07-10 09:37:49,154,Mobile,71.54.131.119,App
SESSION02027,USR03621,2024-12-15 18:51:35,2213,Desktop,197.75.174.254,Website
SESSION02028,USR05837,2024-04-25 00:12:33,2391,Mobile,31.168.83.119,App
SESSION02029,USR08793,2024-03-10 05:33:19,421,Mobile,192.22.106.6,API
SESSION02030,USR09298,2024-03-29 13:00:07,1733,Desktop,84.237.103.170,Website
SESSION02031,USR03452,2024-05-07 13:29:06,6189,Tablet,79.112.213.253,API
SESSION02032,USR03159,2024-04-06 22:36:12,2766,Desktop,138.92.18.185,App
SESSION02033,USR05314,2024-05-01 13:28:51,720,Mobile,161.231.32.126,API
SESSION02034,USR04665,2024-03-01 22:08:18,4705,Mobile,184.4.22.221,API
SESSION02035,USR09997,2024-06-10 15:09:23,3260,Mobile,140.6.143.12,Website
SESSION02036,USR03938,2024-02-11 06:01:36,5834,Desktop,162.158.61.165,Website
SESSION02037,USR08604,2024-02-06 01:37:45,6401,Mobile,5.214.146.63,App
SESSION02038,USR03258,2024-11-21 09:17:05,1335,Desktop,222.16.24.221,Website
SESSION02039,USR00059,2024-12-15 09:59:48,5086,Tablet,137.126.243.239,Website
SESSION02040,USR06268,2024-07-26 10:29:25,3914,Mobile,169.138.209.12,Website
SESSION02041,USR07226,2024-08-26 18:53:38,1966,Mobile,26.110.134.131,API
SESSION02042,USR02268,2024-09-16 17:12:39,3529,Desktop,28.30.159.10,API
SESSION02043,USR09240,2024-08-07 22:00:03,6857,Desktop,170.95.182.78,API
SESSION02044,USR03187,2024-04-08 10:10:22,1143,Mobile,201.38.103.76,App
SESSION02045,USR08721,2024-04-22 15:34:19,361,Tablet,2.240.156.87,API
SESSION02046,USR00952,2024-09-01 19:26:09,7151,Desktop,139.32.129.186,Website
SESSION02047,USR01279,2024-02-21 13:07:15,4511,Tablet,118.232.122.104,API
SESSION02048,USR09772,2024-09-15 01:50:38,6486,Mobile,122.248.100.95,App
SESSION02049,USR08223,2024-07-25 16:12:26,3540,Desktop,21.206.169.10,Website
SESSION02050,USR00362,2024-11-15 06:27:37,6143,Tablet,63.97.57.125,Website
SESSION02051,USR04710,2024-06-05 14:06:36,1011,Desktop,115.33.209.209,API
SESSION02052,USR06930,2024-11-07 00:57:55,5895,Tablet,36.153.243.89,API
SESSION02053,USR02260,2024-06-04 11:48:53,2525,Desktop,152.252.113.218,API
SESSION02054,USR01279,2024-06-29 02:00:09,189,Tablet,135.22.107.46,Website
SESSION02055,USR07949,2024-08-07 17:21:16,6801,Mobile,191.81.28.162,App
SESSION02056,USR00415,2024-09-24 09:19:45,916,Mobile,110.244.54.133,App
SESSION02057,USR01930,2024-11-14 11:24:02,1713,Desktop,132.205.184.73,Website
SESSION02058,USR02018,2024-03-11 16:25:06,128,Tablet,31.226.107.141,API
SESSION02059,USR07447,2024-07-24 19:18:56,4628,Mobile,52.103.169.83,API
SESSION02060,USR08843,2024-09-29 12:50:48,339,Desktop,27.185.35.135,API
SESSION02061,USR05240,2024-11-06 02:46:23,4058,Desktop,92.27.59.74,Website
SESSION02062,USR04718,2024-06-21 17:18:07,4909,Mobile,181.121.45.44,API
SESSION02063,USR04186,2024-07-11 08:14:28,5402,Desktop,184.108.97.120,API
SESSION02064,USR03409,2024-08-27 12:12:42,4421,Mobile,222.36.63.88,App
SESSION02065,USR01144,2024-05-27 18:41:16,4838,Mobile,147.35.99.78,App
SESSION02066,USR06155,2024-03-15 10:26:16,2444,Desktop,3.244.157.49,API
SESSION02067,USR05757,2024-02-12 11:23:29,76,Desktop,220.137.167.33,API
SESSION02068,USR00786,2024-10-17 22:24:22,7045,Tablet,77.114.245.227,API
SESSION02069,USR03826,2024-08-04 18:50:40,3602,Mobile,66.109.45.131,App
SESSION02070,USR05250,2024-03-06 09:31:32,2033,Desktop,57.60.49.28,App
SESSION02071,USR09343,2024-05-06 16:50:50,6804,Mobile,39.210.115.220,API
SESSION02072,USR04039,2024-05-04 06:23:11,6959,Tablet,60.168.77.19,Website
SESSION02073,USR09567,2024-06-09 02:37:44,3218,Tablet,99.132.226.48,App
SESSION02074,USR04538,2024-11-09 05:45:15,6330,Desktop,149.83.43.166,App
SESSION02075,USR02502,2024-02-16 08:59:09,6082,Tablet,19.194.9.251,API
SESSION02076,USR05886,2023-12-30 14:52:43,1605,Tablet,216.201.214.250,App
SESSION02077,USR04195,2024-05-16 10:21:20,434,Tablet,191.202.124.166,App
SESSION02078,USR08857,2024-05-10 19:36:22,5755,Tablet,208.137.123.6,Website
SESSION02079,USR04183,2024-07-05 16:57:25,5155,Desktop,36.161.219.57,Website
SESSION02080,USR04853,2024-10-04 08:15:09,4578,Desktop,113.24.9.49,API
SESSION02081,USR06499,2024-08-01 03:24:16,6941,Desktop,162.0.201.191,API
SESSION02082,USR03806,2024-04-03 07:23:26,2813,Tablet,181.220.109.93,App
SESSION02083,USR01227,2024-04-13 01:45:14,2659,Mobile,178.121.109.227,Website
SESSION02084,USR05955,2024-03-02 13:39:58,5921,Desktop,95.116.253.41,App
SESSION02085,USR07826,2024-11-19 02:21:45,4696,Tablet,43.99.169.115,API
SESSION02086,USR01864,2024-03-01 01:43:35,6819,Tablet,140.154.14.107,App
SESSION02087,USR09620,2024-06-21 01:56:11,6361,Tablet,56.172.216.37,API
SESSION02088,USR09860,2024-12-07 07:44:42,298,Tablet,135.5.39.171,App
SESSION02089,USR07766,2024-07-29 04:09:53,1613,Mobile,195.139.0.158,Website
SESSION02090,USR05085,2024-08-15 03:37:40,5730,Desktop,155.16.172.77,App
SESSION02091,USR03996,2024-11-22 16:45:33,154,Mobile,187.117.49.66,API
SESSION02092,USR02841,2024-08-24 20:59:22,5983,Mobile,135.222.157.8,API
SESSION02093,USR00603,2024-11-20 05:27:59,600,Desktop,130.153.226.184,API
SESSION02094,USR08885,2024-07-22 12:08:13,2961,Desktop,216.35.250.73,App
SESSION02095,USR01534,2024-07-30 21:15:03,4218,Tablet,34.150.5.221,Website
SESSION02096,USR03638,2024-12-06 12:48:03,1384,Tablet,65.123.12.238,Website
SESSION02097,USR00999,2024-03-09 05:20:53,3788,Tablet,185.71.200.202,API
SESSION02098,USR04731,2024-07-11 22:01:16,1639,Mobile,72.98.156.211,App
SESSION02099,USR04905,2024-03-18 13:32:03,6490,Tablet,17.7.48.30,Website
SESSION02100,USR09605,2024-03-07 17:08:36,6145,Desktop,70.69.194.74,App
SESSION02101,USR02388,2024-06-21 09:47:13,1365,Desktop,170.22.112.182,Website
SESSION02102,USR03201,2024-01-03 18:04:04,5149,Tablet,191.178.227.65,App
SESSION02103,USR00958,2024-05-30 00:55:08,2845,Tablet,59.118.225.78,Website
SESSION02104,USR06825,2023-12-25 04:50:00,3346,Tablet,82.133.204.52,API
SESSION02105,USR01748,2024-05-21 17:58:31,3320,Tablet,14.197.146.78,Website
SESSION02106,USR06728,2024-03-23 08:28:01,3315,Tablet,71.39.97.234,App
SESSION02107,USR03426,2024-06-29 00:51:28,6094,Desktop,87.87.59.234,Website
SESSION02108,USR01460,2024-04-20 05:04:57,514,Desktop,73.159.171.34,Website
SESSION02109,USR06850,2024-06-21 16:02:16,3311,Desktop,112.108.203.210,App
SESSION02110,USR06758,2024-01-28 05:35:30,2085,Desktop,165.91.133.243,Website
SESSION02111,USR01790,2024-11-29 01:53:13,646,Tablet,192.3.208.182,Website
SESSION02112,USR07094,2024-04-10 10:37:02,7069,Mobile,74.201.211.60,Website
SESSION02113,USR02741,2024-12-10 09:03:56,3241,Desktop,85.23.209.1,App
SESSION02114,USR00677,2024-11-17 01:11:37,310,Tablet,66.53.8.224,Website
SESSION02115,USR06573,2024-07-15 13:53:25,3850,Mobile,92.187.218.220,Website
SESSION02116,USR05009,2024-08-24 19:24:08,4618,Desktop,40.245.95.52,App
SESSION02117,USR03149,2024-06-30 08:58:46,958,Tablet,178.160.156.76,API
SESSION02118,USR02582,2024-04-16 00:03:55,3563,Desktop,180.95.103.27,API
SESSION02119,USR04991,2024-07-12 10:36:27,4955,Tablet,17.72.185.241,API
SESSION02120,USR08117,2024-03-11 11:29:26,6478,Tablet,201.192.136.73,App
SESSION02121,USR02609,2024-11-27 23:45:21,6785,Tablet,43.142.93.152,Website
SESSION02122,USR03113,2024-01-14 06:23:47,5747,Mobile,70.27.205.253,Website
SESSION02123,USR04407,2024-06-30 09:28:06,3428,Mobile,174.249.107.237,Website
SESSION02124,USR08986,2024-11-17 02:21:29,7109,Mobile,136.105.236.31,App
SESSION02125,USR07013,2024-03-03 04:21:33,6302,Tablet,61.56.66.25,App
SESSION02126,USR07381,2024-01-09 19:59:21,3002,Mobile,223.226.131.119,App
SESSION02127,USR04270,2024-01-21 20:46:53,6395,Desktop,30.212.1.242,App
SESSION02128,USR09199,2024-09-20 20:52:41,3512,Desktop,187.226.249.199,Website
SESSION02129,USR07910,2024-05-24 06:15:26,3108,Desktop,223.36.177.72,Website
SESSION02130,USR06133,2023-12-27 22:09:55,823,Tablet,95.142.157.220,Website
SESSION02131,USR05024,2024-06-26 15:33:50,6210,Mobile,47.125.165.240,Website
SESSION02132,USR05962,2024-05-30 00:32:23,2715,Tablet,220.250.75.29,Website
SESSION02133,USR00289,2024-02-28 10:14:53,5152,Tablet,163.113.129.135,Website
SESSION02134,USR08355,2024-05-25 08:38:32,3548,Tablet,50.93.210.218,API
SESSION02135,USR01544,2024-08-13 06:28:04,634,Mobile,137.79.46.239,Website
SESSION02136,USR02653,2024-04-29 09:51:04,6910,Desktop,12.6.86.84,Website
SESSION02137,USR09868,2024-09-23 08:30:25,6850,Mobile,26.255.78.101,Website
SESSION02138,USR05101,2024-09-06 03:20:55,7037,Tablet,58.232.127.181,Website
SESSION02139,USR00450,2024-12-13 22:53:53,4002,Desktop,132.99.168.74,Website
SESSION02140,USR00270,2024-05-26 18:30:47,5528,Desktop,67.108.61.149,Website
SESSION02141,USR05399,2024-06-16 06:26:42,3099,Desktop,167.25.47.227,API
SESSION02142,USR09255,2024-08-08 17:50:00,5654,Tablet,4.157.241.240,Website
SESSION02143,USR08651,2024-03-08 14:50:10,5146,Mobile,72.116.105.114,App
SESSION02144,USR07658,2023-12-30 21:23:21,2405,Desktop,223.76.90.174,Website
SESSION02145,USR01040,2024-04-20 00:14:07,3279,Tablet,65.110.14.236,Website
SESSION02146,USR02749,2024-12-01 13:02:05,977,Mobile,4.60.120.30,App
SESSION02147,USR06851,2024-11-23 12:29:35,5759,Desktop,194.76.72.60,Website
SESSION02148,USR00300,2024-02-18 03:24:02,3962,Mobile,204.129.151.110,Website
SESSION02149,USR04391,2024-01-26 13:56:38,4499,Tablet,96.212.18.96,API
SESSION02150,USR09026,2024-03-02 13:09:22,3765,Mobile,27.53.84.122,App
SESSION02151,USR00157,2024-07-16 04:48:37,3053,Desktop,77.196.178.24,API
SESSION02152,USR02296,2024-09-28 23:53:50,6384,Mobile,96.18.227.72,Website
SESSION02153,USR07771,2024-04-28 02:36:39,2327,Desktop,64.206.18.14,Website
SESSION02154,USR05001,2024-05-27 23:20:15,4232,Mobile,52.232.39.103,Website
SESSION02155,USR08931,2024-06-22 02:43:35,1678,Tablet,96.73.58.169,App
SESSION02156,USR05668,2023-12-26 13:26:36,2935,Tablet,106.240.249.143,API
SESSION02157,USR03595,2024-10-08 05:18:03,1567,Mobile,107.7.42.230,App
SESSION02158,USR08940,2024-08-18 07:23:02,7038,Desktop,77.188.68.3,App
SESSION02159,USR09805,2024-06-27 00:37:50,5746,Mobile,11.62.111.8,App
