BranchID,ItemID,IsAvailable
BR03267,ITEM08417,1
BR07818,ITEM09698,1
BR08259,ITEM06861,0
BR00957,ITEM06164,1
BR02855,ITEM03537,1
BR04103,ITEM03274,1
BR07007,ITEM07955,1
BR00176,ITEM04230,0
BR07973,ITEM05292,1
BR02879,ITEM09940,1
BR02495,ITEM02190,1
BR04216,ITEM08027,0
BR04499,ITEM09529,1
BR05062,ITEM04750,0
BR02744,ITEM06953,0
BR09591,ITEM01303,0
BR03937,ITEM04167,1
BR01648,ITEM00551,0
BR09282,ITEM04462,1
BR00847,ITEM07653,1
BR02965,ITEM09438,1
BR03811,ITEM03349,1
BR07097,ITEM07672,0
BR01918,ITEM02866,1
BR00078,ITEM07893,1
BR04680,ITEM06072,1
BR01172,ITEM02087,0
BR07435,ITEM03071,0
BR06639,ITEM05988,0
BR08450,ITEM05195,1
BR07015,ITEM02606,0
BR08861,ITEM00997,1
BR07192,ITEM06826,0
BR04005,ITEM09082,1
BR00995,ITEM03545,1
BR07400,ITEM05750,0
BR00583,ITEM00267,1
BR05887,ITEM07216,1
BR07213,ITEM04037,1
BR02427,ITEM08524,1
BR08217,ITEM05876,1
BR02297,ITEM02680,0
BR01003,ITEM03495,1
BR08558,ITEM01672,1
BR04357,ITEM05858,1
BR06212,ITEM09053,1
BR03141,ITEM06475,1
BR01760,ITEM01765,1
BR05839,ITEM06066,0
BR00462,ITEM06102,1
BR09575,ITEM03194,1
BR05158,ITEM05351,0
BR01312,ITEM08199,0
BR02766,ITEM06655,0
BR01659,ITEM08533,0
BR04258,ITEM01862,0
BR06341,ITEM09975,1
BR01900,ITEM03292,0
BR03067,ITEM07316,0
BR00841,ITEM09138,0
BR03233,ITEM00159,0
BR01175,ITEM09734,0
BR04598,ITEM08069,1
BR00916,ITEM01308,1
BR01076,ITEM01024,1
BR03764,ITEM06728,1
BR03363,ITEM04103,0
BR08123,ITEM06887,0
BR08698,ITEM09437,0
BR01319,ITEM09655,1
BR08509,ITEM09113,1
BR04211,ITEM04863,0
BR07283,ITEM09574,0
BR04619,ITEM06315,1
BR01745,ITEM02803,1
BR07248,ITEM08823,1
BR00579,ITEM05051,0
BR03622,ITEM07063,1
BR01672,ITEM00411,1
BR00460,ITEM05079,1
BR04490,ITEM07938,0
BR03276,ITEM00005,1
BR02706,ITEM02774,1
BR02947,ITEM06709,1
BR06683,ITEM07310,0
BR07695,ITEM04878,0
BR08990,ITEM07934,1
BR00486,ITEM05764,0
BR07948,ITEM01368,0
BR07969,ITEM09295,0
BR05463,ITEM05786,0
BR02677,ITEM00452,1
BR01780,ITEM07181,1
BR01275,ITEM02645,1
BR06924,ITEM04106,0
BR01511,ITEM02756,0
BR02551,ITEM03638,0
BR07457,ITEM09271,1
BR08689,ITEM08675,1
BR07238,ITEM03713,0
BR00808,ITEM04644,1
BR01761,ITEM07872,0
BR00682,ITEM04161,1
BR06554,ITEM09377,1
BR02635,ITEM02261,0
BR07936,ITEM02055,0
BR04093,ITEM06768,0
BR00264,ITEM05806,1
BR04777,ITEM08779,0
BR01680,ITEM04161,1
BR06232,ITEM00856,1
BR03032,ITEM06607,0
BR04106,ITEM08418,0
BR00838,ITEM05306,1
BR05468,ITEM00234,0
BR05844,ITEM05408,0
BR01086,ITEM04186,1
BR01237,ITEM03258,1
BR05537,ITEM09549,1
BR03679,ITEM04677,0
BR00689,ITEM02045,0
BR06911,ITEM03100,0
BR01363,ITEM00439,1
BR00903,ITEM05916,1
BR02811,ITEM00145,1
BR04611,ITEM06453,0
BR05317,ITEM07128,1
BR03272,ITEM07312,0
BR04444,ITEM01949,0
BR03116,ITEM03480,1
BR01131,ITEM08158,1
BR00131,ITEM02333,1
BR01171,ITEM05024,1
BR02055,ITEM09032,0
BR06954,ITEM08758,1
BR05933,ITEM04347,1
BR07049,ITEM07259,0
BR08009,ITEM02681,1
BR03677,ITEM01715,1
BR01670,ITEM06489,1
BR04404,ITEM03727,0
BR04606,ITEM08535,0
BR02221,ITEM00941,1
BR07087,ITEM04532,0
BR05066,ITEM03508,0
BR06685,ITEM00818,1
BR05627,ITEM06289,0
BR06555,ITEM07065,1
BR00691,ITEM03964,1
BR08572,ITEM01104,1
BR04732,ITEM06856,0
BR07923,ITEM09647,1
BR06840,ITEM02224,0
BR04586,ITEM08999,0
BR09448,ITEM02590,0
BR06307,ITEM09368,0
BR03900,ITEM07374,0
BR09764,ITEM05750,0
BR00674,ITEM01814,1
BR03853,ITEM09782,0
BR09917,ITEM03087,0
BR07263,ITEM07908,1
BR05983,ITEM05087,1
BR06543,ITEM08746,0
BR06370,ITEM09222,1
BR06966,ITEM07958,0
BR04135,ITEM06609,0
BR07359,ITEM00389,0
BR09606,ITEM05119,1
BR03461,ITEM03807,0
BR09353,ITEM08992,1
BR02712,ITEM07212,0
BR08999,ITEM04759,0
BR02634,ITEM02443,1
BR09416,ITEM07901,1
BR01452,ITEM04611,1
BR08542,ITEM00014,1
BR08081,ITEM05022,1
BR09875,ITEM06894,0
BR08014,ITEM08763,1
BR00063,ITEM05517,0
BR01003,ITEM08461,0
BR02474,ITEM03536,0
BR08908,ITEM08088,1
BR09541,ITEM01829,1
BR01721,ITEM03251,0
BR09310,ITEM09723,0
BR09544,ITEM06311,0
BR08861,ITEM01151,0
BR04143,ITEM03726,0
BR02499,ITEM04244,1
BR02464,ITEM06705,1
BR06306,ITEM01475,0
BR03205,ITEM00530,1
BR03693,ITEM04295,1
BR01916,ITEM02223,1
BR07457,ITEM04904,1
BR05258,ITEM04074,1
BR04193,ITEM01068,0
BR06916,ITEM05658,0
BR06517,ITEM06693,1
BR04039,ITEM09734,0
BR05654,ITEM07699,0
BR06270,ITEM08180,1
BR01850,ITEM08384,0
BR05465,ITEM04144,0
BR09271,ITEM00975,1
BR08169,ITEM05853,0
BR01406,ITEM06959,1
BR09918,ITEM08996,1
BR00797,ITEM02981,0
BR09950,ITEM08625,1
BR09953,ITEM05806,0
BR06664,ITEM00902,1
BR07210,ITEM04118,0
BR09018,ITEM04565,1
BR01882,ITEM04401,0
BR06304,ITEM06124,1
BR07446,ITEM03897,0
BR04283,ITEM02865,1
BR09895,ITEM08300,1
BR02720,ITEM07972,0
BR04257,ITEM02040,1
BR02964,ITEM09794,1
BR09682,ITEM01156,1
BR08236,ITEM03400,1
BR08300,ITEM05991,1
BR03967,ITEM01895,0
BR04109,ITEM09192,1
BR09851,ITEM06344,1
BR06826,ITEM04304,0
BR08437,ITEM05389,1
BR04901,ITEM01939,0
BR08783,ITEM09840,0
BR06858,ITEM05449,1
BR09217,ITEM00966,0
BR09608,ITEM08155,0
BR05863,ITEM05093,0
BR01572,ITEM00011,0
BR05641,ITEM00604,1
BR08235,ITEM09602,1
BR01564,ITEM07977,0
BR00681,ITEM05218,0
BR04517,ITEM06638,0
BR06305,ITEM03262,0
BR07389,ITEM00680,1
BR05243,ITEM06579,0
BR04547,ITEM06470,1
BR06234,ITEM05711,0
BR02407,ITEM05821,1
BR03536,ITEM03056,1
BR08939,ITEM03936,1
BR01593,ITEM07390,0
BR01658,ITEM04763,1
BR01698,ITEM06728,1
BR01424,ITEM03904,1
BR02387,ITEM01777,1
BR04320,ITEM08521,1
BR07489,ITEM06841,0
BR03106,ITEM01421,0
BR07127,ITEM07626,1
BR02557,ITEM02470,1
BR07218,ITEM02662,1
BR02100,ITEM00230,0
BR01844,ITEM07907,0
BR02459,ITEM05732,0
BR00681,ITEM03542,1
BR04320,ITEM01089,0
BR08227,ITEM05129,0
BR08057,ITEM04798,1
BR03985,ITEM05764,1
BR00849,ITEM07980,0
BR05005,ITEM03510,1
BR07242,ITEM05053,1
BR03707,ITEM01934,1
BR07807,ITEM02496,0
BR05432,ITEM04562,1
BR01787,ITEM08489,1
BR07421,ITEM09003,1
BR05506,ITEM08115,1
BR02150,ITEM03170,0
BR03718,ITEM08824,0
BR04024,ITEM06088,0
BR01601,ITEM01896,0
BR06656,ITEM07764,1
BR03665,ITEM01331,0
BR06252,ITEM05401,1
BR02659,ITEM02008,0
BR01973,ITEM03442,0
BR01849,ITEM00221,0
BR05385,ITEM06186,0
BR08608,ITEM04947,1
BR03411,ITEM09889,0
BR04306,ITEM06592,0
BR05692,ITEM08878,0
BR02818,ITEM02896,0
BR08294,ITEM01366,0
BR04165,ITEM04866,1
BR02183,ITEM04614,1
BR05696,ITEM01611,0
BR06811,ITEM03674,1
BR07067,ITEM01007,1
BR01617,ITEM02340,1
BR08940,ITEM01678,1
BR04229,ITEM07704,0
BR08779,ITEM04661,1
BR04193,ITEM02855,1
BR04879,ITEM01279,1
BR09299,ITEM08518,0
BR04405,ITEM04320,0
BR05293,ITEM09121,0
BR00832,ITEM06984,1
BR09530,ITEM02529,1
BR09809,ITEM07036,0
BR05859,ITEM09208,0
BR07276,ITEM04150,1
BR04974,ITEM05643,0
BR08039,ITEM04022,0
BR04307,ITEM07307,0
BR01771,ITEM08868,0
BR00313,ITEM03226,0
BR00188,ITEM07849,0
BR09067,ITEM00893,1
BR09832,ITEM09077,1
BR03143,ITEM07112,1
BR07070,ITEM09447,1
BR08729,ITEM07339,1
BR04695,ITEM00405,0
BR07081,ITEM00857,0
BR06250,ITEM07739,0
BR05799,ITEM03174,0
BR04589,ITEM06204,0
BR08406,ITEM04775,0
BR07021,ITEM06060,1
BR08002,ITEM09947,1
BR06922,ITEM06650,1
BR01905,ITEM08876,1
BR06739,ITEM09123,0
BR05544,ITEM03990,1
BR05666,ITEM06546,1
BR07587,ITEM04119,0
BR03739,ITEM00443,1
BR04520,ITEM05117,1
BR00043,ITEM01004,0
BR02066,ITEM00595,1
BR02127,ITEM04448,1
BR08636,ITEM05306,0
BR04895,ITEM08029,0
BR09150,ITEM09865,1
BR07699,ITEM06791,0
BR00428,ITEM01172,1
BR07987,ITEM00397,0
BR08177,ITEM02705,1
BR05474,ITEM09550,1
BR04368,ITEM02926,0
BR05836,ITEM03991,1
BR08566,ITEM06401,0
BR03624,ITEM08192,0
BR09646,ITEM03711,0
BR04425,ITEM06137,0
BR03049,ITEM08702,1
BR05522,ITEM03011,1
BR09509,ITEM09857,1
BR07670,ITEM09811,1
BR09109,ITEM09915,0
BR00194,ITEM04965,1
BR01948,ITEM08559,0
BR03109,ITEM09364,1
BR07853,ITEM05930,0
BR05959,ITEM00600,1
BR03112,ITEM01634,0
BR09331,ITEM09325,1
BR02862,ITEM06410,0
BR04624,ITEM02042,0
BR00830,ITEM09100,1
BR07112,ITEM08587,0
BR06508,ITEM01249,1
BR08759,ITEM04596,0
BR09251,ITEM03959,0
BR09562,ITEM09531,1
BR02430,ITEM06849,0
BR05298,ITEM04710,1
BR08161,ITEM08297,0
BR06593,ITEM07037,1
BR03800,ITEM08403,1
BR04842,ITEM00785,1
BR04226,ITEM00157,0
BR00262,ITEM06955,0
BR01799,ITEM06860,1
BR05193,ITEM05624,1
BR00529,ITEM09801,1
BR09496,ITEM00200,1
BR03306,ITEM00949,0
BR01786,ITEM09577,1
BR03210,ITEM08599,0
BR06891,ITEM02809,1
BR08905,ITEM06303,0
BR03976,ITEM08101,0
BR09143,ITEM09309,0
BR09605,ITEM02308,1
BR01649,ITEM08229,1
BR08725,ITEM07144,0
BR05197,ITEM08062,0
BR08287,ITEM03349,0
BR09504,ITEM09946,1
BR07948,ITEM08081,0
BR07941,ITEM04718,1
BR08525,ITEM09131,0
BR01242,ITEM08910,1
BR03242,ITEM03759,1
BR02373,ITEM09542,0
BR04374,ITEM08023,1
BR01695,ITEM00970,1
BR06824,ITEM05417,0
BR04890,ITEM09770,0
BR05739,ITEM00880,1
BR02835,ITEM06456,0
BR01837,ITEM09172,1
BR08163,ITEM09458,1
BR06628,ITEM02679,0
BR08731,ITEM09266,1
BR09115,ITEM09961,1
BR00960,ITEM01305,0
BR00049,ITEM02455,1
BR08803,ITEM06930,0
BR03061,ITEM03762,1
BR06219,ITEM05034,0
BR05835,ITEM05634,0
BR02335,ITEM06961,0
BR00290,ITEM01840,1
BR01898,ITEM02052,0
BR07131,ITEM02259,1
BR09760,ITEM09815,1
BR04354,ITEM00105,1
BR06595,ITEM03263,1
BR04127,ITEM01513,0
BR07110,ITEM02399,0
BR03149,ITEM01792,0
BR07422,ITEM07559,1
BR00437,ITEM05538,1
BR03316,ITEM06782,1
BR01929,ITEM02198,0
BR04221,ITEM04312,1
BR07452,ITEM08191,0
BR03148,ITEM02853,0
BR07653,ITEM05825,1
BR05040,ITEM09883,0
BR03128,ITEM03358,1
BR07349,ITEM06253,1
BR07501,ITEM06786,1
BR06781,ITEM03426,0
BR02256,ITEM06710,1
BR04678,ITEM03526,1
BR03089,ITEM07803,0
BR03891,ITEM07587,1
BR05157,ITEM04369,0
BR02784,ITEM08436,1
BR08693,ITEM01526,1
BR03762,ITEM09458,1
BR07786,ITEM06815,1
BR05975,ITEM04524,0
BR00406,ITEM09239,0
BR01495,ITEM02596,0
BR06195,ITEM03845,0
BR04927,ITEM02204,1
BR03909,ITEM05605,0
BR04231,ITEM00638,1
BR08643,ITEM04797,1
BR03983,ITEM08993,0
BR01770,ITEM01854,1
BR06301,ITEM08213,0
BR01831,ITEM03463,0
BR07782,ITEM01716,0
BR08765,ITEM07498,1
BR04492,ITEM03442,0
BR03963,ITEM06602,0
BR04821,ITEM03738,1
BR00640,ITEM04749,0
BR04528,ITEM05730,0
BR02782,ITEM08254,0
BR07143,ITEM08284,0
BR09171,ITEM08599,0
BR06937,ITEM06616,0
BR08989,ITEM02353,0
BR02567,ITEM03402,0
BR02227,ITEM09320,1
BR08330,ITEM00109,0
BR07552,ITEM01667,1
BR08696,ITEM04494,1
BR05802,ITEM09831,0
BR09463,ITEM03442,1
BR06531,ITEM03183,1
BR04170,ITEM03790,1
BR07194,ITEM03349,0
BR03523,ITEM04191,1
BR02303,ITEM00308,1
BR03416,ITEM02574,0
BR07764,ITEM05966,0
BR02355,ITEM06744,0
BR06263,ITEM04956,0
BR00855,ITEM04632,0
BR03671,ITEM04117,0
BR01629,ITEM09698,0
BR02510,ITEM09551,1
BR06128,ITEM05498,1
BR09334,ITEM06073,0
BR05023,ITEM09194,0
BR04167,ITEM04955,0
BR08382,ITEM02150,0
BR09906,ITEM08085,0
BR09566,ITEM05221,1
BR02307,ITEM00400,0
BR01171,ITEM00506,0
BR05114,ITEM03544,0
BR08714,ITEM03016,0
BR09335,ITEM02359,1
BR04634,ITEM03298,0
BR07561,ITEM05791,1
BR05139,ITEM02703,0
BR09223,ITEM04731,0
BR02772,ITEM01990,0
BR07863,ITEM01483,0
BR02948,ITEM02816,0
BR05928,ITEM07660,1
BR05989,ITEM07493,0
BR06987,ITEM02225,0
BR03840,ITEM00299,1
BR08215,ITEM03973,1
BR00312,ITEM00215,1
BR05635,ITEM06794,1
BR00405,ITEM08676,1
BR05804,ITEM00202,0
BR07088,ITEM05197,1
BR00878,ITEM05665,1
BR09704,ITEM05885,0
BR03597,ITEM09551,1
BR03524,ITEM06400,1
BR05988,ITEM00411,0
BR07317,ITEM04608,0
BR07608,ITEM03296,0
BR06542,ITEM08169,0
BR08805,ITEM02621,0
BR04338,ITEM04936,1
BR08706,ITEM04369,0
BR04679,ITEM07719,0
BR07729,ITEM02984,0
BR06075,ITEM08040,0
BR01276,ITEM02942,0
BR09087,ITEM07873,1
BR08807,ITEM02406,0
BR09702,ITEM09062,0
BR07906,ITEM09757,1
BR09984,ITEM08951,0
BR07064,ITEM07615,1
BR08009,ITEM02819,0
BR08618,ITEM09440,1
BR04723,ITEM08098,1
BR04615,ITEM07635,0
BR09032,ITEM05542,0
BR01488,ITEM05684,0
BR01200,ITEM06227,1
BR06870,ITEM01435,0
BR08914,ITEM05656,0
BR05546,ITEM01433,1
BR05159,ITEM09602,0
BR01235,ITEM01766,0
BR03271,ITEM08022,1
BR00034,ITEM02761,1
BR02500,ITEM04843,0
BR03105,ITEM00010,0
BR06459,ITEM03327,0
BR05300,ITEM09346,1
BR05007,ITEM05038,0
BR06815,ITEM05874,0
BR04383,ITEM05648,0
BR00013,ITEM05008,0
BR06057,ITEM03795,1
BR00927,ITEM04013,0
BR07312,ITEM08723,0
BR05899,ITEM09737,0
BR06901,ITEM00396,1
BR07577,ITEM00190,1
BR08800,ITEM08242,0
BR08877,ITEM06645,1
BR06662,ITEM07373,1
BR04170,ITEM04817,1
BR09066,ITEM01171,1
BR04419,ITEM01150,1
BR00464,ITEM01380,0
BR00924,ITEM04568,1
BR04837,ITEM08633,1
BR08198,ITEM08610,1
BR06079,ITEM00265,0
BR08864,ITEM06615,1
BR06450,ITEM07422,0
BR00767,ITEM01291,1
BR07035,ITEM03321,0
BR08380,ITEM04714,0
BR06597,ITEM02365,1
BR07575,ITEM01876,1
BR04460,ITEM03485,1
BR05170,ITEM01848,1
BR07714,ITEM02273,0
BR06128,ITEM07244,1
BR08037,ITEM01005,0
BR01974,ITEM09539,1
BR00056,ITEM09265,0
BR00980,ITEM02104,1
BR02393,ITEM08211,1
BR05594,ITEM01493,0
BR02179,ITEM09953,1
BR03595,ITEM07248,1
BR08047,ITEM08163,1
BR09515,ITEM08007,1
BR09051,ITEM01515,1
BR00981,ITEM02541,0
BR02241,ITEM03302,0
BR09088,ITEM03835,0
BR06881,ITEM06699,1
BR08300,ITEM03055,1
BR02656,ITEM07646,0
BR01387,ITEM00990,1
BR02806,ITEM09719,0
BR02612,ITEM00334,0
BR05467,ITEM01224,1
BR06783,ITEM09440,1
BR00984,ITEM00226,0
BR00567,ITEM02084,0
BR07834,ITEM03005,0
BR02047,ITEM00712,0
BR04126,ITEM04960,1
BR03170,ITEM06792,0
BR02100,ITEM00148,1
BR08276,ITEM02390,1
BR04332,ITEM09684,0
BR07377,ITEM04431,0
BR00143,ITEM08385,0
BR02730,ITEM02366,1
BR06157,ITEM03612,0
BR06508,ITEM08857,0
BR07369,ITEM06362,1
BR03532,ITEM00663,1
BR07547,ITEM07328,0
BR04224,ITEM07244,0
BR03780,ITEM09157,1
BR04538,ITEM05074,0
BR07618,ITEM05412,1
BR02947,ITEM03538,1
BR04916,ITEM03837,1
BR01402,ITEM09872,0
BR07595,ITEM05414,0
BR01629,ITEM05783,1
BR04801,ITEM09435,1
BR05406,ITEM06917,0
BR04142,ITEM06218,1
BR00473,ITEM00530,0
BR03543,ITEM08043,1
BR03889,ITEM05436,1
BR01003,ITEM04699,0
BR04252,ITEM00674,0
BR00704,ITEM03715,0
BR02050,ITEM06863,1
BR08885,ITEM03922,0
BR00084,ITEM02269,0
BR08154,ITEM02215,0
BR05667,ITEM07259,0
BR00030,ITEM02054,1
BR04806,ITEM02433,1
BR08469,ITEM07815,0
BR02244,ITEM08943,0
BR02902,ITEM02687,1
BR01365,ITEM02009,1
BR06489,ITEM00676,0
BR04571,ITEM01616,0
BR07705,ITEM09200,1
BR09308,ITEM06627,0
BR07331,ITEM06580,1
BR03321,ITEM03821,0
BR01723,ITEM00611,1
BR01428,ITEM05559,0
BR06789,ITEM08447,0
BR08110,ITEM00510,0
BR03274,ITEM05532,1
BR06254,ITEM06079,0
BR01758,ITEM04816,1
BR00748,ITEM07340,1
BR07132,ITEM09690,1
BR04366,ITEM05961,1
BR05189,ITEM05613,1
BR08935,ITEM00702,1
BR00085,ITEM05271,0
BR02105,ITEM03341,0
BR00850,ITEM09100,1
BR03572,ITEM03220,1
BR03230,ITEM01469,1
BR03344,ITEM03420,0
BR00133,ITEM07796,0
BR06543,ITEM07305,1
BR08093,ITEM09638,1
BR09557,ITEM06197,0
BR03450,ITEM07182,0
BR04490,ITEM00277,1
BR04184,ITEM03566,1
BR07580,ITEM03031,0
BR01838,ITEM07844,0
BR04773,ITEM03291,1
BR08885,ITEM04641,1
BR05973,ITEM04772,1
BR05405,ITEM09914,0
BR02940,ITEM02791,0
BR09580,ITEM09778,0
BR07749,ITEM05733,0
BR07595,ITEM04948,0
BR03332,ITEM06350,1
BR05250,ITEM07940,1
BR02278,ITEM07778,0
BR01372,ITEM09942,1
BR09564,ITEM07931,0
BR08284,ITEM08936,0
BR02417,ITEM09635,0
BR07439,ITEM03359,0
BR00353,ITEM06146,1
BR04234,ITEM09132,1
BR07488,ITEM00295,1
BR00508,ITEM02561,1
BR04576,ITEM03941,1
BR05453,ITEM06451,0
BR02698,ITEM03977,0
BR03196,ITEM07805,1
BR02060,ITEM01698,0
BR01896,ITEM00706,0
BR07078,ITEM02712,0
BR02457,ITEM00217,1
BR09395,ITEM07414,0
BR03284,ITEM07095,1
BR07394,ITEM01864,0
BR09012,ITEM07501,1
BR08525,ITEM07776,0
BR03431,ITEM01649,0
BR00822,ITEM05984,0
BR03727,ITEM08503,1
BR05658,ITEM06285,1
BR05108,ITEM02258,0
BR04024,ITEM00686,0
BR03119,ITEM04896,0
BR08168,ITEM01188,1
BR04006,ITEM03962,0
BR04857,ITEM00044,1
BR00006,ITEM06222,1
BR08199,ITEM04551,1
BR08659,ITEM04565,0
BR03628,ITEM00919,1
BR09849,ITEM00698,0
BR01788,ITEM07848,1
BR07476,ITEM08423,1
BR08431,ITEM05981,0
BR01318,ITEM08856,0
BR05371,ITEM01054,0
BR08049,ITEM02932,1
BR05737,ITEM05302,1
BR05509,ITEM08785,0
BR03484,ITEM06748,1
BR08838,ITEM00839,1
BR06982,ITEM06032,1
BR05617,ITEM03023,0
BR00956,ITEM01907,1
BR03958,ITEM05616,0
BR08237,ITEM00705,1
BR02853,ITEM09792,0
BR03918,ITEM08411,1
BR08959,ITEM00744,0
BR07076,ITEM08760,0
BR03757,ITEM01132,0
BR05140,ITEM09211,1
BR01145,ITEM09376,1
BR07951,ITEM08682,1
BR02073,ITEM09100,0
BR03800,ITEM00006,0
BR07758,ITEM09606,0
BR00535,ITEM09384,1
BR04218,ITEM06868,1
BR02001,ITEM02825,1
BR09387,ITEM08675,0
BR08050,ITEM09873,0
BR02276,ITEM00089,0
BR05217,ITEM00336,0
BR06824,ITEM02857,1
BR04114,ITEM08075,0
BR05827,ITEM02445,0
BR02079,ITEM02771,0
BR02310,ITEM07243,0
BR04267,ITEM00170,0
BR07416,ITEM04353,0
BR09824,ITEM05818,1
BR01252,ITEM01485,1
BR08769,ITEM02048,0
BR03465,ITEM05718,1
BR05371,ITEM02015,1
BR05401,ITEM04678,0
BR09963,ITEM06311,0
BR07429,ITEM01766,0
BR02984,ITEM05343,0
BR09120,ITEM06637,1
BR00532,ITEM02978,1
BR09459,ITEM03511,1
BR04848,ITEM06324,0
BR02159,ITEM07595,1
BR02376,ITEM00275,0
BR07730,ITEM08964,0
BR01846,ITEM07017,0
BR08558,ITEM05766,0
BR07503,ITEM03857,0
BR09829,ITEM09219,1
BR00552,ITEM03310,0
BR08228,ITEM05322,0
BR05125,ITEM06671,0
BR09730,ITEM07756,0
BR01798,ITEM03350,0
BR09826,ITEM04729,0
BR03004,ITEM02305,0
BR02964,ITEM03329,1
BR05734,ITEM08937,1
BR00082,ITEM07122,0
BR06615,ITEM00887,0
BR00281,ITEM08600,0
BR08145,ITEM08799,0
BR09501,ITEM00798,0
BR01030,ITEM01109,1
BR01925,ITEM03336,1
BR04958,ITEM03550,1
BR07716,ITEM05531,1
BR08281,ITEM05501,0
BR00018,ITEM04043,0
BR09381,ITEM06356,0
BR09951,ITEM09582,1
BR04017,ITEM06198,0
BR08070,ITEM04489,1
BR05278,ITEM05485,1
BR09120,ITEM03933,0
BR01181,ITEM07668,0
BR07165,ITEM00099,1
BR01178,ITEM02207,1
BR08088,ITEM06781,1
BR08221,ITEM06877,0
BR01044,ITEM04620,1
BR08524,ITEM07630,1
BR07597,ITEM01508,1
BR04728,ITEM09300,0
BR04122,ITEM03964,1
BR04344,ITEM04814,0
BR08775,ITEM06161,0
BR09604,ITEM01218,1
BR07024,ITEM05568,1
BR09578,ITEM00244,0
BR09233,ITEM07055,0
BR03417,ITEM03822,0
BR04452,ITEM03824,1
BR06413,ITEM06087,1
BR06484,ITEM06704,0
BR03421,ITEM03358,0
BR06723,ITEM03700,0
BR01638,ITEM06345,0
BR04141,ITEM06892,1
BR05925,ITEM05927,1
BR09673,ITEM00315,0
BR07910,ITEM03024,1
BR08404,ITEM08696,1
BR09483,ITEM01486,1
BR07527,ITEM02636,0
BR03379,ITEM06678,0
BR07457,ITEM03865,1
BR09743,ITEM08239,0
BR07405,ITEM03682,0
BR00345,ITEM00954,0
BR09386,ITEM09608,0
BR09944,ITEM00078,0
BR03426,ITEM09751,1
BR04503,ITEM03273,0
BR09319,ITEM00144,0
BR06947,ITEM08782,1
BR01760,ITEM02214,0
BR02165,ITEM04993,1
BR05366,ITEM00991,1
BR01426,ITEM04095,1
BR02181,ITEM07508,0
BR06389,ITEM05768,0
BR04597,ITEM06431,0
BR00336,ITEM02913,1
BR04528,ITEM09680,1
BR04089,ITEM01413,1
BR07012,ITEM00405,0
BR08105,ITEM06313,0
BR04376,ITEM07221,1
BR00121,ITEM09946,1
BR08086,ITEM05733,1
BR06237,ITEM09637,1
BR05876,ITEM01754,1
BR06813,ITEM07784,1
BR09459,ITEM01012,0
BR01010,ITEM01261,0
BR01668,ITEM01059,1
BR00222,ITEM00480,1
BR00444,ITEM04634,0
BR07480,ITEM00953,0
BR03563,ITEM08462,1
BR01605,ITEM08561,0
BR06222,ITEM04783,1
BR08813,ITEM03673,1
BR05376,ITEM06224,0
BR01260,ITEM05073,1
BR05746,ITEM05563,1
BR07203,ITEM08817,1
BR00221,ITEM02455,1
BR06285,ITEM08494,0
BR05369,ITEM06231,0
BR01684,ITEM00518,1
BR08862,ITEM07992,1
BR04823,ITEM01798,0
BR07016,ITEM05036,0
BR04601,ITEM00704,1
BR09907,ITEM06436,1
BR03888,ITEM04409,1
BR06919,ITEM01945,0
BR02497,ITEM09699,0
BR02017,ITEM04707,1
BR09805,ITEM03748,1
BR07393,ITEM06838,0
BR02968,ITEM08676,1
BR02073,ITEM02329,0
BR07830,ITEM08036,0
BR05322,ITEM06446,0
BR09124,ITEM08267,0
BR04359,ITEM07289,0
BR08828,ITEM02531,1
BR07490,ITEM09489,0
BR05918,ITEM01379,1
BR08181,ITEM06203,0
BR09302,ITEM01778,0
BR00088,ITEM05062,1
BR04592,ITEM07433,0
BR00495,ITEM04352,0
BR05249,ITEM05342,1
BR07741,ITEM07671,1
BR06045,ITEM05710,0
BR07110,ITEM08209,1
BR07008,ITEM04392,0
BR09460,ITEM00830,1
BR05300,ITEM08709,1
BR04221,ITEM06657,0
BR04415,ITEM01400,0
BR08148,ITEM08361,0
BR08825,ITEM04535,1
BR00454,ITEM01416,1
BR01108,ITEM08887,0
BR00895,ITEM03026,0
BR03934,ITEM06801,1
BR00824,ITEM01322,0
BR08866,ITEM04802,1
BR00436,ITEM00458,0
BR00163,ITEM06369,1
BR02035,ITEM05105,1
BR01162,ITEM07409,0
BR06178,ITEM07221,0
BR09393,ITEM04558,1
BR08070,ITEM09069,1
BR00285,ITEM00737,0
BR08566,ITEM04443,0
BR02397,ITEM05728,1
BR03489,ITEM02553,1
BR03141,ITEM04166,1
BR03044,ITEM03712,1
BR00223,ITEM09448,1
BR00362,ITEM09744,1
BR05903,ITEM07995,1
BR07320,ITEM01633,0
BR03397,ITEM07154,0
BR05344,ITEM01876,0
BR03669,ITEM05742,0
BR00050,ITEM03364,1
BR01892,ITEM00740,0
BR08149,ITEM03024,1
BR02166,ITEM07364,0
BR01437,ITEM04350,1
BR00512,ITEM05975,0
BR06346,ITEM06300,1
BR08938,ITEM05946,0
BR04258,ITEM05505,0
BR04955,ITEM04445,1
BR00928,ITEM04814,1
BR00113,ITEM00429,1
BR02086,ITEM00564,0
BR06772,ITEM06803,1
BR02954,ITEM05558,0
BR01119,ITEM01442,0
BR05051,ITEM06390,0
BR02645,ITEM01340,1
BR03516,ITEM05249,1
BR05802,ITEM00392,0
