HistoryID,CardID,StatusChangeDate,PreviousCardType,NewCardType,SpendingDuringPeriod
2027,CARD02224,2023-01-14,Membership,Silver,2246.65
2028,CARD01882,2024-07-22,Membership,Gold,7734.51
2029,CARD01539,2023-03-28,Gold,Membership,1627.65
2030,CARD06581,2024-04-02,Membership,Gold,2007.71
2031,CARD08255,2023-06-30,Silver,Gold,5176.89
2032,CARD09566,2023-04-16,Membership,Silver,512.83
2033,CARD03562,2024-06-09,Silver,Gold,9407.01
2034,CARD07232,2023-02-02,Gold,Silver,7977.77
2035,CARD04216,2023-09-10,Membership,Silver,7408.73
2036,CARD08271,2024-02-09,Membership,Gold,5677.09
2037,CARD04778,2024-12-02,Gold,Silver,9634.16
2038,CARD01621,2024-06-04,Membership,Gold,810.13
2039,CARD08752,2023-04-21,Gold,Membership,1065.82
2040,CARD09285,2023-06-20,Membership,Silver,3023.0
2041,CARD05829,2024-10-11,Membership,Gold,2313.67
2042,CARD00751,2023-09-01,Gold,Silver,9299.84
2043,CARD00573,2023-08-11,Membership,Silver,4798.07
2044,CARD02120,2023-07-03,Silver,Membership,6957.18
2045,CARD07228,2023-06-19,Membership,Silver,2729.26
2046,CARD00128,2023-08-11,Membership,Silver,1293.93
2047,CARD07660,2023-06-16,Silver,Membership,7803.38
2048,CARD08888,2023-05-17,Membership,Silver,1129.1
2049,CARD09631,2023-07-08,Silver,Gold,173.6
2050,CARD03520,2023-10-29,Membership,Silver,7709.57
2051,CARD09230,2023-05-15,Silver,Gold,1148.47
2052,CARD01938,2024-11-05,Membership,Gold,3528.8
2053,CARD04281,2024-12-11,Silver,Gold,6566.8
2054,CARD04203,2024-07-15,Gold,Membership,8417.22
2055,CARD06953,2024-09-25,Membership,Gold,6139.2
2056,CARD01812,2024-02-20,Membership,Gold,5818.65
2057,CARD03426,2023-11-17,Silver,Membership,3369.97
2058,CARD07959,2024-01-09,Membership,Silver,5395.53
2059,CARD00864,2024-06-10,Gold,Silver,9271.2
2060,CARD05085,2022-12-25,Membership,Silver,1521.86
2061,CARD04133,2024-07-31,Membership,Gold,9766.61
2062,CARD09350,2024-07-21,Gold,Silver,7142.01
2063,CARD01309,2023-08-12,Membership,Silver,7571.98
2064,CARD09017,2023-06-18,Gold,Silver,5416.68
2065,CARD09031,2023-08-31,Silver,Gold,6505.73
2066,CARD09878,2024-08-12,Membership,Gold,6979.3
2067,CARD07945,2024-07-27,Gold,Membership,5978.26
2068,CARD08157,2023-01-26,Silver,Membership,5879.67
2069,CARD05684,2024-12-08,Silver,Gold,8616.31
2070,CARD06952,2023-05-13,Silver,Gold,1357.06
2071,CARD04927,2024-03-10,Membership,Gold,5202.32
2072,CARD09411,2023-02-03,Membership,Silver,3732.45
2073,CARD09774,2023-08-25,Silver,Membership,9173.1
2074,CARD01261,2023-04-07,Gold,Membership,3926.12
2075,CARD06091,2024-01-24,Membership,Silver,2112.04
2076,CARD08171,2023-08-28,Silver,Gold,4418.81
2077,CARD05312,2024-11-02,Gold,Silver,9388.7
2078,CARD08555,2023-11-11,Silver,Membership,7399.84
2079,CARD08941,2024-11-28,Membership,Gold,8600.14
2080,CARD08994,2023-01-22,Silver,Gold,2740.03
2081,CARD07296,2023-05-14,Silver,Gold,4670.94
2082,CARD06876,2024-09-10,Gold,Membership,4429.55
2083,CARD04441,2023-11-28,Gold,Silver,5967.77
2084,CARD01825,2024-05-28,Gold,Silver,9189.49
2085,CARD04019,2024-02-09,Silver,Gold,4550.95
2086,CARD00325,2023-11-20,Gold,Membership,5713.33
2087,CARD02580,2024-10-04,Gold,Membership,7323.66
2088,CARD07844,2024-02-16,Membership,Silver,2160.37
2089,CARD02866,2023-08-06,Gold,Membership,3396.95
2090,CARD05552,2023-02-08,Silver,Membership,9784.79
2091,CARD04235,2023-10-15,Membership,Silver,1019.43
2092,CARD07786,2024-03-09,Membership,Silver,8710.91
2093,CARD09777,2023-03-19,Gold,Silver,9587.21
2094,CARD09103,2024-12-03,Gold,Silver,4290.22
2095,CARD07609,2024-03-21,Silver,Membership,8108.87
2096,CARD07444,2023-01-22,Membership,Gold,8088.3
2097,CARD07028,2023-06-17,Gold,Silver,3035.48
2098,CARD04847,2024-06-04,Membership,Gold,1745.1
2099,CARD02623,2022-12-25,Gold,Membership,4458.15
2100,CARD01225,2023-01-17,Gold,Membership,4845.46
2101,CARD04514,2023-01-02,Membership,Silver,7288.3
2102,CARD06789,2024-12-05,Silver,Membership,6339.58
2103,CARD01878,2023-03-11,Membership,Gold,8460.38
2104,CARD04994,2022-12-25,Silver,Gold,9324.08
2105,CARD08402,2024-07-28,Membership,Silver,9662.24
2106,CARD07297,2023-07-09,Gold,Membership,7514.28
2107,CARD06114,2023-09-03,Silver,Membership,3420.63
2108,CARD04063,2023-04-09,Silver,Gold,6216.62
2109,CARD09627,2024-01-17,Silver,Membership,4133.46
2110,CARD05264,2024-01-24,Membership,Gold,2258.66
2111,CARD02525,2024-08-25,Silver,Membership,9374.23
2112,CARD04107,2023-01-12,Membership,Silver,6992.69
2113,CARD03479,2023-10-01,Gold,Membership,7201.14
2114,CARD00798,2023-12-02,Silver,Gold,8142.12
2115,CARD08410,2023-09-12,Gold,Silver,1464.54
2116,CARD07409,2023-08-16,Silver,Membership,5211.46
2117,CARD07792,2024-11-18,Silver,Membership,347.44
2118,CARD01669,2024-06-18,Membership,Silver,5343.98
2119,CARD02115,2023-02-17,Gold,Membership,7966.95
2120,CARD00102,2024-02-03,Silver,Gold,5956.89
2121,CARD08977,2024-04-19,Membership,Silver,4372.69
2122,CARD08618,2023-07-03,Membership,Gold,4253.45
2123,CARD07824,2024-09-07,Silver,Membership,2574.56
2124,CARD08775,2023-02-01,Silver,Membership,5818.16
2125,CARD09281,2023-11-10,Membership,Silver,7454.24
2126,CARD04441,2024-04-05,Membership,Gold,8460.82
2127,CARD05289,2024-09-15,Membership,Gold,4856.74
2128,CARD02209,2023-11-22,Membership,Gold,5968.3
2129,CARD07360,2023-04-12,Silver,Membership,6082.91
2130,CARD09443,2023-11-06,Gold,Membership,6544.69
2131,CARD07126,2023-04-28,Silver,Membership,6647.66
2132,CARD05893,2022-12-22,Silver,Gold,9437.07
2133,CARD07103,2023-04-29,Membership,Gold,5034.37
2134,CARD00396,2024-07-23,Membership,Gold,6108.86
2135,CARD01720,2023-03-01,Gold,Silver,5113.15
2136,CARD05649,2023-09-09,Silver,Gold,5299.25
2137,CARD06503,2023-09-15,Gold,Silver,2395.95
2138,CARD05178,2024-01-11,Membership,Gold,2590.49
2139,CARD04611,2023-07-07,Silver,Gold,806.17
2140,CARD09909,2024-07-25,Gold,Silver,3852.56
2141,CARD06269,2024-08-21,Silver,Gold,5338.62
2142,CARD07560,2024-05-04,Membership,Gold,6850.23
2143,CARD08601,2024-01-21,Gold,Membership,2189.94
2144,CARD05460,2023-01-19,Silver,Gold,252.23
2145,CARD08991,2023-10-21,Gold,Silver,9803.4
2146,CARD04293,2023-06-23,Membership,Silver,5205.24
2147,CARD00504,2023-03-26,Silver,Membership,3893.15
2148,CARD07752,2024-11-08,Membership,Silver,9305.81
2149,CARD08902,2023-04-10,Gold,Membership,9609.24
2150,CARD02274,2024-10-10,Gold,Membership,9292.21
2151,CARD00021,2024-03-13,Gold,Silver,6103.1
2152,CARD05432,2024-04-12,Gold,Membership,2272.81
2153,CARD01659,2024-07-26,Gold,Silver,6401.81
2154,CARD04318,2023-11-27,Membership,Silver,6282.11
2155,CARD07468,2024-02-23,Silver,Membership,9865.02
2156,CARD06100,2024-09-22,Gold,Membership,1269.88
2157,CARD03091,2023-08-11,Membership,Silver,5785.98
2158,CARD08072,2023-01-29,Silver,Gold,776.35
2159,CARD01768,2024-06-25,Membership,Gold,9712.12
2160,CARD04179,2023-12-12,Gold,Membership,8486.81
2161,CARD01605,2023-04-09,Gold,Silver,7440.66
2162,CARD09399,2024-04-23,Membership,Silver,9188.18
2163,CARD07611,2024-07-06,Silver,Membership,1251.61
2164,CARD07319,2023-12-03,Membership,Gold,795.39
2165,CARD05135,2023-09-18,Gold,Membership,5471.91
2166,CARD04307,2024-11-06,Gold,Silver,7876.16
2167,CARD06135,2023-07-18,Membership,Silver,2813.63
2168,CARD04615,2024-09-27,Silver,Membership,681.49
2169,CARD09873,2023-10-11,Gold,Silver,7414.91
2170,CARD02238,2023-07-28,Silver,Membership,5917.53
2171,CARD02829,2024-07-19,Gold,Membership,4254.74
2172,CARD09188,2024-07-03,Gold,Membership,9397.52
2173,CARD06726,2024-04-29,Silver,Membership,9924.22
2174,CARD08059,2024-09-23,Gold,Membership,655.99
2175,CARD00595,2024-03-17,Membership,Gold,2866.37
2176,CARD09641,2024-11-14,Gold,Silver,1088.99
2177,CARD03053,2023-02-03,Membership,Silver,8015.65
2178,CARD07002,2023-10-02,Gold,Membership,1877.86
2179,CARD05643,2024-06-22,Gold,Membership,4360.04
2180,CARD05023,2024-11-11,Silver,Gold,9807.55
2181,CARD08830,2024-11-12,Membership,Silver,3548.45
2182,CARD00274,2023-12-26,Gold,Membership,5427.0
2183,CARD04575,2023-06-14,Membership,Gold,907.95
2184,CARD03761,2024-09-28,Silver,Membership,5567.6
2185,CARD00545,2022-12-18,Silver,Gold,6610.16
2186,CARD04365,2023-10-13,Silver,Membership,8658.12
2187,CARD08040,2024-03-05,Gold,Membership,8939.21
2188,CARD00233,2024-05-12,Silver,Membership,6111.52
2189,CARD09523,2024-05-06,Silver,Gold,9597.41
2190,CARD08708,2023-06-25,Gold,Silver,8043.64
2191,CARD04292,2023-01-18,Silver,Gold,7284.09
2192,CARD00995,2023-06-26,Membership,Silver,5758.21
2193,CARD05987,2023-08-13,Gold,Membership,8280.77
2194,CARD09945,2023-10-21,Gold,Membership,4568.93
2195,CARD07241,2024-06-03,Gold,Silver,9948.05
2196,CARD02529,2023-06-05,Silver,Membership,2750.01
2197,CARD01848,2023-03-19,Silver,Gold,6911.67
2198,CARD00840,2024-07-05,Silver,Membership,8817.89
2199,CARD09202,2024-01-15,Membership,Gold,6025.56
2200,CARD02698,2024-02-24,Membership,Silver,2380.07
2201,CARD07562,2023-12-05,Membership,Silver,3278.9
2202,CARD09495,2024-07-19,Silver,Gold,5149.73
2203,CARD06434,2023-09-07,Silver,Membership,8281.32
2204,CARD02827,2024-09-12,Membership,Silver,2219.51
2205,CARD00005,2024-01-11,Membership,Gold,7960.26
2206,CARD05228,2023-03-11,Silver,Membership,5398.11
2207,CARD09348,2024-10-08,Membership,Gold,4224.4
2208,CARD09799,2024-08-26,Membership,Silver,3929.99
2209,CARD03583,2024-04-15,Silver,Gold,8763.34
2210,CARD03237,2024-04-24,Membership,Gold,1864.71
2211,CARD05113,2024-01-01,Silver,Membership,597.04
2212,CARD03724,2023-09-25,Membership,Gold,9735.35
2213,CARD03007,2023-07-25,Silver,Gold,7728.89
2214,CARD06208,2024-06-16,Membership,Gold,3291.45
2215,CARD04865,2023-08-12,Gold,Membership,1576.23
2216,CARD09178,2024-05-29,Gold,Membership,6415.62
2217,CARD06240,2024-07-22,Gold,Silver,1070.98
2218,CARD06428,2023-06-20,Silver,Gold,4333.27
2219,CARD00902,2024-07-12,Membership,Silver,913.9
2220,CARD08297,2023-11-16,Silver,Membership,6805.92
2221,CARD04689,2023-03-16,Silver,Membership,1197.94
2222,CARD07831,2024-02-10,Membership,Gold,6487.66
2223,CARD08238,2023-07-27,Silver,Gold,3914.67
2224,CARD08209,2023-05-30,Membership,Gold,3775.71
2225,CARD03264,2024-11-29,Membership,Silver,5662.6
2226,CARD09191,2023-06-24,Membership,Silver,7481.81
2227,CARD00635,2024-07-22,Membership,Gold,1483.81
2228,CARD07559,2024-03-29,Membership,Gold,5850.71
2229,CARD08745,2023-02-21,Gold,Membership,1911.82
2230,CARD01337,2024-08-14,Silver,Membership,7303.07
2231,CARD09873,2023-06-23,Membership,Silver,1228.12
2232,CARD03645,2023-05-21,Gold,Silver,2788.12
2233,CARD03159,2024-12-14,Gold,Silver,8750.27
2234,CARD03151,2023-04-26,Gold,Membership,9786.91
2235,CARD02868,2023-09-18,Membership,Silver,9763.61
2236,CARD03616,2023-11-19,Gold,Silver,3429.14
2237,CARD07206,2024-06-15,Membership,Gold,8036.32
2238,CARD07428,2023-08-30,Gold,Silver,5130.35
2239,CARD08716,2023-01-31,Gold,Silver,5978.36
2240,CARD08031,2023-06-14,Membership,Gold,1502.0
2241,CARD08701,2024-06-14,Membership,Silver,2087.84
2242,CARD01894,2023-08-23,Silver,Membership,9740.41
2243,CARD04324,2024-06-07,Membership,Gold,1302.63
2244,CARD04297,2023-03-16,Membership,Silver,248.59
2245,CARD02045,2024-11-14,Silver,Membership,3010.44
2246,CARD01384,2024-01-07,Silver,Membership,6536.77
2247,CARD06343,2023-10-12,Membership,Gold,5882.95
2248,CARD06191,2024-07-10,Silver,Gold,6173.85
2249,CARD03549,2024-05-03,Silver,Membership,2484.89
2250,CARD07660,2023-11-25,Silver,Gold,6015.66
2251,CARD00290,2024-01-01,Gold,Membership,5964.89
2252,CARD07479,2022-12-18,Silver,Gold,951.27
2253,CARD06372,2023-09-27,Silver,Gold,6609.12
2254,CARD02676,2024-12-07,Membership,Silver,9789.94
2255,CARD00812,2023-02-25,Silver,Membership,8262.79
2256,CARD03203,2024-06-01,Gold,Silver,9318.28
2257,CARD02338,2024-06-21,Membership,Silver,6293.39
2258,CARD03750,2024-03-15,Silver,Membership,4108.85
2259,CARD07725,2023-04-16,Membership,Silver,8531.47
2260,CARD08571,2024-04-28,Silver,Membership,520.3
2261,CARD08472,2024-11-04,Membership,Gold,3848.14
2262,CARD02983,2023-09-22,Silver,Gold,8559.1
2263,CARD03944,2023-12-13,Membership,Silver,6635.26
2264,CARD05989,2023-04-27,Silver,Membership,8840.71
2265,CARD09383,2023-02-07,Membership,Silver,2149.81
2266,CARD05386,2024-01-30,Membership,Silver,2248.97
2267,CARD08734,2023-05-15,Gold,Membership,9462.24
2268,CARD06488,2024-08-12,Gold,Silver,642.61
2269,CARD00047,2023-07-05,Gold,Silver,6647.12
2270,CARD02169,2024-03-17,Gold,Silver,1079.28
2271,CARD06633,2024-03-08,Silver,Gold,778.52
2272,CARD04449,2024-02-23,Membership,Silver,2952.67
2273,CARD00074,2024-04-04,Membership,Gold,6295.62
2274,CARD09249,2023-09-17,Membership,Silver,2261.65
2275,CARD01650,2023-03-21,Silver,Gold,4295.55
2276,CARD00800,2024-08-02,Membership,Silver,3885.34
2277,CARD02006,2023-01-26,Silver,Gold,4962.31
2278,CARD06470,2024-05-30,Membership,Silver,2849.78
2279,CARD01412,2023-08-10,Membership,Silver,2936.61
2280,CARD05689,2024-10-22,Gold,Silver,9374.37
2281,CARD09867,2023-03-28,Gold,Silver,3407.16
2282,CARD00551,2023-01-22,Gold,Membership,5214.14
2283,CARD05942,2024-05-09,Silver,Gold,472.12
2284,CARD09293,2023-04-28,Silver,Gold,2844.98
2285,CARD03505,2024-08-12,Gold,Silver,3879.55
2286,CARD05744,2023-01-22,Membership,Gold,1756.29
2287,CARD00110,2023-01-12,Gold,Membership,1827.68
2288,CARD08280,2023-08-17,Membership,Silver,7203.38
2289,CARD00481,2023-09-02,Gold,Membership,6193.47
2290,CARD06387,2023-02-06,Membership,Silver,5676.45
2291,CARD09976,2023-08-11,Gold,Silver,6826.86
2292,CARD06527,2023-09-27,Silver,Gold,9158.81
2293,CARD09558,2024-09-27,Membership,Silver,4555.26
2294,CARD05726,2023-11-28,Gold,Membership,7648.29
2295,CARD01120,2024-08-09,Gold,Silver,9529.09
2296,CARD01039,2023-05-19,Membership,Gold,5747.01
2297,CARD04241,2024-04-22,Silver,Membership,6229.23
2298,CARD09998,2023-05-08,Silver,Membership,3251.86
2299,CARD04778,2024-10-04,Silver,Membership,6986.89
2300,CARD07303,2024-10-03,Gold,Membership,9823.05
2301,CARD05945,2023-05-07,Membership,Silver,4545.82
2302,CARD01763,2024-02-29,Silver,Gold,7569.71
2303,CARD08186,2023-02-24,Membership,Gold,1724.05
2304,CARD02013,2024-01-15,Silver,Gold,1058.8
2305,CARD09643,2024-04-27,Silver,Gold,230.41
2306,CARD03275,2023-12-29,Silver,Gold,9998.22
2307,CARD00617,2023-07-29,Gold,Membership,84.33
2308,CARD03136,2024-07-27,Membership,Silver,8073.2
2309,CARD04109,2024-08-02,Gold,Membership,1765.59
2310,CARD08525,2023-12-31,Silver,Gold,9213.61
2311,CARD05204,2023-07-07,Membership,Silver,170.55
2312,CARD02500,2024-03-06,Membership,Silver,8583.81
2313,CARD02548,2023-01-03,Silver,Gold,8951.74
2314,CARD01952,2023-11-09,Silver,Membership,2948.71
2315,CARD07223,2023-12-08,Gold,Membership,2925.32
2316,CARD06686,2023-11-09,Gold,Membership,1357.84
2317,CARD06557,2024-12-11,Gold,Membership,7253.77
2318,CARD02624,2023-04-16,Membership,Gold,7223.34
2319,CARD03864,2023-12-21,Gold,Membership,9452.47
2320,CARD03167,2023-04-10,Silver,Membership,7466.03
2321,CARD06469,2024-03-08,Gold,Membership,1899.03
2322,CARD03160,2024-04-11,Membership,Gold,4070.44
2323,CARD06206,2024-07-24,Silver,Gold,6212.71
2324,CARD08429,2024-11-18,Membership,Silver,8628.06
2325,CARD08791,2024-05-10,Gold,Silver,1239.62
2326,CARD01761,2023-06-22,Gold,Membership,8426.93
2327,CARD03243,2023-01-18,Silver,Gold,60.36
2328,CARD09215,2024-10-19,Gold,Membership,6537.21
2329,CARD09077,2024-06-06,Membership,Silver,7151.25
2330,CARD09363,2024-09-28,Gold,Membership,7202.49
2331,CARD05436,2023-07-20,Gold,Membership,4920.58
2332,CARD05709,2023-12-03,Membership,Silver,2737.14
2333,CARD02571,2023-02-28,Gold,Silver,4318.34
2334,CARD07555,2024-03-03,Gold,Silver,7171.13
2335,CARD08673,2024-11-29,Silver,Membership,9986.46
2336,CARD06546,2024-10-09,Gold,Silver,9429.78
2337,CARD09691,2024-11-28,Gold,Membership,4739.34
2338,CARD07490,2023-06-22,Gold,Silver,1096.13
2339,CARD06301,2024-04-12,Membership,Gold,8040.46
2340,CARD07408,2022-12-28,Membership,Silver,2367.52
2341,CARD07114,2022-12-23,Silver,Membership,1700.38
2342,CARD07733,2023-09-04,Gold,Silver,6160.37
2343,CARD05407,2024-06-15,Silver,Membership,911.72
2344,CARD00973,2023-03-18,Gold,Silver,3683.23
2345,CARD06718,2024-07-24,Gold,Membership,8513.98
2346,CARD03326,2023-03-14,Silver,Membership,8886.26
2347,CARD09917,2024-10-22,Membership,Gold,6541.46
2348,CARD08272,2023-01-09,Membership,Gold,153.58
2349,CARD01687,2024-12-01,Gold,Silver,8097.66
2350,CARD01018,2024-05-01,Silver,Membership,1327.55
2351,CARD09465,2024-11-10,Silver,Gold,9858.53
2352,CARD08142,2023-11-30,Silver,Gold,8897.13
2353,CARD04019,2023-10-07,Membership,Gold,1167.58
2354,CARD02051,2024-10-19,Gold,Membership,724.7
2355,CARD05254,2024-01-23,Membership,Gold,3125.41
2356,CARD03555,2023-05-23,Membership,Gold,3507.52
2357,CARD03808,2022-12-25,Membership,Gold,6703.98
2358,CARD03857,2024-09-25,Gold,Silver,8692.48
2359,CARD07765,2024-08-24,Silver,Gold,626.62
2360,CARD05877,2024-01-02,Silver,Membership,741.58
2361,CARD01642,2024-04-25,Silver,Membership,2753.09
2362,CARD03434,2024-05-06,Silver,Membership,3318.53
2363,CARD02420,2023-10-15,Silver,Gold,4566.83
2364,CARD05296,2023-09-05,Membership,Silver,7285.14
2365,CARD04678,2023-07-27,Membership,Gold,8735.44
2366,CARD04948,2023-04-05,Membership,Silver,7295.84
2367,CARD06452,2023-11-16,Gold,Silver,4625.54
2368,CARD04703,2024-11-10,Gold,Membership,3173.43
2369,CARD08897,2024-10-14,Silver,Membership,4426.52
2370,CARD06213,2022-12-20,Gold,Silver,7524.22
2371,CARD01853,2023-12-13,Silver,Gold,1377.09
2372,CARD03752,2023-02-21,Gold,Silver,5286.34
2373,CARD03972,2023-10-23,Membership,Silver,2808.92
2374,CARD01490,2023-03-26,Gold,Silver,1691.05
2375,CARD05193,2024-07-31,Gold,Silver,9603.08
2376,CARD01333,2024-07-05,Membership,Silver,8551.78
2377,CARD04112,2024-11-07,Silver,Membership,3456.37
2378,CARD05830,2024-03-24,Gold,Silver,9670.82
2379,CARD02089,2024-05-26,Membership,Gold,6934.33
2380,CARD03772,2024-01-11,Membership,Silver,5520.41
2381,CARD09806,2023-04-04,Silver,Membership,9497.88
2382,CARD07415,2023-02-27,Membership,Gold,9755.0
2383,CARD09837,2024-02-03,Membership,Gold,8232.68
2384,CARD09519,2024-09-14,Membership,Silver,1251.87
2385,CARD09696,2024-10-04,Gold,Membership,3453.64
2386,CARD07282,2024-04-26,Silver,Membership,8011.07
2387,CARD06177,2023-05-10,Membership,Gold,7779.48
2388,CARD01811,2024-08-05,Membership,Gold,6613.54
2389,CARD08358,2024-07-07,Gold,Membership,8086.77
2390,CARD06993,2023-06-12,Silver,Membership,5071.55
2391,CARD02283,2024-02-16,Gold,Membership,4889.78
2392,CARD03271,2023-01-15,Silver,Membership,2801.86
2393,CARD09472,2023-08-25,Gold,Membership,5235.18
2394,CARD00704,2023-12-15,Membership,Gold,5594.72
2395,CARD06840,2024-11-24,Silver,Gold,4661.53
2396,CARD03058,2023-08-03,Membership,Silver,721.47
2397,CARD06116,2024-07-11,Gold,Membership,4934.72
2398,CARD05331,2023-01-17,Silver,Membership,8730.02
2399,CARD06433,2023-10-31,Gold,Silver,3763.55
2400,CARD09116,2023-11-13,Gold,Silver,2900.01
2401,CARD08623,2023-12-31,Gold,Membership,6418.49
2402,CARD00103,2023-01-16,Membership,Gold,7913.37
2403,CARD05520,2024-01-11,Membership,Gold,1705.53
2404,CARD06738,2023-05-18,Gold,Silver,5923.48
2405,CARD03351,2024-11-16,Membership,Silver,3042.24
2406,CARD00696,2023-07-24,Gold,Silver,2614.32
2407,CARD01593,2024-10-21,Gold,Membership,7982.69
2408,CARD00215,2023-12-18,Silver,Membership,5946.12
2409,CARD01993,2024-08-26,Gold,Membership,7411.29
2410,CARD07276,2024-07-12,Silver,Gold,688.82
2411,CARD05168,2023-01-01,Silver,Gold,5073.08
2412,CARD05743,2024-08-21,Membership,Silver,7334.29
2413,CARD07664,2023-11-20,Membership,Gold,2612.97
2414,CARD09588,2023-09-14,Membership,Gold,6341.1
2415,CARD04403,2024-10-01,Membership,Silver,8388.77
2416,CARD04583,2024-09-07,Gold,Silver,6282.82
2417,CARD03554,2023-11-20,Membership,Silver,3165.94
2418,CARD04709,2023-03-28,Silver,Gold,62.49
2419,CARD03008,2023-02-16,Membership,Gold,9066.78
2420,CARD08724,2024-06-24,Silver,Gold,6036.87
2421,CARD06007,2023-09-12,Gold,Membership,24.0
2422,CARD08127,2023-05-17,Silver,Membership,4828.83
2423,CARD03804,2024-10-02,Silver,Membership,5565.61
2424,CARD01267,2023-01-11,Silver,Gold,4578.18
2425,CARD09548,2024-12-14,Gold,Silver,2949.24
2426,CARD04338,2024-06-09,Silver,Membership,8077.32
2427,CARD01843,2024-11-28,Gold,Silver,6397.73
2428,CARD01409,2023-12-06,Silver,Gold,4907.62
2429,CARD01978,2024-07-31,Gold,Membership,1044.35
2430,CARD07357,2024-10-10,Silver,Membership,505.98
2431,CARD01636,2023-11-17,Gold,Membership,5762.3
2432,CARD00350,2023-02-08,Silver,Membership,7111.09
2433,CARD06100,2023-10-22,Silver,Gold,9205.56
2434,CARD00768,2023-01-02,Membership,Silver,6355.33
2435,CARD00581,2024-11-07,Membership,Gold,3327.49
2436,CARD05400,2024-06-16,Silver,Membership,4648.89
2437,CARD05728,2023-08-19,Gold,Membership,9099.63
2438,CARD06299,2023-03-24,Membership,Gold,6459.0
2439,CARD08204,2024-08-05,Silver,Gold,4482.34
2440,CARD03956,2023-02-11,Gold,Membership,2623.9
2441,CARD09787,2023-08-24,Silver,Membership,5288.75
2442,CARD03864,2023-06-15,Gold,Membership,901.14
2443,CARD00896,2024-07-25,Silver,Gold,1242.45
2444,CARD03179,2023-10-19,Silver,Membership,9870.71
2445,CARD00242,2024-12-17,Gold,Silver,3841.98
2446,CARD01485,2023-05-05,Silver,Gold,6827.61
2447,CARD06916,2023-05-22,Silver,Membership,2902.88
2448,CARD04671,2024-08-25,Membership,Gold,7318.17
2449,CARD06847,2023-03-29,Silver,Membership,9109.37
2450,CARD08001,2024-11-04,Membership,Gold,3526.24
2451,CARD06313,2024-10-15,Membership,Gold,4516.18
2452,CARD06601,2023-04-07,Silver,Gold,705.65
2453,CARD03279,2023-02-22,Gold,Silver,4084.57
2454,CARD04510,2024-08-24,Gold,Membership,2185.37
2455,CARD02619,2024-06-28,Membership,Silver,6541.52
2456,CARD00328,2023-06-12,Silver,Gold,7395.32
2457,CARD03554,2023-06-18,Membership,Silver,9666.66
2458,CARD06139,2022-12-31,Membership,Silver,9371.85
2459,CARD08692,2024-02-12,Silver,Membership,2494.87
2460,CARD09428,2023-06-28,Silver,Membership,3983.63
2461,CARD05285,2024-02-20,Membership,Gold,607.78
2462,CARD06623,2023-10-27,Silver,Gold,532.07
2463,CARD06798,2024-09-17,Silver,Membership,6823.65
2464,CARD03854,2023-06-25,Gold,Silver,8296.04
2465,CARD00415,2024-06-08,Silver,Gold,8415.57
2466,CARD03041,2023-12-13,Membership,Silver,63.29
2467,CARD01777,2024-07-24,Membership,Silver,3643.9
2468,CARD05599,2024-10-20,Membership,Gold,6846.6
2469,CARD07164,2023-01-21,Membership,Gold,2690.71
2470,CARD05115,2023-09-05,Silver,Gold,4814.31
2471,CARD01648,2024-02-06,Gold,Silver,399.51
2472,CARD03807,2024-05-30,Silver,Gold,3538.1
2473,CARD04038,2023-07-01,Membership,Gold,7360.89
2474,CARD05849,2024-07-26,Gold,Membership,8108.55
2475,CARD00143,2024-11-23,Gold,Silver,1852.17
2476,CARD04378,2023-08-18,Gold,Silver,5146.53
2477,CARD01137,2024-09-17,Membership,Silver,203.13
2478,CARD00687,2024-11-19,Gold,Silver,7340.65
2479,CARD01496,2023-07-06,Membership,Silver,1209.57
2480,CARD04454,2024-04-26,Silver,Gold,3593.8
2481,CARD00732,2024-03-06,Membership,Silver,3787.86
2482,CARD09339,2024-04-14,Membership,Silver,4137.65
2483,CARD00247,2024-08-30,Gold,Silver,3495.66
2484,CARD00875,2023-04-30,Silver,Membership,4860.09
2485,CARD02873,2023-02-06,Gold,Membership,3556.87
2486,CARD00427,2024-09-23,Silver,Gold,9250.17
2487,CARD05146,2024-11-22,Silver,Gold,6195.21
2488,CARD01719,2024-07-09,Silver,Gold,7585.83
2489,CARD04899,2023-11-09,Silver,Gold,8801.97
2490,CARD08758,2023-09-30,Membership,Gold,6121.84
2491,CARD01666,2023-07-28,Silver,Gold,9246.07
2492,CARD06181,2023-12-20,Membership,Silver,513.79
2493,CARD00839,2023-05-09,Gold,Membership,157.64
2494,CARD07939,2023-02-20,Gold,Membership,2027.45
2495,CARD06869,2024-05-27,Membership,Gold,6723.34
2496,CARD09906,2024-05-27,Gold,Silver,7590.6
2497,CARD05049,2024-12-14,Gold,Membership,1224.4
2498,CARD05694,2024-01-22,Silver,Membership,7735.06
2499,CARD02120,2023-08-28,Membership,Silver,6583.38
2500,CARD09156,2024-09-20,Silver,Gold,6086.55
2501,CARD06788,2023-06-12,Gold,Membership,7156.72
2502,CARD04273,2024-03-04,Gold,Silver,9935.54
2503,CARD00018,2024-01-25,Gold,Membership,8678.2
2504,CARD06257,2024-02-08,Membership,Gold,8656.69
2505,CARD05323,2024-06-16,Silver,Gold,9899.66
2506,CARD09247,2023-01-27,Membership,Gold,4964.96
2507,CARD01108,2024-11-13,Membership,Gold,331.96
2508,CARD07422,2023-06-04,Silver,Membership,8079.83
