OrderID,OrderDate,StaffID,TableNumber,BranchID,CustomerID
ORD02118,2024-09-08,ST00934,29,BR00001,CUST09626
ORD02119,2024-12-10,ST00600,29,BR00500,CUST06969
ORD02120,2024-02-02,ST00339,12,BR00976,CUST06211
ORD02121,2023-12-23,ST00193,19,BR00963,CUST03439
ORD02122,2024-12-12,ST00811,19,BR00764,CUST08357
ORD02123,2024-03-04,ST00263,25,BR00409,CUST00884
ORD02124,2024-05-24,ST00825,25,BR00711,CUST00847
ORD02125,2024-03-26,ST00731,11,BR00085,CUST02099
ORD02126,2024-11-09,ST00206,4,BR00691,CUST04454
ORD02127,2024-08-27,ST00595,12,BR00352,CUST00073
ORD02128,2024-03-28,ST00013,19,BR00504,CUST03264
ORD02129,2024-09-11,ST00733,40,BR00358,CUST03313
ORD02130,2024-07-08,ST00964,26,BR00777,CUST07111
ORD02131,2024-02-04,ST00385,32,BR00339,CUST03833
ORD02132,2023-12-18,ST00384,16,BR00980,CUST02503
ORD02133,2024-10-24,ST00065,45,BR00116,CUST02324
ORD02134,2024-10-28,ST00908,7,BR00602,CUST02077
ORD02135,2024-04-04,ST00274,13,BR00281,CUST02012
ORD02136,2024-06-29,ST00616,34,BR00195,CUST07127
ORD02137,2024-06-21,ST00281,21,BR00766,CUST02902
ORD02138,2024-02-05,ST00342,39,BR00875,CUST00970
ORD02139,2024-06-17,ST00848,47,BR00212,CUST01717
ORD02140,2024-03-30,ST00175,47,BR00391,CUST00245
ORD02141,2024-03-16,ST00801,37,BR00846,CUST07802
ORD02142,2024-10-09,ST00553,19,BR00904,CUST06243
ORD02143,2024-03-16,ST00753,13,BR00169,CUST09139
ORD02144,2024-02-15,ST00162,8,BR00802,CUST04755
ORD02145,2024-04-26,ST00985,18,BR00878,CUST01802
ORD02146,2024-01-23,ST00376,11,BR00477,CUST06712
ORD02147,2024-01-01,ST00780,8,BR00770,CUST01289
ORD02148,2024-03-25,ST00044,18,BR00344,CUST04187
ORD02149,2024-07-10,ST00273,44,BR00122,CUST05101
ORD02150,2024-07-05,ST00634,39,BR00663,CUST07000
ORD02151,2024-02-17,ST00254,17,BR00776,CUST05179
ORD02152,2024-07-17,ST00129,23,BR00843,CUST00813
ORD02153,2024-09-19,ST00364,38,BR00381,CUST06486
ORD02154,2024-06-24,ST00242,1,BR00471,CUST06075
ORD02155,2024-12-04,ST00102,18,BR00755,CUST05585
ORD02156,2024-11-25,ST00442,7,BR00452,CUST00781
ORD02157,2024-02-25,ST00224,39,BR00766,CUST01059
ORD02158,2024-09-19,ST00164,36,BR00275,CUST09035
ORD02159,2024-04-17,ST00746,16,BR00043,CUST09715
ORD02160,2024-04-28,ST00934,13,BR00676,CUST06155
ORD02161,2024-02-18,ST00533,35,BR00992,CUST07877
ORD02162,2024-09-28,ST00229,46,BR00548,CUST02862
ORD02163,2024-09-18,ST00028,31,BR00162,CUST08381
ORD02164,2024-03-09,ST00855,7,BR00636,CUST01709
ORD02165,2024-03-26,ST00730,13,BR00957,CUST01224
ORD02166,2024-08-08,ST00787,23,BR00092,CUST05344
ORD02167,2024-10-06,ST00602,36,BR00825,CUST03963
ORD02168,2024-07-02,ST00075,38,BR00008,CUST04814
ORD02169,2024-05-20,ST00447,25,BR00503,CUST08123
ORD02170,2024-06-06,ST00982,43,BR00754,CUST06669
ORD02171,2024-04-26,ST00831,3,BR00894,CUST00888
ORD02172,2024-05-14,ST00767,38,BR00181,CUST01011
ORD02173,2024-09-16,ST00092,1,BR00065,CUST01510
ORD02174,2024-02-16,ST00177,34,BR00258,CUST07589
ORD02175,2024-11-08,ST00541,25,BR00343,CUST02251
ORD02176,2024-09-04,ST00751,27,BR00053,CUST05182
ORD02177,2024-11-27,ST00087,41,BR00542,CUST08921
ORD02178,2024-11-06,ST00416,8,BR00943,CUST04650
ORD02179,2024-02-28,ST00149,7,BR00398,CUST05166
ORD02180,2024-10-23,ST00519,9,BR00695,CUST07120
ORD02181,2024-06-20,ST00703,42,BR00097,CUST06664
ORD02182,2024-11-11,ST00254,9,BR00349,CUST05334
ORD02183,2024-05-17,ST00604,49,BR00629,CUST08391
ORD02184,2024-08-11,ST00053,30,BR00154,CUST05755
ORD02185,2024-08-05,ST00843,46,BR00275,CUST05432
ORD02186,2024-01-06,ST00059,1,BR00078,CUST04064
ORD02187,2024-11-23,ST00380,24,BR00124,CUST02879
ORD02188,2023-12-28,ST00499,10,BR00364,CUST00225
ORD02189,2024-06-14,ST00280,6,BR00747,CUST03798
ORD02190,2024-06-02,ST00980,5,BR00905,CUST01753
ORD02191,2024-06-07,ST00578,28,BR00692,CUST05181
ORD02192,2023-12-29,ST00113,33,BR00942,CUST08967
ORD02193,2024-12-12,ST00891,14,BR00861,CUST04836
ORD02194,2024-10-22,ST00943,4,BR00279,CUST07094
ORD02195,2024-07-18,ST00349,1,BR00213,CUST04214
ORD02196,2024-04-13,ST00622,38,BR00807,CUST06539
ORD02197,2024-05-07,ST00005,43,BR00511,CUST09203
ORD02198,2024-03-06,ST00381,28,BR00498,CUST05148
ORD02199,2024-06-08,ST00083,6,BR00710,CUST08258
ORD02200,2024-01-05,ST00663,33,BR00893,CUST01845
ORD02201,2024-11-23,ST00144,27,BR00251,CUST06040
ORD02202,2024-08-27,ST00760,48,BR00817,CUST04539
ORD02203,2024-06-11,ST00353,40,BR00053,CUST05750
ORD02204,2024-01-17,ST00304,19,BR00339,CUST02228
ORD02205,2024-04-25,ST00869,25,BR00745,CUST01313
ORD02206,2024-02-07,ST00425,22,BR00143,CUST02760
ORD02207,2024-05-18,ST00744,40,BR00044,CUST06325
ORD02208,2024-01-13,ST00671,44,BR00858,CUST04621
ORD02209,2024-05-12,ST00337,26,BR00407,CUST01801
ORD02210,2023-12-25,ST00242,26,BR00544,CUST09871
ORD02211,2024-05-31,ST00216,5,BR00911,CUST08637
ORD02212,2024-04-10,ST00714,30,BR00085,CUST07016
ORD02213,2024-02-24,ST00477,20,BR00150,CUST02192
ORD02214,2024-09-28,ST00528,33,BR00855,CUST08098
ORD02215,2024-04-19,ST00608,22,BR00318,CUST03287
ORD02216,2024-08-23,ST00610,46,BR00303,CUST03930
ORD02217,2024-05-16,ST00852,12,BR00322,CUST08787
ORD02218,2024-10-24,ST00254,7,BR00644,CUST08810
ORD02219,2024-10-05,ST00716,14,BR00844,CUST08241
ORD02220,2024-11-14,ST00750,44,BR00795,CUST02761
ORD02221,2024-12-16,ST00668,38,BR00621,CUST06994
ORD02222,2024-11-26,ST00443,35,BR00070,CUST04292
ORD02223,2024-08-16,ST00914,43,BR00334,CUST03204
ORD02224,2024-03-04,ST00415,42,BR00507,CUST02958
ORD02225,2024-02-12,ST00353,22,BR00315,CUST03471
ORD02226,2024-08-09,ST00681,46,BR00156,CUST04453
ORD02227,2024-12-02,ST00862,13,BR00406,CUST06106
ORD02228,2024-10-02,ST00945,15,BR00017,CUST05769
ORD02229,2024-12-13,ST00704,9,BR00906,CUST09145
ORD02230,2023-12-31,ST00282,24,BR00539,CUST09122
ORD02231,2024-01-22,ST00498,27,BR00369,CUST08487
ORD02232,2024-03-21,ST00465,16,BR00160,CUST02782
ORD02233,2024-07-03,ST00756,11,BR00300,CUST03286
ORD02234,2024-08-21,ST00022,39,BR00405,CUST05230
ORD02235,2024-08-20,ST00573,26,BR00770,CUST04669
ORD02236,2024-12-15,ST00071,32,BR00787,CUST04061
ORD02237,2024-09-22,ST00543,12,BR00472,CUST07755
ORD02238,2024-10-13,ST00531,9,BR00993,CUST03375
ORD02239,2024-09-09,ST00732,32,BR00520,CUST07353
ORD02240,2024-01-05,ST00786,45,BR00996,CUST08029
ORD02241,2024-09-04,ST00546,29,BR00430,CUST01192
ORD02242,2024-11-24,ST00924,3,BR00823,CUST03390
ORD02243,2024-06-03,ST00697,2,BR00956,CUST01159
ORD02244,2024-05-19,ST00611,50,BR00803,CUST01002
ORD02245,2024-08-20,ST00429,27,BR00914,CUST05577
ORD02246,2024-07-21,ST00614,2,BR00589,CUST07975
ORD02247,2024-04-06,ST00571,13,BR00152,CUST09561
ORD02248,2024-09-06,ST00383,47,BR00545,CUST03225
ORD02249,2024-06-07,ST00696,29,BR00408,CUST05136
ORD02250,2024-11-05,ST00997,13,BR00605,CUST01329
ORD02251,2023-12-29,ST00370,10,BR00282,CUST08353
ORD02252,2024-06-17,ST00141,38,BR00347,CUST05725
ORD02253,2024-09-26,ST00321,21,BR00704,CUST02508
ORD02254,2024-11-24,ST00946,50,BR00885,CUST04091
ORD02255,2024-10-19,ST00237,11,BR00831,CUST08036
ORD02256,2024-06-16,ST00100,19,BR00469,CUST04145
ORD02257,2024-05-29,ST00981,30,BR00112,CUST07087
ORD02258,2024-04-07,ST00913,10,BR00035,CUST05003
ORD02259,2024-02-17,ST00535,24,BR00130,CUST08459
ORD02260,2024-03-03,ST00971,33,BR00146,CUST04799
ORD02261,2024-05-11,ST00601,39,BR00204,CUST06799
ORD02262,2024-01-03,ST00785,14,BR00527,CUST04685
ORD02263,2024-08-03,ST00323,22,BR00607,CUST01730
ORD02264,2024-08-29,ST00154,33,BR00605,CUST02979
ORD02265,2024-08-14,ST00860,26,BR00698,CUST06030
ORD02266,2024-11-10,ST00454,29,BR00727,CUST00375
ORD02267,2024-12-12,ST00455,45,BR00855,CUST01579
ORD02268,2024-04-26,ST00783,44,BR00972,CUST05062
ORD02269,2024-04-13,ST00059,26,BR00943,CUST07137
ORD02270,2024-08-13,ST00280,3,BR00456,CUST00361
ORD02271,2024-09-06,ST00571,13,BR00426,CUST01253
ORD02272,2024-06-13,ST00566,2,BR00407,CUST06847
ORD02273,2024-01-28,ST00968,14,BR00391,CUST08577
ORD02274,2024-07-11,ST00297,19,BR00476,CUST05469
ORD02275,2024-02-01,ST00041,26,BR00756,CUST05284
ORD02276,2024-11-12,ST00328,47,BR00502,CUST05476
ORD02277,2024-06-07,ST00687,13,BR00782,CUST04199
ORD02278,2024-10-24,ST00428,46,BR00013,CUST08434
ORD02279,2024-03-02,ST00110,41,BR00680,CUST01970
ORD02280,2024-06-01,ST00554,16,BR00831,CUST09258
ORD02281,2024-10-20,ST00036,27,BR00235,CUST01287
ORD02282,2024-10-12,ST00403,31,BR00585,CUST09228
ORD02283,2024-04-13,ST00361,33,BR00964,CUST07045
ORD02284,2024-03-01,ST00927,2,BR00703,CUST07632
ORD02285,2024-06-22,ST00704,22,BR00416,CUST03324
ORD02286,2024-03-17,ST00116,43,BR00656,CUST07291
ORD02287,2024-03-09,ST00402,25,BR00788,CUST08077
ORD02288,2024-11-30,ST00906,35,BR00104,CUST08207
ORD02289,2024-02-15,ST00761,13,BR00847,CUST08488
ORD02290,2024-10-04,ST00340,27,BR00591,CUST08644
ORD02291,2024-10-27,ST00693,3,BR00776,CUST09596
ORD02292,2024-01-02,ST00636,21,BR00096,CUST09754
ORD02293,2024-02-08,ST00525,6,BR00195,CUST06035
ORD02294,2024-02-13,ST00083,4,BR00455,CUST01783
ORD02295,2024-01-23,ST00710,50,BR00758,CUST08057
ORD02296,2024-01-16,ST00795,12,BR00461,CUST09379
ORD02297,2024-05-30,ST00981,36,BR00816,CUST04553
ORD02298,2024-02-02,ST00484,20,BR00369,CUST02251
ORD02299,2024-02-19,ST00822,7,BR00396,CUST06601
ORD02300,2024-02-21,ST00575,30,BR00744,CUST02062
ORD02301,2024-11-03,ST00060,39,BR00954,CUST03609
ORD02302,2024-06-11,ST00678,30,BR00196,CUST02657
ORD02303,2024-03-13,ST00326,42,BR00371,CUST03528
ORD02304,2024-02-05,ST00468,17,BR00474,CUST08159
ORD02305,2024-02-21,ST00431,24,BR00591,CUST02797
ORD02306,2024-07-04,ST00181,14,BR00511,CUST03663
ORD02307,2024-12-07,ST00170,10,BR00128,CUST06092
ORD02308,2024-07-31,ST00881,49,BR00187,CUST07485
ORD02309,2024-11-04,ST00140,36,BR00869,CUST05583
ORD02310,2024-05-28,ST00190,36,BR00555,CUST02045
ORD02311,2024-12-15,ST00546,3,BR00063,CUST00923
ORD02312,2024-03-20,ST00306,38,BR00408,CUST08119
ORD02313,2024-06-19,ST00143,29,BR00842,CUST06532
ORD02314,2024-09-27,ST00727,1,BR00830,CUST03990
ORD02315,2024-05-24,ST00637,9,BR00591,CUST06569
ORD02316,2024-08-29,ST00554,37,BR00069,CUST01582
ORD02317,2024-08-22,ST00747,36,BR00750,CUST09723
ORD02318,2024-09-06,ST00899,13,BR00912,CUST06915
ORD02319,2024-11-27,ST00946,49,BR00975,CUST06767
ORD02320,2024-05-15,ST00703,30,BR00837,CUST04624
ORD02321,2024-10-25,ST00740,32,BR00900,CUST08101
ORD02322,2024-05-18,ST00981,9,BR00136,CUST07295
ORD02323,2024-05-18,ST00097,12,BR00236,CUST03551
ORD02324,2024-03-22,ST00291,32,BR00936,CUST02066
ORD02325,2024-08-08,ST00877,1,BR00407,CUST05804
ORD02326,2024-07-05,ST00192,7,BR00962,CUST06715
ORD02327,2023-12-20,ST00827,45,BR00168,CUST05816
ORD02328,2024-04-15,ST00463,20,BR00839,CUST05150
ORD02329,2024-04-24,ST00685,13,BR00602,CUST06674
ORD02330,2024-06-18,ST00071,5,BR00405,CUST03771
ORD02331,2024-03-20,ST00797,18,BR00372,CUST06677
ORD02332,2023-12-21,ST00088,3,BR00674,CUST07797
ORD02333,2023-12-19,ST00664,46,BR00395,CUST06500
ORD02334,2024-09-27,ST00649,16,BR00988,CUST09281
ORD02335,2024-09-23,ST00953,20,BR00016,CUST05032
ORD02336,2024-08-20,ST00361,19,BR00943,CUST09074
ORD02337,2024-06-19,ST00019,24,BR00587,CUST03804
ORD02338,2024-11-11,ST00244,19,BR00573,CUST07274
ORD02339,2024-09-14,ST00602,13,BR00808,CUST07749
ORD02340,2023-12-19,ST00652,45,BR00369,CUST00354
ORD02341,2024-02-06,ST00350,23,BR00994,CUST04861
ORD02342,2024-11-01,ST00448,45,BR00308,CUST09149
ORD02343,2024-03-18,ST00443,42,BR00228,CUST00479
ORD02344,2024-05-14,ST00418,23,BR00891,CUST01403
ORD02345,2024-11-21,ST00914,44,BR00347,CUST09875
ORD02346,2024-11-05,ST00006,41,BR00226,CUST08332
ORD02347,2024-09-04,ST00414,30,BR00731,CUST00148
ORD02348,2024-10-25,ST00294,30,BR00881,CUST08892
ORD02349,2024-04-06,ST00164,4,BR00979,CUST06188
ORD02350,2024-04-09,ST00097,30,BR00177,CUST07949
ORD02351,2024-01-04,ST00440,4,BR00853,CUST01967
ORD02352,2024-01-28,ST00574,50,BR00057,CUST02000
ORD02353,2024-10-06,ST00191,2,BR00253,CUST06338
ORD02354,2024-09-22,ST00314,30,BR00840,CUST03883
ORD02355,2024-08-27,ST00325,44,BR00974,CUST01284
ORD02356,2024-03-01,ST00154,18,BR00434,CUST06527
ORD02357,2024-02-07,ST00156,41,BR00236,CUST09309
ORD02358,2024-10-19,ST00863,25,BR00666,CUST08146
ORD02359,2024-05-19,ST00470,34,BR00291,CUST02927
ORD02360,2024-05-15,ST00652,14,BR00745,CUST09384
ORD02361,2024-05-01,ST00661,14,BR00110,CUST03255
ORD02362,2024-03-21,ST00223,38,BR00688,CUST09736
ORD02363,2024-03-11,ST00367,14,BR00605,CUST00113
ORD02364,2024-04-06,ST00555,10,BR00995,CUST01511
ORD02365,2024-08-21,ST00693,25,BR00334,CUST09515
ORD02366,2024-04-08,ST00140,33,BR00570,CUST09555
ORD02367,2024-06-19,ST00182,41,BR00133,CUST00292
ORD02368,2024-04-17,ST00574,23,BR00155,CUST09715
ORD02369,2023-12-28,ST00313,5,BR00945,CUST05885
ORD02370,2024-07-23,ST00173,35,BR00177,CUST04846
ORD02371,2024-07-20,ST00209,23,BR00329,CUST06652
ORD02372,2024-05-27,ST00840,49,BR00520,CUST06904
ORD02373,2024-05-22,ST00201,28,BR00087,CUST06450
ORD02374,2024-11-05,ST00048,11,BR00840,CUST02034
ORD02375,2024-10-05,ST00533,34,BR00673,CUST04842
ORD02376,2024-12-02,ST00485,42,BR00348,CUST06458
ORD02377,2024-05-27,ST00195,18,BR00824,CUST01196
ORD02378,2024-01-02,ST00366,44,BR00264,CUST07570
ORD02379,2024-08-14,ST00011,39,BR00933,CUST09521
ORD02380,2024-02-22,ST00025,50,BR00641,CUST06490
ORD02381,2024-03-10,ST00734,2,BR00074,CUST07312
ORD02382,2024-11-09,ST00956,33,BR00266,CUST09230
ORD02383,2024-09-23,ST00808,7,BR00774,CUST06612
ORD02384,2024-04-10,ST00867,24,BR00781,CUST08693
ORD02385,2024-10-02,ST00741,30,BR00651,CUST00329
ORD02386,2024-02-03,ST00809,32,BR00919,CUST00656
ORD02387,2024-04-03,ST00964,7,BR00808,CUST07248
ORD02388,2024-04-27,ST00023,15,BR00885,CUST04289
ORD02389,2024-09-21,ST00880,25,BR00766,CUST00105
ORD02390,2024-02-09,ST00780,41,BR00862,CUST02872
ORD02391,2024-02-26,ST00986,21,BR00435,CUST04047
ORD02392,2024-02-21,ST00421,38,BR00499,CUST08483
ORD02393,2024-04-13,ST00632,18,BR00742,CUST03297
ORD02394,2024-07-18,ST00245,7,BR00318,CUST06937
ORD02395,2024-04-01,ST00977,30,BR00400,CUST01247
ORD02396,2024-03-24,ST00470,5,BR00347,CUST04885
ORD02397,2024-08-13,ST00102,7,BR00504,CUST00416
ORD02398,2024-02-18,ST00741,33,BR00901,CUST06179
ORD02399,2024-03-05,ST00908,22,BR00625,CUST06756
ORD02400,2024-11-11,ST00845,38,BR00998,CUST09550
ORD02401,2024-01-10,ST00065,21,BR00116,CUST01200
ORD02402,2024-06-25,ST00276,2,BR00638,CUST04538
ORD02403,2024-12-05,ST00380,36,BR00028,CUST01308
ORD02404,2024-08-01,ST00725,48,BR00982,CUST03925
ORD02405,2024-01-12,ST00999,43,BR00904,CUST02672
ORD02406,2024-08-05,ST00419,19,BR00964,CUST09609
ORD02407,2024-10-11,ST00923,38,BR00414,CUST07735
ORD02408,2024-09-23,ST00642,31,BR00648,CUST09679
ORD02409,2024-08-18,ST00079,48,BR00928,CUST09776
ORD02410,2024-07-31,ST00539,35,BR00706,CUST07732
ORD02411,2024-05-09,ST00847,14,BR00888,CUST09786
ORD02412,2024-11-23,ST00810,18,BR00598,CUST03502
ORD02413,2024-10-15,ST00321,7,BR00226,CUST08888
ORD02414,2024-08-17,ST00982,26,BR00320,CUST07662
ORD02415,2024-03-25,ST00762,47,BR00125,CUST05744
ORD02416,2024-11-09,ST00017,42,BR00272,CUST02104
ORD02417,2024-02-10,ST00900,3,BR00610,CUST08731
ORD02418,2024-06-04,ST00620,24,BR00751,CUST04028
ORD02419,2024-02-20,ST00832,11,BR00681,CUST03240
ORD02420,2024-08-07,ST00997,15,BR00023,CUST07759
ORD02421,2024-06-02,ST00583,18,BR00198,CUST04171
ORD02422,2024-11-09,ST00739,20,BR00275,CUST09018
ORD02423,2024-01-26,ST00942,10,BR00864,CUST07775
ORD02424,2024-02-10,ST00873,12,BR00035,CUST06823
ORD02425,2024-02-17,ST00203,46,BR00212,CUST02414
ORD02426,2024-04-10,ST00233,21,BR00157,CUST07156
ORD02427,2024-08-27,ST00706,8,BR00932,CUST07970
ORD02428,2024-06-02,ST00203,44,BR00347,CUST00772
ORD02429,2024-11-29,ST00076,4,BR00276,CUST04955
ORD02430,2024-11-27,ST00946,12,BR00670,CUST03432
ORD02431,2024-12-16,ST00390,24,BR00266,CUST00129
ORD02432,2024-01-18,ST00408,38,BR00324,CUST03226
ORD02433,2024-01-03,ST00799,48,BR00704,CUST05433
ORD02434,2024-08-16,ST00350,32,BR00699,CUST01824
ORD02435,2024-07-04,ST00407,46,BR00592,CUST02077
ORD02436,2024-03-11,ST00628,36,BR00488,CUST06630
ORD02437,2024-08-02,ST00929,29,BR00548,CUST02474
ORD02438,2024-11-15,ST00408,41,BR00267,CUST04593
ORD02439,2024-02-29,ST00920,35,BR00921,CUST06188
ORD02440,2024-10-28,ST00448,39,BR00882,CUST07367
ORD02441,2024-09-02,ST00253,39,BR00051,CUST01698
ORD02442,2024-07-06,ST00544,16,BR00699,CUST02209
ORD02443,2024-08-25,ST00265,45,BR00854,CUST05973
ORD02444,2024-06-16,ST00099,1,BR00116,CUST09324
ORD02445,2024-01-19,ST00624,21,BR00511,CUST08239
ORD02446,2024-02-28,ST00406,47,BR00806,CUST02895
ORD02447,2024-02-03,ST00967,23,BR00465,CUST02789
ORD02448,2024-11-08,ST00221,13,BR00807,CUST03253
ORD02449,2024-01-10,ST00476,47,BR00129,CUST07243
ORD02450,2024-11-30,ST00317,2,BR00290,CUST03726
ORD02451,2024-04-19,ST00292,9,BR00407,CUST04776
ORD02452,2024-05-01,ST00591,47,BR00089,CUST00443
ORD02453,2024-01-13,ST00615,26,BR00033,CUST06234
ORD02454,2024-04-15,ST00371,14,BR00177,CUST01504
ORD02455,2024-01-07,ST00051,46,BR00405,CUST07599
ORD02456,2024-08-27,ST00584,36,BR00718,CUST06786
ORD02457,2024-03-31,ST00979,33,BR00189,CUST04513
ORD02458,2024-08-24,ST00118,23,BR00517,CUST06295
ORD02459,2024-01-14,ST00832,23,BR00354,CUST06144
ORD02460,2024-09-07,ST00598,21,BR00970,CUST00246
ORD02461,2024-10-25,ST00025,39,BR00347,CUST05457
ORD02462,2023-12-28,ST00203,43,BR00922,CUST06557
ORD02463,2024-06-08,ST00134,17,BR00804,CUST00758
ORD02464,2024-10-27,ST00122,33,BR00528,CUST02164
ORD02465,2024-10-06,ST00034,44,BR00617,CUST00694
ORD02466,2024-04-13,ST00410,50,BR00530,CUST05165
ORD02467,2024-02-01,ST00137,30,BR00433,CUST06022
ORD02468,2024-02-04,ST00740,38,BR00365,CUST05705
ORD02469,2023-12-23,ST00302,3,BR00843,CUST03694
ORD02470,2024-04-05,ST00227,26,BR00820,CUST00525
ORD02471,2024-06-30,ST00287,44,BR00884,CUST09328
ORD02472,2024-11-19,ST00917,29,BR00481,CUST04392
ORD02473,2024-07-15,ST00253,27,BR00344,CUST04791
ORD02474,2024-04-27,ST00823,20,BR00668,CUST06958
ORD02475,2024-09-11,ST00713,14,BR00969,CUST04402
ORD02476,2024-07-06,ST00239,34,BR00088,CUST01724
ORD02477,2024-08-06,ST00420,24,BR00677,CUST09082
ORD02478,2024-01-06,ST00548,28,BR00883,CUST08107
ORD02479,2024-05-12,ST00025,14,BR00916,CUST08400
ORD02480,2024-10-28,ST00755,45,BR00032,CUST02448
ORD02481,2024-07-02,ST00995,35,BR00879,CUST02270
ORD02482,2024-01-22,ST00433,2,BR00003,CUST07232
ORD02483,2024-06-05,ST00512,23,BR00853,CUST07897
ORD02484,2024-03-24,ST00405,9,BR00514,CUST01922
ORD02485,2024-06-22,ST00547,27,BR00024,CUST01636
ORD02486,2024-10-01,ST00447,33,BR00453,CUST00597
ORD02487,2023-12-31,ST00746,2,BR00585,CUST04055
ORD02488,2024-06-20,ST00642,32,BR00283,CUST01298
ORD02489,2024-05-12,ST00929,33,BR00653,CUST01648
ORD02490,2024-02-28,ST00489,4,BR00994,CUST09931
ORD02491,2024-11-04,ST00737,32,BR00813,CUST07178
ORD02492,2024-10-13,ST00159,43,BR00464,CUST03864
ORD02493,2024-04-26,ST00786,33,BR00178,CUST09033
ORD02494,2024-05-06,ST00904,29,BR00254,CUST06170
ORD02495,2024-12-08,ST00062,40,BR00596,CUST00633
ORD02496,2024-01-10,ST00448,25,BR00782,CUST03182
ORD02497,2024-12-10,ST00124,19,BR00237,CUST04487
ORD02498,2024-03-10,ST00695,44,BR00209,CUST05363
ORD02499,2024-01-01,ST00567,45,BR00933,CUST09841
ORD02500,2024-02-18,ST00023,44,BR00336,CUST08621
ORD02501,2024-02-11,ST00630,32,BR00371,CUST06010
ORD02502,2024-10-18,ST00124,31,BR00254,CUST07842
ORD02503,2024-01-29,ST00865,46,BR00215,CUST08649
ORD02504,2024-09-14,ST00724,36,BR00512,CUST07556
ORD02505,2024-07-26,ST00433,28,BR00237,CUST03672
ORD02506,2024-06-10,ST00626,12,BR00567,CUST08882
ORD02507,2024-08-21,ST00615,43,BR00776,CUST09968
ORD02508,2024-12-13,ST00696,38,BR00174,CUST03644
ORD02509,2024-08-22,ST00504,12,BR00677,CUST09057
ORD02510,2024-10-27,ST00804,45,BR00662,CUST07209
ORD02511,2024-10-01,ST00414,21,BR00134,CUST04301
ORD02512,2024-04-03,ST00519,45,BR00499,CUST07561
ORD02513,2024-08-27,ST00253,45,BR00659,CUST06293
ORD02514,2024-11-25,ST00998,9,BR00144,CUST05706
ORD02515,2024-05-07,ST00228,28,BR00648,CUST08829
ORD02516,2024-10-02,ST00032,12,BR00773,CUST04745
ORD02517,2024-10-21,ST00437,45,BR00348,CUST04497
ORD02518,2024-11-23,ST00324,30,BR00757,CUST04342
ORD02519,2024-07-20,ST00217,24,BR00383,CUST01807
ORD02520,2024-10-17,ST00522,26,BR00664,CUST04619
ORD02521,2024-02-13,ST00931,25,BR00020,CUST08732
ORD02522,2024-07-18,ST00271,9,BR00722,CUST03661
ORD02523,2024-09-23,ST00038,8,BR00119,CUST01063
ORD02524,2024-05-05,ST00567,48,BR00621,CUST04341
ORD02525,2024-03-01,ST00171,41,BR00993,CUST00934
ORD02526,2024-06-03,ST00444,46,BR00329,CUST01096
ORD02527,2024-05-09,ST00456,39,BR00907,CUST06528
ORD02528,2024-03-29,ST00597,45,BR00915,CUST00646
ORD02529,2023-12-29,ST00751,34,BR00192,CUST03795
ORD02530,2023-12-24,ST00458,20,BR00517,CUST03035
ORD02531,2024-11-18,ST00101,43,BR00586,CUST09348
ORD02532,2024-03-22,ST00542,8,BR00335,CUST09688
ORD02533,2024-07-29,ST00299,44,BR00466,CUST00174
ORD02534,2024-10-21,ST00046,45,BR00359,CUST03563
ORD02535,2024-08-28,ST00896,28,BR00758,CUST02594
ORD02536,2024-05-08,ST00940,20,BR00772,CUST04687
ORD02537,2024-02-23,ST00074,1,BR00602,CUST03045
ORD02538,2024-03-18,ST00433,30,BR00783,CUST00294
ORD02539,2024-02-27,ST00885,9,BR00456,CUST07559
ORD02540,2024-01-01,ST00651,40,BR00225,CUST06731
ORD02541,2024-06-01,ST00040,19,BR00551,CUST08707
ORD02542,2024-06-18,ST00555,3,BR00299,CUST01010
ORD02543,2024-06-08,ST00231,30,BR00823,CUST00065
ORD02544,2024-05-16,ST00234,45,BR00470,CUST00230
ORD02545,2024-10-31,ST00059,35,BR00191,CUST02923
ORD02546,2024-08-29,ST00829,12,BR00901,CUST03830
ORD02547,2024-12-15,ST00288,41,BR00918,CUST08670
ORD02548,2024-05-08,ST00925,49,BR00346,CUST04208
ORD02549,2024-12-02,ST00115,27,BR00964,CUST06936
ORD02550,2024-11-13,ST00979,22,BR00191,CUST06070
ORD02551,2024-10-26,ST00025,30,BR00551,CUST08596
ORD02552,2024-03-18,ST00957,36,BR00791,CUST04584
ORD02553,2024-03-09,ST00544,48,BR00405,CUST04574
ORD02554,2024-06-26,ST00942,47,BR00163,CUST08727
ORD02555,2024-05-05,ST00194,4,BR00276,CUST02773
ORD02556,2024-04-30,ST00544,10,BR00387,CUST07823
ORD02557,2024-05-21,ST00391,5,BR00536,CUST03440
ORD02558,2024-05-02,ST00646,14,BR00828,CUST02743
ORD02559,2024-04-25,ST00578,28,BR00491,CUST03382
ORD02560,2024-10-24,ST00931,22,BR00894,CUST00941
ORD02561,2024-06-01,ST00275,15,BR00297,CUST06867
ORD02562,2024-09-26,ST00195,28,BR00803,CUST07517
ORD02563,2024-02-17,ST00459,12,BR00694,CUST07524
ORD02564,2024-02-29,ST00794,46,BR00824,CUST03688
ORD02565,2024-02-06,ST00191,27,BR00677,CUST03884
ORD02566,2024-04-07,ST00995,35,BR00598,CUST03594
ORD02567,2024-02-29,ST00789,9,BR00898,CUST08578
