HistoryID,CardID,StatusChangeDate,PreviousCardType,NewCardType,SpendingDuringPeriod
6200,CARD_73f3d6ea,2024-03-09,SILVER,GOLD,7543591.71
6201,CARD_73f3d6ea,2024-06-07,GOLD,SILVER,7713246.74
6202,CARD_51710116,2023-05-01,MEMBERSHIP,SILVER,6590816.74
6203,CARD_51710116,2024-01-26,SILVER,GOLD,3102619.89
6204,CARD_91056a6b,2024-09-06,MEMBERSHIP,SILVER,6181183.89
6205,CARD_91056a6b,2024-12-05,SILVER,GOLD,5048448.82
6206,CARD_688ef01c,2024-04-09,MEMBERSHIP,SILVER,6803098.84
6207,CARD_688ef01c,2024-07-08,SILVER,GOLD,5252673.67
6208,CARD_688ef01c,2024-10-06,GOLD,SILVER,2736525.96
6209,CARD_929871a5,2024-06-21,MEMBERSHIP,SILVER,7880351.18
6210,CARD_73ca0017,2024-01-23,MEMBERSHIP,SILVER,2907253.07
6211,CARD_a7d7cabb,2023-11-30,MEMBERSHIP,SILVER,7860746.67
6212,CARD_a7d7cabb,2024-08-26,SILVER,GOLD,4644082.51
6213,CARD_3752e381,2023-04-18,MEMBERSHIP,SILVER,6082000.11
6214,CARD_3752e381,2023-10-15,SILVER,GOLD,2261811.79
6215,CARD_97c03b93,2024-06-07,MEMBERSHIP,SILVER,4934074.03
6216,CARD_97c03b93,2024-12-04,SILVER,GOLD,1208951.41
6217,CARD_8f1e2ac0,2024-12-15,MEMBERSHIP,SILVER,6850831.42
6218,CARD_15a7b848,2023-08-13,MEMBERSHIP,SILVER,6286590.84
6219,CARD_15a7b848,2023-11-11,SILVER,GOLD,2985086.75
6220,CARD_b018a485,2024-02-10,MEMBERSHIP,GOLD,6167952.39
6221,CARD_7d867c95,2023-10-27,MEMBERSHIP,GOLD,6585880.84
6222,CARD_f8ad4bb8,2023-12-30,MEMBERSHIP,SILVER,1333963.15
6223,CARD_f8ad4bb8,2024-06-27,SILVER,GOLD,457367.73
6224,CARD_aceec3f1,2023-08-11,MEMBERSHIP,SILVER,5694264.1
6225,CARD_aceec3f1,2024-02-07,SILVER,GOLD,9195462.38
6226,CARD_5d8071e7,2024-08-11,MEMBERSHIP,SILVER,4972460.13
6227,CARD_5d8071e7,2024-11-09,SILVER,GOLD,6001062.83
6228,CARD_76005bbc,2024-04-23,MEMBERSHIP,SILVER,7404819.49
6229,CARD_76005bbc,2024-07-22,SILVER,GOLD,3258299.71
6230,CARD_76005bbc,2024-10-20,GOLD,SILVER,6095753.82
6231,CARD_327e9d64,2023-07-16,MEMBERSHIP,SILVER,6156898.99
6232,CARD_327e9d64,2024-04-11,SILVER,GOLD,2116042.47
6233,CARD_d6258e85,2024-12-11,MEMBERSHIP,SILVER,7808714.12
6234,CARD_afa285e2,2024-06-30,MEMBERSHIP,SILVER,5375588.82
6235,CARD_afa285e2,2024-09-28,SILVER,GOLD,4480019.15
6236,CARD_d33d5fee,2023-08-19,MEMBERSHIP,SILVER,2049065.5
6237,CARD_a1a7bf72,2024-08-20,MEMBERSHIP,SILVER,626716.2
6238,CARD_cdf8b055,2024-02-06,MEMBERSHIP,SILVER,6447349.16
6239,CARD_cdf8b055,2024-05-06,SILVER,GOLD,6622654.01
6240,CARD_27c55b68,2023-12-05,MEMBERSHIP,SILVER,8155828.84
6241,CARD_27c55b68,2024-06-02,SILVER,GOLD,678428.35
6242,CARD_27c55b68,2024-08-31,GOLD,SILVER,8686292.26
6243,CARD_810993fd,2023-05-02,MEMBERSHIP,GOLD,10176185.5
6244,CARD_810993fd,2023-07-31,GOLD,SILVER,415247.92
6245,CARD_810993fd,2023-10-29,SILVER,GOLD,3274454.84
6246,CARD_e694c2e3,2023-09-22,MEMBERSHIP,SILVER,5320685.34
6247,CARD_a0a49531,2023-11-29,MEMBERSHIP,SILVER,2942666.9
6248,CARD_a0a49531,2024-05-27,SILVER,GOLD,2625718.51
6249,CARD_b0a07a00,2023-09-09,MEMBERSHIP,SILVER,910049.69
6250,CARD_281e8f4d,2024-08-05,MEMBERSHIP,SILVER,8266925.53
6251,CARD_281e8f4d,2024-11-03,SILVER,GOLD,4257027.06
6252,CARD_a6226abf,2024-10-09,MEMBERSHIP,SILVER,6130531.13
6253,CARD_0c0c8d96,2023-12-03,MEMBERSHIP,SILVER,8588763.68
6254,CARD_0c0c8d96,2024-03-02,SILVER,GOLD,6998295.73
6255,CARD_b0c1cb66,2023-07-16,MEMBERSHIP,SILVER,1359248.69
6256,CARD_58ceb6c3,2023-09-04,MEMBERSHIP,SILVER,4096963.67
6257,CARD_58ceb6c3,2023-12-03,SILVER,GOLD,4008406.88
6258,CARD_0b73b4a2,2024-03-04,MEMBERSHIP,SILVER,4355699.63
6259,CARD_0b73b4a2,2024-06-02,SILVER,GOLD,3479571.68
6260,CARD_8e2775d7,2023-08-01,MEMBERSHIP,SILVER,1741709.96
6261,CARD_8e2775d7,2024-01-28,SILVER,GOLD,2894144.87
6262,CARD_b38dcbdb,2024-02-21,MEMBERSHIP,SILVER,8055063.38
6263,CARD_b38dcbdb,2024-08-19,SILVER,GOLD,5346188.1
6264,CARD_3d2f64d3,2023-06-01,MEMBERSHIP,SILVER,4124978.24
6265,CARD_24adeb51,2024-02-21,MEMBERSHIP,SILVER,8127060.07
6266,CARD_24adeb51,2024-08-19,SILVER,GOLD,1302249.01
6267,CARD_6bb8a4b3,2024-09-29,MEMBERSHIP,SILVER,5302347.27
6268,CARD_1fd3113f,2024-03-09,MEMBERSHIP,SILVER,4231828.23
6269,CARD_a389aeb0,2024-02-02,MEMBERSHIP,SILVER,8181769.67
6270,CARD_a389aeb0,2024-05-02,SILVER,GOLD,8836629.28
6271,CARD_a389aeb0,2024-10-29,GOLD,SILVER,3833099.71
6272,CARD_8bc4593f,2023-09-21,MEMBERSHIP,SILVER,6542214.98
6273,CARD_8bc4593f,2024-03-19,SILVER,GOLD,3549890.94
6274,CARD_c40b172c,2023-07-15,MEMBERSHIP,GOLD,11036989.61
6275,CARD_c40b172c,2023-10-13,GOLD,SILVER,2084413.44
6276,CARD_c40b172c,2024-04-10,SILVER,GOLD,5097017.61
6277,CARD_5a4a9377,2023-02-25,MEMBERSHIP,SILVER,5143125.0
6278,CARD_aec8b1e7,2023-10-12,MEMBERSHIP,SILVER,3261016.68
6279,CARD_aec8b1e7,2024-01-10,SILVER,GOLD,5220908.06
6280,CARD_de67de01,2023-07-19,MEMBERSHIP,SILVER,7750392.57
6281,CARD_de67de01,2024-01-15,SILVER,GOLD,5065181.93
6282,CARD_711c1dc8,2023-09-14,MEMBERSHIP,SILVER,2246483.08
6283,CARD_b7fb75a2,2024-05-24,MEMBERSHIP,SILVER,5768144.17
6284,CARD_b7fb75a2,2024-08-22,SILVER,GOLD,1963985.99
6285,CARD_9cc622b9,2024-05-03,MEMBERSHIP,SILVER,2388518.08
6286,CARD_5f057470,2024-10-09,MEMBERSHIP,SILVER,4266268.45
6287,CARD_019c6463,2024-02-18,MEMBERSHIP,SILVER,6831876.29
6288,CARD_019c6463,2024-05-18,SILVER,GOLD,8487898.76
6289,CARD_019c6463,2024-08-16,GOLD,SILVER,4360586.01
6290,CARD_019c6463,2024-11-14,SILVER,GOLD,219203.85
6291,CARD_ccd1686e,2023-03-10,MEMBERSHIP,SILVER,6541721.81
6292,CARD_ccd1686e,2023-09-06,SILVER,GOLD,3792626.36
6293,CARD_75dc7ff6,2024-09-12,MEMBERSHIP,SILVER,10856032.42
6294,CARD_4b671b1c,2023-04-16,MEMBERSHIP,SILVER,5999306.44
6295,CARD_4b671b1c,2023-10-13,SILVER,GOLD,2962952.35
6296,CARD_50eb5a8d,2023-01-21,MEMBERSHIP,SILVER,5148001.46
6297,CARD_50eb5a8d,2023-10-18,SILVER,GOLD,949727.57
6298,CARD_105f86ef,2024-11-16,MEMBERSHIP,SILVER,5087161.55
6299,CARD_aeea8a19,2023-10-15,MEMBERSHIP,SILVER,4867479.3
6300,CARD_aeea8a19,2024-01-13,SILVER,GOLD,7264472.23
6301,CARD_76de7401,2024-04-25,MEMBERSHIP,SILVER,3551572.69
6302,CARD_be25c4a1,2024-02-23,MEMBERSHIP,SILVER,8072354.72
6303,CARD_be25c4a1,2024-11-19,SILVER,GOLD,8884974.39
6304,CARD_561977be,2024-11-26,MEMBERSHIP,SILVER,2730269.39
6305,CARD_39ab257e,2024-08-25,MEMBERSHIP,SILVER,3333271.8
6306,CARD_39ab257e,2024-11-23,SILVER,GOLD,3414189.28
6307,CARD_bd25a9cc,2023-07-10,MEMBERSHIP,GOLD,8712447.14
6308,CARD_7d5fedcc,2023-10-31,MEMBERSHIP,SILVER,7419399.58
6309,CARD_7d5fedcc,2024-01-29,SILVER,GOLD,7791870.59
6310,CARD_91282562,2023-09-24,MEMBERSHIP,SILVER,9989108.72
6311,CARD_91282562,2024-03-22,SILVER,GOLD,234681.52
6312,CARD_91282562,2024-06-20,GOLD,SILVER,786180.59
6313,CARD_44922881,2023-08-21,MEMBERSHIP,SILVER,3115238.34
6314,CARD_224eb836,2023-11-07,MEMBERSHIP,SILVER,583906.5
6315,CARD_abbd5aff,2024-12-05,MEMBERSHIP,SILVER,6292061.59
6316,CARD_02e9679c,2024-10-24,MEMBERSHIP,SILVER,4981471.87
6317,CARD_954e501e,2023-09-22,MEMBERSHIP,SILVER,4667799.03
6318,CARD_954e501e,2024-03-20,SILVER,GOLD,2931056.22
6319,CARD_362f9b4e,2024-07-04,MEMBERSHIP,SILVER,753878.3
6320,CARD_362f9b4e,2024-10-02,SILVER,GOLD,7106133.67
6321,CARD_5c192f76,2024-11-10,MEMBERSHIP,SILVER,1627745.72
6322,CARD_5933d4c3,2024-04-12,MEMBERSHIP,SILVER,7630023.99
6323,CARD_5933d4c3,2024-07-11,SILVER,GOLD,7094991.28
6324,CARD_5933d4c3,2024-10-09,GOLD,SILVER,855392.46
6325,CARD_dbf3164f,2024-07-17,MEMBERSHIP,SILVER,4005351.65
6326,CARD_07f5a905,2023-10-30,MEMBERSHIP,SILVER,3976889.22
6327,CARD_739b1d06,2023-06-12,MEMBERSHIP,SILVER,7196476.73
6328,CARD_739b1d06,2023-09-10,SILVER,GOLD,9505446.35
6329,CARD_193c688f,2023-10-17,MEMBERSHIP,SILVER,1947456.41
6330,CARD_49deac4e,2023-11-19,MEMBERSHIP,SILVER,5335003.06
6331,CARD_49deac4e,2024-02-17,SILVER,GOLD,7003995.41
6332,CARD_21785894,2024-09-12,MEMBERSHIP,SILVER,4682979.11
6333,CARD_21785894,2024-12-11,SILVER,GOLD,6599860.32
6334,CARD_00550577,2024-12-19,MEMBERSHIP,SILVER,6048082.48
6335,CARD_b4c70b00,2023-10-15,MEMBERSHIP,GOLD,6242535.09
6336,CARD_dd7eec78,2024-04-29,MEMBERSHIP,SILVER,5168673.64
6337,CARD_dd7eec78,2024-10-26,SILVER,GOLD,1414389.74
6338,CARD_92af1701,2023-11-01,MEMBERSHIP,SILVER,2373233.45
6339,CARD_92af1701,2024-01-30,SILVER,GOLD,9365863.76
6340,CARD_eab08697,2024-10-19,MEMBERSHIP,GOLD,10563338.24
6341,CARD_1e4dffbf,2023-05-13,MEMBERSHIP,SILVER,6164636.26
6342,CARD_dc1cfb8a,2024-12-08,MEMBERSHIP,SILVER,5856298.92
6343,CARD_1b5646bb,2023-05-07,MEMBERSHIP,SILVER,7186670.96
6344,CARD_1b5646bb,2023-11-03,SILVER,GOLD,1627960.75
6345,CARD_52035fd2,2024-02-17,MEMBERSHIP,SILVER,5404288.69
6346,CARD_52035fd2,2024-05-17,SILVER,GOLD,4244450.44
6347,CARD_52035fd2,2024-08-15,GOLD,SILVER,4533176.21
6348,CARD_db7c886f,2024-07-11,MEMBERSHIP,SILVER,6098129.79
6349,CARD_4d8a909f,2023-08-07,MEMBERSHIP,SILVER,8048059.35
6350,CARD_4d8a909f,2024-05-03,SILVER,GOLD,512424.55
6351,CARD_1bf60d84,2023-05-04,MEMBERSHIP,SILVER,2036651.46
6352,CARD_1bf60d84,2023-08-02,SILVER,GOLD,4976879.23
6353,CARD_19742b62,2023-12-23,MEMBERSHIP,SILVER,6831312.03
6354,CARD_19742b62,2024-06-20,SILVER,GOLD,6194251.99
6355,CARD_f06c1d08,2024-08-25,MEMBERSHIP,SILVER,5767513.77
6356,CARD_2d25db05,2024-04-02,MEMBERSHIP,SILVER,5282374.06
6357,CARD_2d25db05,2024-12-28,SILVER,GOLD,3971721.84
6358,CARD_da7490d4,2024-06-21,MEMBERSHIP,SILVER,6585870.13
6359,CARD_da7490d4,2024-09-19,SILVER,GOLD,9032086.99
6360,CARD_103ab170,2024-12-05,MEMBERSHIP,GOLD,9803734.05
6361,CARD_82925626,2024-02-21,MEMBERSHIP,SILVER,4947960.75
6362,CARD_82925626,2024-05-21,SILVER,GOLD,5952301.63
6363,CARD_52d2c32b,2023-04-24,MEMBERSHIP,SILVER,5629670.7
6364,CARD_52d2c32b,2023-10-21,SILVER,GOLD,2132316.71
6365,CARD_efc813e8,2023-07-22,MEMBERSHIP,SILVER,1287665.93
6366,CARD_1fa23be6,2023-05-16,MEMBERSHIP,SILVER,6463759.89
6367,CARD_1fa23be6,2024-02-10,SILVER,GOLD,4522081.44
6368,CARD_0a016ee4,2024-11-29,MEMBERSHIP,SILVER,9911900.32
6369,CARD_1d1234bb,2024-01-03,MEMBERSHIP,SILVER,1576302.67
6370,CARD_1d1234bb,2024-04-02,SILVER,GOLD,4687697.96
6371,CARD_424a6637,2024-02-21,MEMBERSHIP,SILVER,4861679.17
6372,CARD_c10357cc,2024-07-11,MEMBERSHIP,SILVER,3017055.04
6373,CARD_5013fe95,2023-09-05,MEMBERSHIP,SILVER,5417966.92
6374,CARD_5013fe95,2023-12-04,SILVER,GOLD,7287298.53
6375,CARD_5013fe95,2024-06-01,GOLD,SILVER,2913823.59
6376,CARD_d4032636,2024-06-27,MEMBERSHIP,SILVER,6276546.47
6377,CARD_d4032636,2024-09-25,SILVER,GOLD,5902484.24
6378,CARD_265c8010,2024-04-30,MEMBERSHIP,SILVER,9577711.83
6379,CARD_265c8010,2024-07-29,SILVER,GOLD,964065.33
6380,CARD_40c63413,2024-02-17,MEMBERSHIP,SILVER,2267819.6
6381,CARD_f064f790,2023-05-12,MEMBERSHIP,GOLD,10505408.64
6382,CARD_9b4334e1,2023-12-28,MEMBERSHIP,SILVER,3208334.37
6383,CARD_57943c86,2024-04-16,MEMBERSHIP,SILVER,6767179.06
6384,CARD_57943c86,2024-07-15,SILVER,GOLD,8180182.28
6385,CARD_96a80fce,2023-11-11,MEMBERSHIP,SILVER,3481158.2
6386,CARD_96a80fce,2024-05-09,SILVER,GOLD,10633910.28
6387,CARD_a1d11698,2024-04-16,MEMBERSHIP,SILVER,1398268.38
6388,CARD_a1d11698,2024-07-15,SILVER,GOLD,5664104.09
6389,CARD_028ca48a,2024-09-27,MEMBERSHIP,SILVER,3332462.33
6390,CARD_028ca48a,2024-12-26,SILVER,GOLD,5832334.04
6391,CARD_4ae46032,2024-04-14,MEMBERSHIP,GOLD,6871359.63
6392,CARD_4ae46032,2024-10-11,GOLD,SILVER,847220.67
6393,CARD_b1d8b802,2023-11-06,MEMBERSHIP,SILVER,3089192.28
6394,CARD_b1d8b802,2024-05-04,SILVER,GOLD,3719169.92
6395,CARD_ca554772,2024-01-16,MEMBERSHIP,SILVER,7072834.84
6396,CARD_ca554772,2024-07-14,SILVER,GOLD,6267949.25
6397,CARD_ca554772,2024-10-12,GOLD,SILVER,1897751.54
6398,CARD_e13801a5,2024-08-11,MEMBERSHIP,SILVER,1639208.67
6399,CARD_044548ec,2024-11-02,MEMBERSHIP,SILVER,2906444.92
6400,CARD_7d1e786a,2024-10-06,MEMBERSHIP,SILVER,5944968.96
6401,CARD_63901113,2023-12-27,MEMBERSHIP,SILVER,7816062.32
6402,CARD_63901113,2024-06-24,SILVER,GOLD,7935626.51
6403,CARD_9e657631,2024-08-12,MEMBERSHIP,SILVER,6180532.76
6404,CARD_9e657631,2024-11-10,SILVER,GOLD,5967026.62
6405,CARD_1f65696e,2024-05-07,MEMBERSHIP,GOLD,8465983.42
6406,CARD_b586bac2,2024-01-11,MEMBERSHIP,SILVER,8832929.3
6407,CARD_b586bac2,2024-04-10,SILVER,GOLD,7227964.8
6408,CARD_3e7d1880,2023-02-07,MEMBERSHIP,GOLD,10655911.07
6409,CARD_3e7d1880,2023-05-08,GOLD,SILVER,5342750.25
6410,CARD_3e7d1880,2023-08-06,SILVER,GOLD,1394270.52
6411,CARD_0dbd29f6,2024-01-10,MEMBERSHIP,SILVER,6325328.59
6412,CARD_0dbd29f6,2024-04-09,SILVER,GOLD,3711186.07
6413,CARD_d2c7b748,2023-12-09,MEMBERSHIP,SILVER,2007592.08
6414,CARD_b0e041f2,2024-04-22,MEMBERSHIP,SILVER,1736028.32
6415,CARD_6cf0b879,2024-10-29,MEMBERSHIP,SILVER,6398918.89
6416,CARD_f99feeb7,2023-06-14,MEMBERSHIP,SILVER,9878381.37
6417,CARD_f99feeb7,2023-12-11,SILVER,GOLD,9603334.82
6418,CARD_f99feeb7,2024-03-10,GOLD,SILVER,8763413.94
6419,CARD_04ea7cab,2023-07-10,MEMBERSHIP,SILVER,3564691.12
6420,CARD_bee5f9f7,2024-03-17,MEMBERSHIP,SILVER,2965631.21
6421,CARD_bee5f9f7,2024-06-15,SILVER,GOLD,4816934.7
6422,CARD_bee5f9f7,2024-09-13,GOLD,SILVER,72351.49
6423,CARD_37552976,2023-11-01,MEMBERSHIP,SILVER,5864780.3
6424,CARD_37552976,2024-04-29,SILVER,GOLD,3911666.58
6425,CARD_5cf81d1f,2024-11-09,MEMBERSHIP,SILVER,3878180.24
6426,CARD_5544712f,2024-03-03,MEMBERSHIP,SILVER,3649303.5
6427,CARD_3fc2f631,2023-06-09,MEMBERSHIP,SILVER,8305999.46
6428,CARD_3fc2f631,2024-03-05,SILVER,GOLD,6048312.16
6429,CARD_e888441f,2023-08-10,MEMBERSHIP,SILVER,2208141.05
6430,CARD_dab1b062,2024-01-06,MEMBERSHIP,SILVER,5302012.92
6431,CARD_dab1b062,2024-07-04,SILVER,GOLD,1212438.65
6432,CARD_dab1b062,2024-10-02,GOLD,SILVER,1571251.04
6433,CARD_29082e3b,2024-10-10,MEMBERSHIP,SILVER,7977199.83
6434,CARD_162f7128,2024-05-18,MEMBERSHIP,SILVER,4840210.06
6435,CARD_162f7128,2024-11-14,SILVER,GOLD,5405989.82
6436,CARD_32bb1b11,2024-08-18,MEMBERSHIP,SILVER,2514650.37
6437,CARD_66c59772,2024-06-16,MEMBERSHIP,SILVER,3453673.52
6438,CARD_c5c405b2,2024-05-05,MEMBERSHIP,SILVER,4576337.52
6439,CARD_ccff139c,2023-06-10,MEMBERSHIP,SILVER,7147150.06
6440,CARD_ccff139c,2023-09-08,SILVER,GOLD,2964413.31
6441,CARD_a12a102f,2024-10-22,MEMBERSHIP,SILVER,3249867.74
6442,CARD_36700f87,2024-03-20,MEMBERSHIP,SILVER,3280328.76
6443,CARD_36700f87,2024-09-16,SILVER,GOLD,3921553.98
6444,CARD_c58f26d3,2024-08-02,MEMBERSHIP,SILVER,6544346.08
6445,CARD_69a3e56e,2023-09-16,MEMBERSHIP,SILVER,6424456.3
6446,CARD_69a3e56e,2023-12-15,SILVER,GOLD,2824367.85
6447,CARD_cd4c374b,2023-10-18,MEMBERSHIP,SILVER,3890842.01
6448,CARD_cd4c374b,2024-04-15,SILVER,GOLD,3520790.68
6449,CARD_a0427406,2024-11-17,MEMBERSHIP,SILVER,3124940.19
6450,CARD_d54ae590,2024-03-22,MEMBERSHIP,SILVER,6659708.84
6451,CARD_d54ae590,2024-06-20,SILVER,GOLD,8122959.74
6452,CARD_d54ae590,2024-09-18,GOLD,SILVER,7896502.08
6453,CARD_428aac46,2023-11-05,MEMBERSHIP,SILVER,7344118.78
6454,CARD_428aac46,2024-02-03,SILVER,GOLD,5587613.19
6455,CARD_e7f6b78e,2023-06-18,MEMBERSHIP,SILVER,5553090.43
6456,CARD_e7f6b78e,2024-03-14,SILVER,GOLD,7439189.61
6457,CARD_ae194b80,2024-12-05,MEMBERSHIP,SILVER,3015637.7
6458,CARD_2c2b7912,2023-12-04,MEMBERSHIP,GOLD,7117533.35
6459,CARD_2c2b7912,2024-03-03,GOLD,SILVER,711128.66
6460,CARD_2c2b7912,2024-06-01,SILVER,GOLD,923862.36
6461,CARD_7665af07,2024-06-30,MEMBERSHIP,SILVER,2081279.53
6462,CARD_5532bb3e,2023-06-13,MEMBERSHIP,SILVER,5343264.86
6463,CARD_1d22889f,2023-11-12,MEMBERSHIP,SILVER,6133845.36
6464,CARD_1d22889f,2024-02-10,SILVER,GOLD,4728213.02
6465,CARD_1d22889f,2024-05-10,GOLD,SILVER,5403835.25
6466,CARD_343d20ad,2023-11-02,MEMBERSHIP,SILVER,7591154.82
6467,CARD_343d20ad,2024-04-30,SILVER,GOLD,2142342.87
6468,CARD_feddfb87,2024-04-11,MEMBERSHIP,SILVER,2876326.47
6469,CARD_7acc2d37,2023-04-06,MEMBERSHIP,SILVER,5985363.08
6470,CARD_7acc2d37,2023-07-05,SILVER,GOLD,4816784.98
6471,CARD_23cbc21c,2023-11-12,MEMBERSHIP,SILVER,6563391.87
6472,CARD_23cbc21c,2024-02-10,SILVER,GOLD,5194816.87
6473,CARD_9228c49b,2023-08-17,MEMBERSHIP,SILVER,1566692.17
6474,CARD_b3dfee71,2023-10-20,MEMBERSHIP,SILVER,2573672.83
6475,CARD_90ab93d6,2024-09-04,MEMBERSHIP,SILVER,2275943.57
6476,CARD_32b9171c,2024-02-03,MEMBERSHIP,SILVER,5525123.12
6477,CARD_32b9171c,2024-05-03,SILVER,GOLD,6327550.84
6478,CARD_e71139ba,2023-06-04,MEMBERSHIP,SILVER,8756676.67
6479,CARD_e71139ba,2023-09-02,SILVER,GOLD,10897485.81
6480,CARD_e71139ba,2023-12-01,GOLD,SILVER,8889450.61
6481,CARD_4f307e5c,2023-10-31,MEMBERSHIP,SILVER,3338350.3
6482,CARD_35d2a729,2024-12-14,MEMBERSHIP,GOLD,7165662.63
6483,CARD_48a4ae31,2024-12-19,MEMBERSHIP,SILVER,2095247.27
6484,CARD_a96ea89c,2023-11-20,MEMBERSHIP,SILVER,3984497.12
6485,CARD_a750d1d3,2023-11-12,MEMBERSHIP,SILVER,5636298.73
6486,CARD_a750d1d3,2024-02-10,SILVER,GOLD,6991145.29
6487,CARD_b9c4af20,2024-06-13,MEMBERSHIP,SILVER,5834475.67
6488,CARD_64c3914c,2024-04-27,MEMBERSHIP,SILVER,5509189.56
6489,CARD_64c3914c,2024-07-26,SILVER,GOLD,3609999.78
6490,CARD_03ccb4b1,2024-05-01,MEMBERSHIP,SILVER,2220529.63
6491,CARD_b83c2275,2024-06-08,MEMBERSHIP,SILVER,9152693.29
6492,CARD_b83c2275,2024-12-05,SILVER,GOLD,6063021.91
6493,CARD_3be65382,2024-08-27,MEMBERSHIP,SILVER,7203429.42
6494,CARD_3be65382,2024-11-25,SILVER,GOLD,5285816.08
6495,CARD_265a339c,2023-06-05,MEMBERSHIP,SILVER,8133083.3
6496,CARD_265a339c,2023-09-03,SILVER,GOLD,2101090.39
6497,CARD_8182ddd7,2024-01-05,MEMBERSHIP,SILVER,3806774.59
6498,CARD_8182ddd7,2024-04-04,SILVER,GOLD,4980889.17
6499,CARD_a48b90df,2024-03-04,MEMBERSHIP,SILVER,7006070.92
6500,CARD_a48b90df,2024-06-02,SILVER,GOLD,3774162.61
6501,CARD_7dc6959c,2024-02-17,MEMBERSHIP,SILVER,1403551.24
6502,CARD_ce8dfe2b,2024-12-29,MEMBERSHIP,SILVER,796944.8
6503,CARD_6adab742,2023-05-07,MEMBERSHIP,SILVER,3700534.8
6504,CARD_6adab742,2023-11-03,SILVER,GOLD,1074944.41
6505,CARD_c74e651d,2023-04-27,MEMBERSHIP,SILVER,6794244.31
6506,CARD_c74e651d,2023-10-24,SILVER,GOLD,5699193.08
6507,CARD_734b2d98,2024-04-14,MEMBERSHIP,SILVER,6831156.68
6508,CARD_734b2d98,2024-07-13,SILVER,GOLD,6619872.73
6509,CARD_734b2d98,2024-10-11,GOLD,SILVER,1817435.54
6510,CARD_fb4e3051,2024-04-10,MEMBERSHIP,SILVER,4210745.44
6511,CARD_fb4e3051,2024-07-09,SILVER,GOLD,3507520.19
6512,CARD_43d7be4f,2023-01-29,MEMBERSHIP,SILVER,7249005.17
6513,CARD_43d7be4f,2023-07-28,SILVER,GOLD,7035233.12
6514,CARD_43d7be4f,2023-10-26,GOLD,SILVER,6853025.29
6515,CARD_68aa0a88,2024-12-14,MEMBERSHIP,SILVER,6255589.57
6516,CARD_bf8e7416,2024-04-12,MEMBERSHIP,SILVER,5778062.05
6517,CARD_048c9597,2024-08-03,MEMBERSHIP,SILVER,5575142.96
6518,CARD_078c9cee,2024-02-13,MEMBERSHIP,SILVER,8150620.67
6519,CARD_078c9cee,2024-05-13,SILVER,GOLD,8080667.43
6520,CARD_078c9cee,2024-11-09,GOLD,SILVER,7124148.75
6521,CARD_f26d350e,2023-04-26,MEMBERSHIP,GOLD,6846255.15
6522,CARD_93015ee2,2023-10-16,MEMBERSHIP,SILVER,2746062.47
6523,CARD_c2d533be,2024-11-13,MEMBERSHIP,SILVER,6104470.23
6524,CARD_a23476d4,2024-04-29,MEMBERSHIP,SILVER,5226726.68
6525,CARD_0356af32,2023-04-28,MEMBERSHIP,SILVER,5290267.26
6526,CARD_0356af32,2023-07-27,SILVER,GOLD,6282739.15
6527,CARD_0356af32,2023-10-25,GOLD,SILVER,672685.07
6528,CARD_0356af32,2024-01-23,SILVER,GOLD,734746.99
6529,CARD_1d8b2f22,2023-12-14,MEMBERSHIP,SILVER,6727289.41
6530,CARD_1d8b2f22,2024-06-11,SILVER,GOLD,9841998.45
6531,CARD_3d2675fe,2023-11-18,MEMBERSHIP,SILVER,5375771.17
6532,CARD_3d2675fe,2024-05-16,SILVER,GOLD,2789013.55
6533,CARD_8bb9fdf8,2024-09-27,MEMBERSHIP,SILVER,9654058.11
6534,CARD_8bb9fdf8,2024-12-26,SILVER,GOLD,2254997.24
6535,CARD_6589c536,2025-01-02,MEMBERSHIP,SILVER,5042040.04
6536,CARD_996be245,2023-03-03,MEMBERSHIP,SILVER,7051288.49
6537,CARD_996be245,2023-11-28,SILVER,GOLD,4399683.76
6538,CARD_2cb48879,2024-02-22,MEMBERSHIP,SILVER,6326861.92
6539,CARD_2cb48879,2024-08-20,SILVER,GOLD,4523164.3
6540,CARD_ca2e3a31,2024-01-09,MEMBERSHIP,SILVER,2902904.23
6541,CARD_f58d4b6e,2024-03-02,MEMBERSHIP,SILVER,5818073.32
6542,CARD_f58d4b6e,2024-08-29,SILVER,GOLD,8063932.65
6543,CARD_67440a69,2024-05-19,MEMBERSHIP,SILVER,1344419.63
6544,CARD_36fc6d37,2023-11-05,MEMBERSHIP,SILVER,5602172.1
6545,CARD_36fc6d37,2024-02-03,SILVER,GOLD,4338242.19
6546,CARD_c1cf3357,2024-05-02,MEMBERSHIP,SILVER,3141185.45
6547,CARD_17ec42ac,2024-05-28,MEMBERSHIP,SILVER,453660.65
6548,CARD_574e3d9e,2024-09-09,MEMBERSHIP,SILVER,2010763.77
6549,CARD_363a4cd2,2023-07-24,MEMBERSHIP,SILVER,4411750.68
6550,CARD_363a4cd2,2024-01-20,SILVER,GOLD,2529427.75
6551,CARD_51b69dba,2023-10-17,MEMBERSHIP,SILVER,4477953.22
6552,CARD_c65e066a,2023-07-04,MEMBERSHIP,SILVER,3746304.69
6553,CARD_5ce7acbf,2024-01-25,MEMBERSHIP,SILVER,3580756.19
6554,CARD_4422701b,2024-01-30,MEMBERSHIP,SILVER,1529464.46
